epoch,train_ce,val_ce
1,1.3718483514255948,1.3807735641797383
2,1.310959447313238,1.3799359202384949
3,1.2414211101002164,1.4016122950447931
4,1.1867009666230943,1.3800566792488098
5,1.1431233529691343,1.3977935049268935
6,1.1266956395573087,1.2842832936180963
7,1.091661196064066,1.2135301960839167
8,1.0829519872312192,1.2377478612793817
9,1.0558840367529128,1.2048473755518596
10,1.0272535747951932,1.1421089437272813
11,1.0283016992939844,1.1324849492973752
12,1.011017972672427,1.0556068122386932
13,0.9940283751046216,1.0475035276677873
14,0.9775861976323305,1.0962362753020392
15,0.9852520293659635,1.0962286359734006
16,0.9705186000576725,1.075289054049386
17,0.9572140221242551,1.0174470676316156
18,0.9592247207959493,1.0481119884385004
19,0.9483157252823865,1.048824707667033
20,0.9453670305234415,1.122028324339125
21,0.9406329051212028,1.0348093112309773
22,0.9307143202534428,1.018366836839252
23,0.9432961057733606,1.0563294423951044
24,0.9105364305001719,1.0811148054069943
25,0.92416951501811,1.042092760403951
26,0.9038941153773555,1.0529409282737308
27,0.9004427316012206,1.0055646068520017
28,0.8817287087440491,1.0280214945475261
29,0.8927628232373132,1.0419535239537556
30,0.8942321240901947,1.087808628877004
31,0.898240742860017,1.109683444102605
32,0.9127762615680695,1.0914005140463512
33,0.8894795466352392,1.0168237818611994
34,0.8810943607930783,1.0620785653591156
35,0.8874160945415497,1.0781258742014568
36,0.8669731672163363,1.0558168358272977
37,0.8605969481998019,1.0878747072484758
38,0.8583468044245685,1.1161187721623316
39,0.8614080702816999,1.1975341770384047
40,0.8616263745007692,1.0590965582264795
