fold,subject,selected_epochs,selection_rule,selected_mean_rank,selection_seed,target_result_used
loso_s1,1,7,mean_rank,7.0,20260923,False
loso_s2,2,9,mean_rank,10.5,20260923,False
loso_s3,3,9,mean_rank,5.75,20260923,False
loso_s4,4,7,mean_rank,6.75,20260923,False
loso_s5,5,16,mean_rank,8.5,20260923,False
loso_s6,6,13,mean_rank,7.25,20260923,False
loso_s7,7,13,mean_rank,6.5,20260923,False
loso_s8,8,9,mean_rank,8.75,20260923,False
loso_s9,9,7,mean_rank,7.5,20260923,False
