mode,fold_id,model,n_train,n_test,fit_predict_seconds,balanced_accuracy,accuracy,macro_f1,cohen_kappa
within_session,within_s9_0train_run5,CSP+LDA,96,20,0.10357269999803975,0.898989898989899,0.9,0.898989898989899,0.797979797979798
within_session,within_s9_0train_run5,CSP+linearSVM,96,20,0.10482930000580382,0.9545454545454546,0.95,0.949874686716792,0.9
within_session,within_s9_1test_run0,CSP+LDA,108,22,0.13127600000007078,0.95,0.9545454545454546,0.9536842105263157,0.907563025210084
within_session,within_s9_1test_run0,CSP+linearSVM,108,22,0.12492629999178462,0.75,0.7727272727272727,0.7471264367816092,0.5217391304347827
within_session,within_s9_1test_run1,CSP+LDA,107,23,0.12305660000129137,1.0,1.0,1.0,1.0
within_session,within_s9_1test_run1,CSP+linearSVM,107,23,0.11527059999934863,0.9583333333333333,0.9565217391304348,0.9565217391304348,0.9132075471698113
within_session,within_s9_1test_run2,CSP+LDA,108,22,0.1278881000034744,0.9166666666666667,0.9090909090909091,0.9090909090909091,0.819672131147541
within_session,within_s9_1test_run2,CSP+linearSVM,108,22,0.12661890000163112,0.8666666666666667,0.8636363636363636,0.8633540372670807,0.7272727272727273
within_session,within_s9_1test_run3,CSP+LDA,108,22,0.11848589999135584,0.9583333333333333,0.9545454545454546,0.9544513457556936,0.9090909090909091
within_session,within_s9_1test_run3,CSP+linearSVM,108,22,0.1171189000015147,0.9166666666666667,0.9090909090909091,0.9090909090909091,0.819672131147541
within_session,within_s9_1test_run4,CSP+LDA,110,20,0.12761010001122486,0.85,0.85,0.8465473145780051,0.7
within_session,within_s9_1test_run4,CSP+linearSVM,110,20,0.126612699998077,0.9,0.9,0.898989898989899,0.8
within_session,within_s9_1test_run5,CSP+LDA,109,21,0.12380750000011176,0.75,0.7619047619047619,0.7407407407407407,0.5116279069767442
within_session,within_s9_1test_run5,CSP+linearSVM,109,21,0.11645509999652859,0.85,0.8571428571428571,0.851764705882353,0.7096774193548387
cross_session,cross_session_s1,CSP+LDA,138,141,0.1622835999878589,0.9216297786720322,0.9219858156028369,0.921733864863501,0.8438538205980066
cross_session,cross_session_s1,CSP+linearSVM,138,141,0.1725694999913685,0.8071428571428572,0.8085106382978723,0.8006493166465937,0.6159588419247453
cross_session,cross_session_s2,CSP+LDA,136,142,0.16324760000861716,0.5140845070422535,0.5140845070422535,0.42832137230876943,0.028169014084507005
cross_session,cross_session_s2,CSP+linearSVM,136,142,0.179681099994923,0.528169014084507,0.528169014084507,0.44489176731431235,0.05633802816901412
cross_session,cross_session_s3,CSP+LDA,137,137,0.20186859999375883,0.9477611940298507,0.948905109489051,0.9486314210723659,0.8975317875841435
cross_session,cross_session_s3,CSP+linearSVM,137,137,0.15834429999813437,0.9328358208955223,0.9343065693430657,0.9337986577181208,0.8681706404362237
cross_session,cross_session_s4,CSP+LDA,129,116,0.149065800011158,0.5841510556051145,0.5775862068965517,0.5102955113293701,0.16607981220657275
cross_session,cross_session_s4,CSP+linearSVM,129,116,0.15481130000262056,0.6011002081474873,0.5948275862068966,0.5369851380042463,0.19964768056371107
cross_session,cross_session_s5,CSP+LDA,129,135,0.1491731999994954,0.5692307692307692,0.5555555555555556,0.49425574425574426,0.13461538461538458
cross_session,cross_session_s5,CSP+linearSVM,129,135,0.14600949999294244,0.5758241758241759,0.562962962962963,0.5110197065504328,0.1476725521669343
cross_session,cross_session_s6,CSP+LDA,113,108,0.1325424000096973,0.6564322469982847,0.6574074074074074,0.6559621179509255,0.3134020618556701
cross_session,cross_session_s6,CSP+linearSVM,113,108,0.13687959998787846,0.6746140651801029,0.6759259259259259,0.6736596736596736,0.35006877579092166
cross_session,cross_session_s7,CSP+LDA,133,140,0.15923980000661686,0.7661767707695448,0.7642857142857142,0.7607581171353115,0.530296868645791
cross_session,cross_session_s7,CSP+linearSVM,133,140,0.15773529998841695,0.7802612778117983,0.7785714285714286,0.776,0.5585842148087876
cross_session,cross_session_s8,CSP+LDA,132,134,0.16126409999560565,0.9779411764705883,0.9776119402985075,0.977610693400167,0.9552438209752839
cross_session,cross_session_s8,CSP+linearSVM,132,134,0.16222179999749642,0.9774955436720143,0.9776119402985075,0.9776007132111216,0.955203922442612
cross_session,cross_session_s9,CSP+LDA,116,130,0.13632700000016484,0.9076923076923078,0.9076923076923077,0.9076704545454546,0.8153846153846154
cross_session,cross_session_s9,CSP+linearSVM,116,130,0.14700399999856018,0.8769230769230769,0.8769230769230769,0.8766603415559773,0.7538461538461538
cross_subject,loso_s1,CSP+LDA,2067,279,2.9103440000035334,0.5359969167523124,0.5376344086021505,0.4143710236425468,0.07222952594540266
cross_subject,loso_s1,CSP+linearSVM,2067,279,2.855253999994602,0.5359969167523124,0.5376344086021505,0.4143710236425468,0.07222952594540266
cross_subject,loso_s2,CSP+LDA,2068,278,2.5845676000026288,0.5057971014492754,0.5035971223021583,0.45372216210058663,0.011542821807688286
cross_subject,loso_s2,CSP+linearSVM,2068,278,2.5282686999998987,0.5209109730848861,0.5179856115107914,0.42459067037380294,0.04157661829782855
cross_subject,loso_s3,CSP+LDA,2072,274,2.4932982999889646,0.720961210571185,0.718978102189781,0.6975067027972529,0.4401634559252773
cross_subject,loso_s3,CSP+linearSVM,2072,274,2.5486920999974245,0.720961210571185,0.718978102189781,0.6975067027972529,0.4401634559252773
cross_subject,loso_s4,CSP+LDA,2101,245,2.560691799997585,0.6244334844041589,0.6244897959183674,0.6244334844041589,0.24886696880831782
cross_subject,loso_s4,CSP+linearSVM,2101,245,2.569175800002995,0.6101039722740602,0.6081632653061224,0.5990180032733223,0.2193308550185873
cross_subject,loso_s5,CSP+LDA,2082,264,2.492931699991459,0.5217241577225507,0.5227272727272727,0.5136842105263157,0.04353326815803105
cross_subject,loso_s5,CSP+linearSVM,2082,264,2.5576137000025483,0.5464328760833381,0.5492424242424242,0.47548209366391186,0.09338566316518526
cross_subject,loso_s6,CSP+LDA,2125,221,2.5263819999963744,0.5504587155963303,0.5565610859728507,0.4394927536231884,0.10214741729541488
cross_subject,loso_s6,CSP+linearSVM,2125,221,2.5740726000076393,0.5458715596330275,0.5520361990950227,0.43078283945157014,0.09287283884074793
cross_subject,loso_s7,CSP+LDA,2073,273,2.4561455999937607,0.5892914653784219,0.5934065934065934,0.5243827790246889,0.18004708174364792
cross_subject,loso_s7,CSP+linearSVM,2073,273,2.5421789000101853,0.5260064412238326,0.5311355311355311,0.39635157545605304,0.052545957377582386
cross_subject,loso_s8,CSP+LDA,2080,266,2.4813813000073424,0.936284486657621,0.9360902255639098,0.9360676365384344,0.8722237920316473
cross_subject,loso_s8,CSP+linearSVM,2080,266,2.5567531999986386,0.9362279511533242,0.9360902255639098,0.9360820953538667,0.872209348329848
cross_subject,loso_s9,CSP+LDA,2100,246,2.498179900008836,0.6635328389830508,0.6626016260162602,0.6625960505659754,0.3260941316258499
cross_subject,loso_s9,CSP+linearSVM,2100,246,2.5258792999957222,0.6453257415254237,0.6422764227642277,0.6414231763068972,0.2885500197186801
