fold,subject,seed,model,stratum,true_label,predicted_label,count
loso_s4,4,20260925,EEGNet,unflagged,2,2,96
loso_s4,4,20260925,EEGNet,unflagged,2,3,24
loso_s4,4,20260925,EEGNet,unflagged,2,4,0
loso_s4,4,20260925,EEGNet,unflagged,3,1,19
loso_s4,4,20260925,EEGNet,unflagged,3,2,38
loso_s4,4,20260925,EEGNet,unflagged,3,3,62
loso_s4,4,20260925,EEGNet,unflagged,3,4,7
loso_s4,4,20260925,EEGNet,unflagged,4,1,4
loso_s4,4,20260925,EEGNet,unflagged,4,2,52
loso_s4,4,20260925,EEGNet,unflagged,4,3,57
loso_s4,4,20260925,EEGNet,unflagged,4,4,6
loso_s4,4,20260925,EEGNet,flagged,1,1,1
loso_s4,4,20260925,EEGNet,flagged,1,2,9
loso_s4,4,20260925,EEGNet,flagged,1,3,13
loso_s4,4,20260925,EEGNet,flagged,1,4,0
loso_s4,4,20260925,EEGNet,flagged,2,1,1
loso_s4,4,20260925,EEGNet,flagged,2,2,16
loso_s4,4,20260925,EEGNet,flagged,2,3,3
loso_s4,4,20260925,EEGNet,flagged,2,4,0
loso_s4,4,20260925,EEGNet,flagged,3,1,1
loso_s4,4,20260925,EEGNet,flagged,3,2,5
loso_s4,4,20260925,EEGNet,flagged,3,3,11
loso_s4,4,20260925,EEGNet,flagged,3,4,1
loso_s4,4,20260925,EEGNet,flagged,4,1,2
loso_s4,4,20260925,EEGNet,flagged,4,2,9
loso_s4,4,20260925,EEGNet,flagged,4,3,14
loso_s4,4,20260925,EEGNet,flagged,4,4,0
loso_s4,4,20260926,EEGNet,all,1,1,2
loso_s4,4,20260926,EEGNet,all,1,2,64
loso_s4,4,20260926,EEGNet,all,1,3,64
loso_s4,4,20260926,EEGNet,all,1,4,14
loso_s4,4,20260926,EEGNet,all,2,1,0
loso_s4,4,20260926,EEGNet,all,2,2,98
loso_s4,4,20260926,EEGNet,all,2,3,42
loso_s4,4,20260926,EEGNet,all,2,4,4
loso_s4,4,20260926,EEGNet,all,3,1,3
loso_s4,4,20260926,EEGNet,all,3,2,17
loso_s4,4,20260926,EEGNet,all,3,3,84
loso_s4,4,20260926,EEGNet,all,3,4,40
loso_s4,4,20260926,EEGNet,all,4,1,1
loso_s4,4,20260926,EEGNet,all,4,2,32
loso_s4,4,20260926,EEGNet,all,4,3,71
loso_s4,4,20260926,EEGNet,all,4,4,40
loso_s4,4,20260926,EEGNet,unflagged,1,1,2
loso_s4,4,20260926,EEGNet,unflagged,1,2,55
loso_s4,4,20260926,EEGNet,unflagged,1,3,50
loso_s4,4,20260926,EEGNet,unflagged,1,4,14
loso_s4,4,20260926,EEGNet,unflagged,2,1,0
loso_s4,4,20260926,EEGNet,unflagged,2,2,84
loso_s4,4,20260926,EEGNet,unflagged,2,3,36
loso_s4,4,20260926,EEGNet,unflagged,2,4,4
loso_s4,4,20260926,EEGNet,unflagged,3,1,2
loso_s4,4,20260926,EEGNet,unflagged,3,2,17
loso_s4,4,20260926,EEGNet,unflagged,3,3,72
loso_s4,4,20260926,EEGNet,unflagged,3,4,35
loso_s4,4,20260926,EEGNet,unflagged,4,1,1
loso_s4,4,20260926,EEGNet,unflagged,4,2,28
loso_s4,4,20260926,EEGNet,unflagged,4,3,54
loso_s4,4,20260926,EEGNet,unflagged,4,4,36
loso_s4,4,20260926,EEGNet,flagged,1,1,0
loso_s4,4,20260926,EEGNet,flagged,1,2,9
loso_s4,4,20260926,EEGNet,flagged,1,3,14
loso_s4,4,20260926,EEGNet,flagged,1,4,0
loso_s4,4,20260926,EEGNet,flagged,2,1,0
loso_s4,4,20260926,EEGNet,flagged,2,2,14
loso_s4,4,20260926,EEGNet,flagged,2,3,6
loso_s4,4,20260926,EEGNet,flagged,2,4,0
loso_s4,4,20260926,EEGNet,flagged,3,1,1
loso_s4,4,20260926,EEGNet,flagged,3,2,0
loso_s4,4,20260926,EEGNet,flagged,3,3,12
loso_s4,4,20260926,EEGNet,flagged,3,4,5
loso_s4,4,20260926,EEGNet,flagged,4,1,0
loso_s4,4,20260926,EEGNet,flagged,4,2,4
loso_s4,4,20260926,EEGNet,flagged,4,3,17
loso_s4,4,20260926,EEGNet,flagged,4,4,4
loso_s5,5,20260924,EEGNet,all,1,1,143
loso_s5,5,20260924,EEGNet,all,1,2,1
loso_s5,5,20260924,EEGNet,all,1,3,0
loso_s5,5,20260924,EEGNet,all,1,4,0
loso_s5,5,20260924,EEGNet,all,2,1,144
loso_s5,5,20260924,EEGNet,all,2,2,0
loso_s5,5,20260924,EEGNet,all,2,3,0
loso_s5,5,20260924,EEGNet,all,2,4,0
loso_s5,5,20260924,EEGNet,all,3,1,144
loso_s5,5,20260924,EEGNet,all,3,2,0
loso_s5,5,20260924,EEGNet,all,3,3,0
loso_s5,5,20260924,EEGNet,all,3,4,0
loso_s5,5,20260924,EEGNet,all,4,1,144
loso_s5,5,20260924,EEGNet,all,4,2,0
loso_s5,5,20260924,EEGNet,all,4,3,0
loso_s5,5,20260924,EEGNet,all,4,4,0
loso_s5,5,20260924,EEGNet,unflagged,1,1,132
loso_s5,5,20260924,EEGNet,unflagged,1,2,1
loso_s5,5,20260924,EEGNet,unflagged,1,3,0
loso_s5,5,20260924,EEGNet,unflagged,1,4,0
loso_s5,5,20260924,EEGNet,unflagged,2,1,131
loso_s5,5,20260924,EEGNet,unflagged,2,2,0
loso_s5,5,20260924,EEGNet,unflagged,2,3,0
loso_s5,5,20260924,EEGNet,unflagged,2,4,0
loso_s5,5,20260924,EEGNet,unflagged,3,1,138
loso_s5,5,20260924,EEGNet,unflagged,3,2,0
loso_s5,5,20260924,EEGNet,unflagged,3,3,0
loso_s5,5,20260924,EEGNet,unflagged,3,4,0
loso_s5,5,20260924,EEGNet,unflagged,4,1,136
loso_s5,5,20260924,EEGNet,unflagged,4,2,0
loso_s5,5,20260924,EEGNet,unflagged,4,3,0
loso_s5,5,20260924,EEGNet,unflagged,4,4,0
loso_s5,5,20260924,EEGNet,flagged,1,1,11
loso_s5,5,20260924,EEGNet,flagged,1,2,0
loso_s5,5,20260924,EEGNet,flagged,1,3,0
loso_s5,5,20260924,EEGNet,flagged,1,4,0
loso_s5,5,20260924,EEGNet,flagged,2,1,13
loso_s5,5,20260924,EEGNet,flagged,2,2,0
loso_s5,5,20260924,EEGNet,flagged,2,3,0
loso_s5,5,20260924,EEGNet,flagged,2,4,0
loso_s5,5,20260924,EEGNet,flagged,3,1,6
loso_s5,5,20260924,EEGNet,flagged,3,2,0
loso_s5,5,20260924,EEGNet,flagged,3,3,0
loso_s5,5,20260924,EEGNet,flagged,3,4,0
loso_s5,5,20260924,EEGNet,flagged,4,1,8
loso_s5,5,20260924,EEGNet,flagged,4,2,0
loso_s5,5,20260924,EEGNet,flagged,4,3,0
loso_s5,5,20260924,EEGNet,flagged,4,4,0
loso_s5,5,20260925,EEGNet,all,1,1,14
loso_s5,5,20260925,EEGNet,all,1,2,130
loso_s5,5,20260925,EEGNet,all,1,3,0
loso_s5,5,20260925,EEGNet,all,1,4,0
loso_s5,5,20260925,EEGNet,all,2,1,23
loso_s5,5,20260925,EEGNet,all,2,2,121
loso_s5,5,20260925,EEGNet,all,2,3,0
loso_s5,5,20260925,EEGNet,all,2,4,0
loso_s5,5,20260925,EEGNet,all,3,1,21
loso_s5,5,20260925,EEGNet,all,3,2,123
loso_s5,5,20260925,EEGNet,all,3,3,0
loso_s5,5,20260925,EEGNet,all,3,4,0
loso_s5,5,20260925,EEGNet,all,4,1,25
loso_s5,5,20260925,EEGNet,all,4,2,119
loso_s5,5,20260925,EEGNet,all,4,3,0
loso_s5,5,20260925,EEGNet,all,4,4,0
loso_s5,5,20260925,EEGNet,unflagged,1,1,12
loso_s5,5,20260925,EEGNet,unflagged,1,2,121
loso_s5,5,20260925,EEGNet,unflagged,1,3,0
loso_s5,5,20260925,EEGNet,unflagged,1,4,0
loso_s5,5,20260925,EEGNet,unflagged,2,1,20
loso_s5,5,20260925,EEGNet,unflagged,2,2,111
loso_s5,5,20260925,EEGNet,unflagged,2,3,0
loso_s5,5,20260925,EEGNet,unflagged,2,4,0
loso_s5,5,20260925,EEGNet,unflagged,3,1,21
loso_s5,5,20260925,EEGNet,unflagged,3,2,117
loso_s5,5,20260925,EEGNet,unflagged,3,3,0
loso_s5,5,20260925,EEGNet,unflagged,3,4,0
loso_s5,5,20260925,EEGNet,unflagged,4,1,24
loso_s5,5,20260925,EEGNet,unflagged,4,2,112
loso_s5,5,20260925,EEGNet,unflagged,4,3,0
loso_s5,5,20260925,EEGNet,unflagged,4,4,0
loso_s5,5,20260925,EEGNet,flagged,1,1,2
loso_s5,5,20260925,EEGNet,flagged,1,2,9
loso_s5,5,20260925,EEGNet,flagged,1,3,0
loso_s5,5,20260925,EEGNet,flagged,1,4,0
loso_s5,5,20260925,EEGNet,flagged,2,1,3
loso_s5,5,20260925,EEGNet,flagged,2,2,10
loso_s5,5,20260925,EEGNet,flagged,2,3,0
loso_s5,5,20260925,EEGNet,flagged,2,4,0
loso_s5,5,20260925,EEGNet,flagged,3,1,0
loso_s5,5,20260925,EEGNet,flagged,3,2,6
loso_s5,5,20260925,EEGNet,flagged,3,3,0
loso_s5,5,20260925,EEGNet,flagged,3,4,0
loso_s5,5,20260925,EEGNet,flagged,4,1,1
loso_s5,5,20260925,EEGNet,flagged,4,2,7
loso_s5,5,20260925,EEGNet,flagged,4,3,0
loso_s5,5,20260925,EEGNet,flagged,4,4,0
loso_s5,5,20260926,EEGNet,all,1,1,123
loso_s5,5,20260926,EEGNet,all,1,2,21
loso_s5,5,20260926,EEGNet,all,1,3,0
loso_s5,5,20260926,EEGNet,all,1,4,0
loso_s5,5,20260926,EEGNet,all,2,1,128
loso_s5,5,20260926,EEGNet,all,2,2,16
loso_s5,5,20260926,EEGNet,all,2,3,0
loso_s5,5,20260926,EEGNet,all,2,4,0
loso_s5,5,20260926,EEGNet,all,3,1,120
loso_s5,5,20260926,EEGNet,all,3,2,24
loso_s5,5,20260926,EEGNet,all,3,3,0
loso_s5,5,20260926,EEGNet,all,3,4,0
loso_s5,5,20260926,EEGNet,all,4,1,117
loso_s5,5,20260926,EEGNet,all,4,2,27
loso_s5,5,20260926,EEGNet,all,4,3,0
loso_s5,5,20260926,EEGNet,all,4,4,0
loso_s5,5,20260926,EEGNet,unflagged,1,1,112
loso_s5,5,20260926,EEGNet,unflagged,1,2,21
loso_s5,5,20260926,EEGNet,unflagged,1,3,0
loso_s5,5,20260926,EEGNet,unflagged,1,4,0
loso_s5,5,20260926,EEGNet,unflagged,2,1,117
loso_s5,5,20260926,EEGNet,unflagged,2,2,14
loso_s5,5,20260926,EEGNet,unflagged,2,3,0
loso_s5,5,20260926,EEGNet,unflagged,2,4,0
loso_s5,5,20260926,EEGNet,unflagged,3,1,117
loso_s5,5,20260926,EEGNet,unflagged,3,2,21
loso_s5,5,20260926,EEGNet,unflagged,3,3,0
loso_s5,5,20260926,EEGNet,unflagged,3,4,0
loso_s5,5,20260926,EEGNet,unflagged,4,1,113
loso_s5,5,20260926,EEGNet,unflagged,4,2,23
loso_s5,5,20260926,EEGNet,unflagged,4,3,0
loso_s5,5,20260926,EEGNet,unflagged,4,4,0
loso_s5,5,20260926,EEGNet,flagged,1,1,11
loso_s5,5,20260926,EEGNet,flagged,1,2,0
loso_s5,5,20260926,EEGNet,flagged,1,3,0
loso_s5,5,20260926,EEGNet,flagged,1,4,0
loso_s5,5,20260926,EEGNet,flagged,2,1,11
loso_s5,5,20260926,EEGNet,flagged,2,2,2
loso_s5,5,20260926,EEGNet,flagged,2,3,0
loso_s5,5,20260926,EEGNet,flagged,2,4,0
loso_s5,5,20260926,EEGNet,flagged,3,1,3
loso_s5,5,20260926,EEGNet,flagged,3,2,3
loso_s5,5,20260926,EEGNet,flagged,3,3,0
loso_s5,5,20260926,EEGNet,flagged,3,4,0
loso_s5,5,20260926,EEGNet,flagged,4,1,4
loso_s5,5,20260926,EEGNet,flagged,4,2,4
loso_s5,5,20260926,EEGNet,flagged,4,3,0
loso_s5,5,20260926,EEGNet,flagged,4,4,0
loso_s6,6,20260924,EEGNet,all,1,1,6
loso_s6,6,20260924,EEGNet,all,1,2,16
loso_s6,6,20260924,EEGNet,all,1,3,65
loso_s6,6,20260924,EEGNet,all,1,4,57
loso_s6,6,20260924,EEGNet,all,2,1,2
loso_s6,6,20260924,EEGNet,all,2,2,34
loso_s6,6,20260924,EEGNet,all,2,3,45
loso_s6,6,20260924,EEGNet,all,2,4,63
loso_s6,6,20260924,EEGNet,all,3,1,1
loso_s6,6,20260924,EEGNet,all,3,2,9
loso_s6,6,20260924,EEGNet,all,3,3,46
loso_s6,6,20260924,EEGNet,all,3,4,88
loso_s6,6,20260924,EEGNet,all,4,1,0
loso_s6,6,20260924,EEGNet,all,4,2,7
loso_s6,6,20260924,EEGNet,all,4,3,56
loso_s6,6,20260924,EEGNet,all,4,4,81
loso_s6,6,20260924,EEGNet,unflagged,1,1,4
loso_s6,6,20260924,EEGNet,unflagged,1,2,11
loso_s6,6,20260924,EEGNet,unflagged,1,3,52
loso_s6,6,20260924,EEGNet,unflagged,1,4,42
loso_s6,6,20260924,EEGNet,unflagged,2,1,2
loso_s6,6,20260924,EEGNet,unflagged,2,2,26
loso_s6,6,20260924,EEGNet,unflagged,2,3,32
loso_s6,6,20260924,EEGNet,unflagged,2,4,52
loso_s6,6,20260924,EEGNet,unflagged,3,1,1
loso_s6,6,20260924,EEGNet,unflagged,3,2,5
loso_s6,6,20260924,EEGNet,unflagged,3,3,35
loso_s6,6,20260924,EEGNet,unflagged,3,4,62
loso_s6,6,20260924,EEGNet,unflagged,4,1,0
loso_s6,6,20260924,EEGNet,unflagged,4,2,2
loso_s6,6,20260924,EEGNet,unflagged,4,3,41
loso_s6,6,20260924,EEGNet,unflagged,4,4,67
loso_s6,6,20260924,EEGNet,flagged,1,1,2
loso_s6,6,20260924,EEGNet,flagged,1,2,5
loso_s6,6,20260924,EEGNet,flagged,1,3,13
loso_s6,6,20260924,EEGNet,flagged,1,4,15
loso_s6,6,20260924,EEGNet,flagged,2,1,0
loso_s6,6,20260924,EEGNet,flagged,2,2,8
loso_s6,6,20260924,EEGNet,flagged,2,3,13
loso_s6,6,20260924,EEGNet,flagged,2,4,11
loso_s6,6,20260924,EEGNet,flagged,3,1,0
loso_s6,6,20260924,EEGNet,flagged,3,2,4
loso_s6,6,20260924,EEGNet,flagged,3,3,11
loso_s6,6,20260924,EEGNet,flagged,3,4,26
loso_s6,6,20260924,EEGNet,flagged,4,1,0
loso_s6,6,20260924,EEGNet,flagged,4,2,5
loso_s6,6,20260924,EEGNet,flagged,4,3,15
loso_s6,6,20260924,EEGNet,flagged,4,4,14
loso_s6,6,20260925,EEGNet,all,1,1,20
loso_s6,6,20260925,EEGNet,all,1,2,7
loso_s6,6,20260925,EEGNet,all,1,3,48
loso_s6,6,20260925,EEGNet,all,1,4,69
loso_s6,6,20260925,EEGNet,all,2,1,7
loso_s6,6,20260925,EEGNet,all,2,2,24
loso_s6,6,20260925,EEGNet,all,2,3,34
loso_s6,6,20260925,EEGNet,all,2,4,79
loso_s6,6,20260925,EEGNet,all,3,1,5
loso_s6,6,20260925,EEGNet,all,3,2,4
loso_s6,6,20260925,EEGNet,all,3,3,22
loso_s6,6,20260925,EEGNet,all,3,4,113
loso_s6,6,20260925,EEGNet,all,4,1,5
loso_s6,6,20260925,EEGNet,all,4,2,3
loso_s6,6,20260925,EEGNet,all,4,3,27
loso_s6,6,20260925,EEGNet,all,4,4,109
loso_s6,6,20260925,EEGNet,unflagged,1,1,15
loso_s6,6,20260925,EEGNet,unflagged,1,2,3
loso_s6,6,20260925,EEGNet,unflagged,1,3,38
loso_s6,6,20260925,EEGNet,unflagged,1,4,53
loso_s6,6,20260925,EEGNet,unflagged,2,1,2
loso_s6,6,20260925,EEGNet,unflagged,2,2,20
loso_s6,6,20260925,EEGNet,unflagged,2,3,29
loso_s6,6,20260925,EEGNet,unflagged,2,4,61
loso_s6,6,20260925,EEGNet,unflagged,3,1,2
loso_s6,6,20260925,EEGNet,unflagged,3,2,2
loso_s6,6,20260925,EEGNet,unflagged,3,3,12
loso_s6,6,20260925,EEGNet,unflagged,3,4,87
loso_s6,6,20260925,EEGNet,unflagged,4,1,2
loso_s6,6,20260925,EEGNet,unflagged,4,2,1
loso_s6,6,20260925,EEGNet,unflagged,4,3,17
loso_s6,6,20260925,EEGNet,unflagged,4,4,90
loso_s6,6,20260925,EEGNet,flagged,1,1,5
loso_s6,6,20260925,EEGNet,flagged,1,2,4
loso_s6,6,20260925,EEGNet,flagged,1,3,10
loso_s6,6,20260925,EEGNet,flagged,1,4,16
loso_s6,6,20260925,EEGNet,flagged,2,1,5
loso_s6,6,20260925,EEGNet,flagged,2,2,4
loso_s6,6,20260925,EEGNet,flagged,2,3,5
loso_s6,6,20260925,EEGNet,flagged,2,4,18
loso_s6,6,20260925,EEGNet,flagged,3,1,3
loso_s6,6,20260925,EEGNet,flagged,3,2,2
loso_s6,6,20260925,EEGNet,flagged,3,3,10
loso_s6,6,20260925,EEGNet,flagged,3,4,26
loso_s6,6,20260925,EEGNet,flagged,4,1,3
loso_s6,6,20260925,EEGNet,flagged,4,2,2
loso_s6,6,20260925,EEGNet,flagged,4,3,10
loso_s6,6,20260925,EEGNet,flagged,4,4,19
loso_s6,6,20260926,EEGNet,all,1,1,7
loso_s6,6,20260926,EEGNet,all,1,2,12
loso_s6,6,20260926,EEGNet,all,1,3,108
loso_s6,6,20260926,EEGNet,all,1,4,17
loso_s6,6,20260926,EEGNet,all,2,1,2
loso_s6,6,20260926,EEGNet,all,2,2,29
loso_s6,6,20260926,EEGNet,all,2,3,98
loso_s6,6,20260926,EEGNet,all,2,4,15
loso_s6,6,20260926,EEGNet,all,3,1,4
loso_s6,6,20260926,EEGNet,all,3,2,10
loso_s6,6,20260926,EEGNet,all,3,3,93
loso_s6,6,20260926,EEGNet,all,3,4,37
loso_s6,6,20260926,EEGNet,all,4,1,3
loso_s6,6,20260926,EEGNet,all,4,2,9
loso_s6,6,20260926,EEGNet,all,4,3,113
loso_s6,6,20260926,EEGNet,all,4,4,19
loso_s6,6,20260926,EEGNet,unflagged,1,1,4
loso_s6,6,20260926,EEGNet,unflagged,1,2,7
loso_s6,6,20260926,EEGNet,unflagged,1,3,84
loso_s6,6,20260926,EEGNet,unflagged,1,4,14
loso_s6,6,20260926,EEGNet,unflagged,2,1,1
loso_s6,6,20260926,EEGNet,unflagged,2,2,24
loso_s6,6,20260926,EEGNet,unflagged,2,3,74
loso_s6,6,20260926,EEGNet,unflagged,2,4,13
loso_s6,6,20260926,EEGNet,unflagged,3,1,2
loso_s6,6,20260926,EEGNet,unflagged,3,2,7
loso_s6,6,20260926,EEGNet,unflagged,3,3,64
loso_s6,6,20260926,EEGNet,unflagged,3,4,30
loso_s6,6,20260926,EEGNet,unflagged,4,1,2
loso_s6,6,20260926,EEGNet,unflagged,4,2,6
loso_s6,6,20260926,EEGNet,unflagged,4,3,86
loso_s6,6,20260926,EEGNet,unflagged,4,4,16
loso_s6,6,20260926,EEGNet,flagged,1,1,3
loso_s6,6,20260926,EEGNet,flagged,1,2,5
loso_s6,6,20260926,EEGNet,flagged,1,3,24
loso_s6,6,20260926,EEGNet,flagged,1,4,3
loso_s6,6,20260926,EEGNet,flagged,2,1,1
loso_s6,6,20260926,EEGNet,flagged,2,2,5
loso_s6,6,20260926,EEGNet,flagged,2,3,24
loso_s6,6,20260926,EEGNet,flagged,2,4,2
loso_s6,6,20260926,EEGNet,flagged,3,1,2
loso_s6,6,20260926,EEGNet,flagged,3,2,3
loso_s6,6,20260926,EEGNet,flagged,3,3,29
loso_s6,6,20260926,EEGNet,flagged,3,4,7
loso_s6,6,20260926,EEGNet,flagged,4,1,1
loso_s6,6,20260926,EEGNet,flagged,4,2,3
loso_s6,6,20260926,EEGNet,flagged,4,3,27
loso_s6,6,20260926,EEGNet,flagged,4,4,3
loso_s7,7,20260924,EEGNet,all,1,1,81
loso_s7,7,20260924,EEGNet,all,1,2,57
loso_s7,7,20260924,EEGNet,all,1,3,3
loso_s7,7,20260924,EEGNet,all,1,4,3
loso_s7,7,20260924,EEGNet,all,2,1,79
loso_s7,7,20260924,EEGNet,all,2,2,62
loso_s7,7,20260924,EEGNet,all,2,3,2
loso_s7,7,20260924,EEGNet,all,2,4,1
loso_s7,7,20260924,EEGNet,all,3,1,60
loso_s7,7,20260924,EEGNet,all,3,2,75
loso_s7,7,20260924,EEGNet,all,3,3,8
loso_s7,7,20260924,EEGNet,all,3,4,1
loso_s7,7,20260924,EEGNet,all,4,1,72
loso_s7,7,20260924,EEGNet,all,4,2,41
loso_s7,7,20260924,EEGNet,all,4,3,13
loso_s7,7,20260924,EEGNet,all,4,4,18
loso_s7,7,20260924,EEGNet,unflagged,1,1,76
loso_s7,7,20260924,EEGNet,unflagged,1,2,57
loso_s7,7,20260924,EEGNet,unflagged,1,3,2
loso_s7,7,20260924,EEGNet,unflagged,1,4,3
loso_s7,7,20260924,EEGNet,unflagged,2,1,74
loso_s7,7,20260924,EEGNet,unflagged,2,2,58
loso_s7,7,20260924,EEGNet,unflagged,2,3,2
loso_s7,7,20260924,EEGNet,unflagged,2,4,1
loso_s7,7,20260924,EEGNet,unflagged,3,1,57
loso_s7,7,20260924,EEGNet,unflagged,3,2,72
loso_s7,7,20260924,EEGNet,unflagged,3,3,8
loso_s7,7,20260924,EEGNet,unflagged,3,4,1
loso_s7,7,20260924,EEGNet,unflagged,4,1,70
loso_s7,7,20260924,EEGNet,unflagged,4,2,39
loso_s7,7,20260924,EEGNet,unflagged,4,3,13
loso_s7,7,20260924,EEGNet,unflagged,4,4,15
loso_s7,7,20260924,EEGNet,flagged,1,1,5
loso_s7,7,20260924,EEGNet,flagged,1,2,0
loso_s7,7,20260924,EEGNet,flagged,1,3,1
loso_s7,7,20260924,EEGNet,flagged,1,4,0
loso_s7,7,20260924,EEGNet,flagged,2,1,5
loso_s7,7,20260924,EEGNet,flagged,2,2,4
loso_s7,7,20260924,EEGNet,flagged,2,3,0
loso_s7,7,20260924,EEGNet,flagged,2,4,0
loso_s7,7,20260924,EEGNet,flagged,3,1,3
loso_s7,7,20260924,EEGNet,flagged,3,2,3
loso_s7,7,20260924,EEGNet,flagged,3,3,0
loso_s7,7,20260924,EEGNet,flagged,3,4,0
loso_s7,7,20260924,EEGNet,flagged,4,1,2
loso_s7,7,20260924,EEGNet,flagged,4,2,2
loso_s7,7,20260924,EEGNet,flagged,4,3,0
loso_s7,7,20260924,EEGNet,flagged,4,4,3
loso_s7,7,20260925,EEGNet,all,1,1,33
loso_s7,7,20260925,EEGNet,all,1,2,103
loso_s7,7,20260925,EEGNet,all,1,3,7
loso_s7,7,20260925,EEGNet,all,1,4,1
loso_s7,7,20260925,EEGNet,all,2,1,35
loso_s7,7,20260925,EEGNet,all,2,2,107
loso_s7,7,20260925,EEGNet,all,2,3,2
loso_s7,7,20260925,EEGNet,all,2,4,0
loso_s7,7,20260925,EEGNet,all,3,1,28
loso_s7,7,20260925,EEGNet,all,3,2,111
loso_s7,7,20260925,EEGNet,all,3,3,5
loso_s7,7,20260925,EEGNet,all,3,4,0
loso_s7,7,20260925,EEGNet,all,4,1,33
loso_s7,7,20260925,EEGNet,all,4,2,69
loso_s7,7,20260925,EEGNet,all,4,3,27
loso_s7,7,20260925,EEGNet,all,4,4,15
loso_s7,7,20260925,EEGNet,unflagged,1,1,33
loso_s7,7,20260925,EEGNet,unflagged,1,2,98
loso_s7,7,20260925,EEGNet,unflagged,1,3,6
loso_s7,7,20260925,EEGNet,unflagged,1,4,1
loso_s7,7,20260925,EEGNet,unflagged,2,1,35
loso_s7,7,20260925,EEGNet,unflagged,2,2,99
loso_s7,7,20260925,EEGNet,unflagged,2,3,1
loso_s7,7,20260925,EEGNet,unflagged,2,4,0
loso_s7,7,20260925,EEGNet,unflagged,3,1,26
loso_s7,7,20260925,EEGNet,unflagged,3,2,108
loso_s7,7,20260925,EEGNet,unflagged,3,3,4
loso_s7,7,20260925,EEGNet,unflagged,3,4,0
loso_s7,7,20260925,EEGNet,unflagged,4,1,32
loso_s7,7,20260925,EEGNet,unflagged,4,2,64
loso_s7,7,20260925,EEGNet,unflagged,4,3,26
loso_s7,7,20260925,EEGNet,unflagged,4,4,15
loso_s7,7,20260925,EEGNet,flagged,1,1,0
loso_s7,7,20260925,EEGNet,flagged,1,2,5
loso_s7,7,20260925,EEGNet,flagged,1,3,1
loso_s7,7,20260925,EEGNet,flagged,1,4,0
loso_s7,7,20260925,EEGNet,flagged,2,1,0
loso_s7,7,20260925,EEGNet,flagged,2,2,8
loso_s7,7,20260925,EEGNet,flagged,2,3,1
loso_s7,7,20260925,EEGNet,flagged,2,4,0
loso_s7,7,20260925,EEGNet,flagged,3,1,2
loso_s7,7,20260925,EEGNet,flagged,3,2,3
loso_s7,7,20260925,EEGNet,flagged,3,3,1
loso_s7,7,20260925,EEGNet,flagged,3,4,0
loso_s7,7,20260925,EEGNet,flagged,4,1,1
loso_s7,7,20260925,EEGNet,flagged,4,2,5
loso_s7,7,20260925,EEGNet,flagged,4,3,1
loso_s7,7,20260925,EEGNet,flagged,4,4,0
loso_s7,7,20260926,EEGNet,all,1,1,76
loso_s7,7,20260926,EEGNet,all,1,2,65
loso_s7,7,20260926,EEGNet,all,1,3,1
loso_s7,7,20260926,EEGNet,all,1,4,2
loso_s7,7,20260926,EEGNet,all,2,1,71
loso_s7,7,20260926,EEGNet,all,2,2,69
loso_s7,7,20260926,EEGNet,all,2,3,3
loso_s7,7,20260926,EEGNet,all,2,4,1
loso_s7,7,20260926,EEGNet,all,3,1,49
loso_s7,7,20260926,EEGNet,all,3,2,88
loso_s7,7,20260926,EEGNet,all,3,3,5
loso_s7,7,20260926,EEGNet,all,3,4,2
loso_s7,7,20260926,EEGNet,all,4,1,72
loso_s7,7,20260926,EEGNet,all,4,2,48
loso_s7,7,20260926,EEGNet,all,4,3,11
loso_s7,7,20260926,EEGNet,all,4,4,13
loso_s7,7,20260926,EEGNet,unflagged,1,1,71
loso_s7,7,20260926,EEGNet,unflagged,1,2,64
loso_s7,7,20260926,EEGNet,unflagged,1,3,1
loso_s7,7,20260926,EEGNet,unflagged,1,4,2
loso_s7,7,20260926,EEGNet,unflagged,2,1,67
loso_s7,7,20260926,EEGNet,unflagged,2,2,64
loso_s7,7,20260926,EEGNet,unflagged,2,3,3
loso_s7,7,20260926,EEGNet,unflagged,2,4,1
loso_s7,7,20260926,EEGNet,unflagged,3,1,46
loso_s7,7,20260926,EEGNet,unflagged,3,2,85
loso_s7,7,20260926,EEGNet,unflagged,3,3,5
loso_s7,7,20260926,EEGNet,unflagged,3,4,2
loso_s7,7,20260926,EEGNet,unflagged,4,1,69
loso_s7,7,20260926,EEGNet,unflagged,4,2,45
loso_s7,7,20260926,EEGNet,unflagged,4,3,11
loso_s7,7,20260926,EEGNet,unflagged,4,4,12
loso_s7,7,20260926,EEGNet,flagged,1,1,5
loso_s7,7,20260926,EEGNet,flagged,1,2,1
loso_s7,7,20260926,EEGNet,flagged,1,3,0
loso_s7,7,20260926,EEGNet,flagged,1,4,0
loso_s7,7,20260926,EEGNet,flagged,2,1,4
loso_s7,7,20260926,EEGNet,flagged,2,2,5
loso_s7,7,20260926,EEGNet,flagged,2,3,0
loso_s7,7,20260926,EEGNet,flagged,2,4,0
loso_s7,7,20260926,EEGNet,flagged,3,1,3
loso_s7,7,20260926,EEGNet,flagged,3,2,3
loso_s7,7,20260926,EEGNet,flagged,3,3,0
loso_s7,7,20260926,EEGNet,flagged,3,4,0
loso_s7,7,20260926,EEGNet,flagged,4,1,3
