seed,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,cohen_kappa_mean,cohen_kappa_std
20260924,0.3315972222222222,0.10763188821320337,0.3315972222222222,0.10763188821320337,0.25759118567083666,0.13696748092013808,0.3454936479870494,0.18150136933580452,0.3315972222222222,0.10763188821320337,0.1087962962962963,0.14350918428427117
20260925,0.33622685185185186,0.11986083952911165,0.33622685185185186,0.11986083952911167,0.2639366432813718,0.1605430112715381,0.3353261864087731,0.17142252332857968,0.33622685185185186,0.11986083952911165,0.11496913580246912,0.15981445270548222
20260926,0.34375,0.12265413052544827,0.34375,0.12265413052544828,0.27791602881756045,0.14502583559749152,0.33776309380632596,0.17933022534185264,0.34375,0.12265413052544827,0.125,0.16353884070059777
