epoch,train_ce,val_ce
1,1.3810251200640644,1.385715126991272
2,1.346657971541087,1.3871707518895466
3,1.3064908782641094,1.3918671674198575
4,1.2568464831069663,1.38527430428399
5,1.2049694458643596,1.3858703176180522
6,1.189950426419576,1.3928318685955472
7,1.1477365383395441,1.4100184771749709
8,1.1413393716017406,1.4432757960425482
9,1.1231021064299125,1.4616033832232158
10,1.1129475500848558,1.4317778944969177
11,1.0923653653374426,1.4684129423565335
12,1.093215039482823,1.4659053683280945
13,1.0884883160944339,1.5103152129385207
14,1.0659499918973003,1.4814527498351202
15,1.071259261281402,1.4968416823281183
16,1.0605172161702756,1.4909206628799438
17,1.0589673585361905,1.4604114029142592
18,1.054518715099052,1.504982180065579
19,1.060024665461646,1.4515325758192275
20,1.0457818739944034,1.4803889923625522
21,1.039526014416306,1.4966667625639174
22,1.0455761419402227,1.455498947037591
23,1.0231511802585036,1.4882659978336759
24,1.032648339315697,1.5096246070331998
25,1.0332735324347462,1.4625554945733812
26,1.0298679691773873,1.5240427321857877
27,1.0055543140128806,1.5583826435936823
28,1.0218865871429443,1.5311834745936923
29,1.0080369103837896,1.5131596724192302
30,1.010463292951937,1.498735401365492
31,1.0226940004913896,1.4758521517117817
32,1.0053697228431702,1.5055001311832004
33,1.0184968411922455,1.5200424856609769
34,1.0092210449554302,1.5011482172542148
35,1.0063244976379253,1.5844529734717474
36,1.0046820077631209,1.5725731054941814
37,1.0048370228873358,1.5523826016320124
38,0.9951022620554324,1.5088670253753662
39,0.9872628019915687,1.5445444650120206
40,0.9961774702425357,1.5469948318269517
