epoch,train_ce,val_ce
1,1.3790723548995123,
2,1.3531037502818637,
3,1.323352371652921,
4,1.297394648194313,
5,1.251696503824658,
6,1.2260190861092672,
7,1.1951978339089289,
8,1.1806411892175674,
9,1.1650733533832762,
10,1.166389028231303,
11,1.154902042614089,
12,1.140177662173907,
13,1.1361773990922504,
14,1.1315410973297224,
15,1.1345472037792206,
16,1.1203254875209596,
17,1.119903374877241,
18,1.1101623467273183,
19,1.1160548138949606,
20,1.099514993528525,
21,1.092358811861939,
22,1.1009936291310523,
23,1.0936447547541723,
24,1.0963659154044256,
25,1.093317185011175,
