fold,subject,selected_epochs,selection_rule,selected_mean_rank,selection_seed,target_result_used
loso_s1,1,13,mean_rank,10.75,20260923,False
loso_s2,2,9,mean_rank,7.75,20260923,False
loso_s3,3,6,mean_rank,11.0,20260923,False
loso_s4,4,10,mean_rank,6.75,20260923,False
loso_s5,5,10,mean_rank,13.5,20260923,False
loso_s6,6,6,mean_rank,9.0,20260923,False
loso_s7,7,16,mean_rank,7.75,20260923,False
loso_s8,8,16,mean_rank,8.5,20260923,False
loso_s9,9,8,mean_rank,4.75,20260923,False
