epoch,train_ce,val_ce
1,1.3876270475210968,1.3775770399305556
2,1.3650672833124797,1.3530568016899958
3,1.340109732415941,1.3275814718670316
4,1.322604654011903,1.3226436111662123
5,1.3062043057547674,1.3143171932962205
6,1.2980884821326644,1.3411743972036574
7,1.2693892606982478,1.2727733651796977
8,1.2593169300644487,1.2536285983191595
9,1.236159410741594,1.2092465294731989
10,1.2299191775145355,1.3617246084743075
11,1.2139271563953824,1.267817007170783
12,1.1938900837191828,1.3018684453434415
13,1.1843616587144357,1.547704325781928
14,1.179893849072633,1.3479641212357416
15,1.1707595145260845,1.5246550374560885
16,1.1602946530889582,1.3775047527419195
17,1.15207263496187,1.578350265820821
18,1.156152367591858,1.2904103497664134
19,1.1312089109862293,1.2335475981235504
20,1.136653756653821,1.244778527153863
21,1.130548158177623,1.267473383082284
22,1.1253989338874817,1.3187495867411296
23,1.1094627700470112,1.3120356533262465
24,1.1148999819049128,1.3852580189704895
25,1.1043836893858734,1.3245568076769512
26,1.1187676279633134,1.2369289431307051
27,1.0981402187435716,1.4095692965719435
28,1.0849213004112244,1.3843217922581568
29,1.1023971946151168,1.325822992457284
30,1.0913322612091347,1.1929210424423218
31,1.0760287267190438,1.2073030802938673
32,1.0813429201090778,1.2788478930791218
33,1.0689795502909907,1.3944681684176128
34,1.088360521528456,1.3351161513063643
35,1.0502070431356076,1.5361152158843145
36,1.062205253927796,1.3700431154833899
37,1.0581057888490182,1.386494775613149
38,1.067634462206452,1.3408679332998064
39,1.0550144888736583,1.4375160204039679
40,1.0522879615977958,1.5607209934128656
