fold,subject,seed,stratum,true_label,predicted_label,count
loso_s7,7,20260924,all,1,1,81
loso_s7,7,20260924,all,1,2,57
loso_s7,7,20260924,all,1,3,3
loso_s7,7,20260924,all,1,4,3
loso_s7,7,20260924,all,2,1,79
loso_s7,7,20260924,all,2,2,62
loso_s7,7,20260924,all,2,3,2
loso_s7,7,20260924,all,2,4,1
loso_s7,7,20260924,all,3,1,60
loso_s7,7,20260924,all,3,2,75
loso_s7,7,20260924,all,3,3,8
loso_s7,7,20260924,all,3,4,1
loso_s7,7,20260924,all,4,1,72
loso_s7,7,20260924,all,4,2,41
loso_s7,7,20260924,all,4,3,13
loso_s7,7,20260924,all,4,4,18
loso_s7,7,20260924,unflagged,1,1,76
loso_s7,7,20260924,unflagged,1,2,57
loso_s7,7,20260924,unflagged,1,3,2
loso_s7,7,20260924,unflagged,1,4,3
loso_s7,7,20260924,unflagged,2,1,74
loso_s7,7,20260924,unflagged,2,2,58
loso_s7,7,20260924,unflagged,2,3,2
loso_s7,7,20260924,unflagged,2,4,1
loso_s7,7,20260924,unflagged,3,1,57
loso_s7,7,20260924,unflagged,3,2,72
loso_s7,7,20260924,unflagged,3,3,8
loso_s7,7,20260924,unflagged,3,4,1
loso_s7,7,20260924,unflagged,4,1,70
loso_s7,7,20260924,unflagged,4,2,39
loso_s7,7,20260924,unflagged,4,3,13
loso_s7,7,20260924,unflagged,4,4,15
loso_s7,7,20260924,flagged,1,1,5
loso_s7,7,20260924,flagged,1,2,0
loso_s7,7,20260924,flagged,1,3,1
loso_s7,7,20260924,flagged,1,4,0
loso_s7,7,20260924,flagged,2,1,5
loso_s7,7,20260924,flagged,2,2,4
loso_s7,7,20260924,flagged,2,3,0
loso_s7,7,20260924,flagged,2,4,0
loso_s7,7,20260924,flagged,3,1,3
loso_s7,7,20260924,flagged,3,2,3
loso_s7,7,20260924,flagged,3,3,0
loso_s7,7,20260924,flagged,3,4,0
loso_s7,7,20260924,flagged,4,1,2
loso_s7,7,20260924,flagged,4,2,2
loso_s7,7,20260924,flagged,4,3,0
loso_s7,7,20260924,flagged,4,4,3
loso_s7,7,20260925,all,1,1,33
loso_s7,7,20260925,all,1,2,103
loso_s7,7,20260925,all,1,3,7
loso_s7,7,20260925,all,1,4,1
loso_s7,7,20260925,all,2,1,35
loso_s7,7,20260925,all,2,2,107
loso_s7,7,20260925,all,2,3,2
loso_s7,7,20260925,all,2,4,0
loso_s7,7,20260925,all,3,1,28
loso_s7,7,20260925,all,3,2,111
loso_s7,7,20260925,all,3,3,5
loso_s7,7,20260925,all,3,4,0
loso_s7,7,20260925,all,4,1,33
loso_s7,7,20260925,all,4,2,69
loso_s7,7,20260925,all,4,3,27
loso_s7,7,20260925,all,4,4,15
loso_s7,7,20260925,unflagged,1,1,33
loso_s7,7,20260925,unflagged,1,2,98
loso_s7,7,20260925,unflagged,1,3,6
loso_s7,7,20260925,unflagged,1,4,1
loso_s7,7,20260925,unflagged,2,1,35
loso_s7,7,20260925,unflagged,2,2,99
loso_s7,7,20260925,unflagged,2,3,1
loso_s7,7,20260925,unflagged,2,4,0
loso_s7,7,20260925,unflagged,3,1,26
