fold,subject,seed,stratum,true_label,predicted_label,count
loso_s7,7,20260926,all,1,1,76
loso_s7,7,20260926,all,1,2,65
loso_s7,7,20260926,all,1,3,1
loso_s7,7,20260926,all,1,4,2
loso_s7,7,20260926,all,2,1,71
loso_s7,7,20260926,all,2,2,69
loso_s7,7,20260926,all,2,3,3
loso_s7,7,20260926,all,2,4,1
loso_s7,7,20260926,all,3,1,49
loso_s7,7,20260926,all,3,2,88
loso_s7,7,20260926,all,3,3,5
loso_s7,7,20260926,all,3,4,2
loso_s7,7,20260926,all,4,1,72
loso_s7,7,20260926,all,4,2,48
loso_s7,7,20260926,all,4,3,11
loso_s7,7,20260926,all,4,4,13
loso_s7,7,20260926,unflagged,1,1,71
loso_s7,7,20260926,unflagged,1,2,64
loso_s7,7,20260926,unflagged,1,3,1
loso_s7,7,20260926,unflagged,1,4,2
loso_s7,7,20260926,unflagged,2,1,67
loso_s7,7,20260926,unflagged,2,2,64
loso_s7,7,20260926,unflagged,2,3,3
loso_s7,7,20260926,unflagged,2,4,1
loso_s7,7,20260926,unflagged,3,1,46
loso_s7,7,20260926,unflagged,3,2,85
loso_s7,7,20260926,unflagged,3,3,5
loso_s7,7,20260926,unflagged,3,4,2
loso_s7,7,20260926,unflagged,4,1,69
loso_s7,7,20260926,unflagged,4,2,45
loso_s7,7,20260926,unflagged,4,3,11
loso_s7,7,20260926,unflagged,4,4,12
loso_s7,7,20260926,flagged,1,1,5
loso_s7,7,20260926,flagged,1,2,1
loso_s7,7,20260926,flagged,1,3,0
loso_s7,7,20260926,flagged,1,4,0
loso_s7,7,20260926,flagged,2,1,4
loso_s7,7,20260926,flagged,2,2,5
loso_s7,7,20260926,flagged,2,3,0
loso_s7,7,20260926,flagged,2,4,0
loso_s7,7,20260926,flagged,3,1,3
loso_s7,7,20260926,flagged,3,2,3
loso_s7,7,20260926,flagged,3,3,0
loso_s7,7,20260926,flagged,3,4,0
loso_s7,7,20260926,flagged,4,1,3
loso_s7,7,20260926,flagged,4,2,3
loso_s7,7,20260926,flagged,4,3,0
loso_s7,7,20260926,flagged,4,4,1
