fold,stage,inner_fold,seed,epoch,train_ce,val_ce
loso_s7,inner,1.0,20260923,1,1.3797261935693246,1.3857151402367487
loso_s7,inner,1.0,20260923,2,1.339045160346561,1.3875552945666842
loso_s7,inner,1.0,20260923,3,1.3010671867264643,1.3845070468054876
loso_s7,inner,1.0,20260923,4,1.236746578304856,1.3651646574338276
loso_s7,inner,1.0,20260923,5,1.1890880597962274,1.3138199316130743
loso_s7,inner,1.0,20260923,6,1.1599874960051642,1.2471388578414917
loso_s7,inner,1.0,20260923,7,1.129973570505778,1.2107909652921889
loso_s7,inner,1.0,20260923,8,1.1049078923684579,1.2132072183820937
loso_s7,inner,1.0,20260923,9,1.0839056173960369,1.2556277712186177
loso_s7,inner,1.0,20260923,10,1.0506091956739072,1.2083494431442685
loso_s7,inner,1.0,20260923,11,1.0406649355535154,1.2361984683407679
loso_s7,inner,1.0,20260923,12,1.0218316073770877,1.2073968748251598
loso_s7,inner,1.0,20260923,13,1.0196249507091664,1.2343970504071977
loso_s7,inner,1.0,20260923,14,1.0004952373328033,1.2079225381215413
loso_s7,inner,1.0,20260923,15,0.9875261518690321,1.1844684647189245
loso_s7,inner,1.0,20260923,16,0.9802136774416323,1.1862190862496693
loso_s7,inner,1.0,20260923,17,0.968279058182681,1.1925427681869931
loso_s7,inner,1.0,20260923,18,0.9793259391078243,1.1915873024198744
loso_s7,inner,1.0,20260923,19,0.9735288101213949,1.216304338640637
loso_s7,inner,1.0,20260923,20,0.9640001444904892,1.245386239555147
loso_s7,inner,1.0,20260923,21,0.9494585924678378,1.2146571377913158
loso_s7,inner,1.0,20260923,22,0.9572542331836842,1.4028806818856134
loso_s7,inner,1.0,20260923,23,0.9450470054591144,1.3243207037448883
loso_s7,inner,1.0,20260923,24,0.9451663902512303,1.4625022411346436
loso_s7,inner,1.0,20260923,25,0.9456688507839486,1.2962978416019015
loso_s7,inner,1.0,20260923,26,0.9235856102572547,1.2587702208095126
loso_s7,inner,1.0,20260923,27,0.9293129300629651,1.2333543731106653
loso_s7,inner,1.0,20260923,28,0.9307811690701379,1.2677744925022125
loso_s7,inner,1.0,20260923,29,0.9143856620347058,1.2688889337910547
loso_s7,inner,1.0,20260923,30,0.9372169430609103,1.4585756725735135
loso_s7,inner,1.0,20260923,31,0.9289370168138433,1.2799715896447499
loso_s7,inner,1.0,20260923,32,0.9126156756171474,1.2776921623282962
loso_s7,inner,1.0,20260923,33,0.90206304302922,1.286652300092909
loso_s7,inner,1.0,20260923,34,0.9208817603411498,1.4110747244622972
loso_s7,inner,1.0,20260923,35,0.9067098906746617,1.284168283144633
loso_s7,inner,1.0,20260923,36,0.905230419503318,1.4781599707073636
loso_s7,inner,1.0,20260923,37,0.8993091969578354,1.452710337109036
loso_s7,inner,1.0,20260923,38,0.9033230223037578,1.3714624875121646
loso_s7,inner,1.0,20260923,39,0.9051590009971902,1.375919434759352
loso_s7,inner,1.0,20260923,40,0.8967869601867817,1.4060892363389332
loso_s7,inner,2.0,20260923,1,1.3847799102465312,1.3791690270105998
loso_s7,inner,2.0,20260923,2,1.3476560645633273,1.3825984067387052
loso_s7,inner,2.0,20260923,3,1.3155308056760717,1.3814255727661982
loso_s7,inner,2.0,20260923,4,1.268156106825228,1.3698153694470723
loso_s7,inner,2.0,20260923,5,1.2060227107118677,1.3217336535453796
loso_s7,inner,2.0,20260923,6,1.1797172758314345,1.2757122781541612
loso_s7,inner,2.0,20260923,7,1.1430803426989802,1.2229974799686008
loso_s7,inner,2.0,20260923,8,1.1301526703216411,1.2353796892695956
loso_s7,inner,2.0,20260923,9,1.122356574844431,1.1575564510292478
loso_s7,inner,2.0,20260923,10,1.089461808955228,1.1470737093024783
loso_s7,inner,2.0,20260923,11,1.0768243935373094,1.1605021158854167
loso_s7,inner,2.0,20260923,12,1.0660199147683602,1.1609257128503587
loso_s7,inner,2.0,20260923,13,1.0511917173862457,1.132634139723248
loso_s7,inner,2.0,20260923,14,1.0401858179657548,1.1120397316084967
loso_s7,inner,2.0,20260923,15,1.0247661868731182,1.1929887003368802
loso_s7,inner,2.0,20260923,16,1.0220777988433838,1.0793409380647871
loso_s7,inner,2.0,20260923,17,1.0048725527745705,1.1379207637574937
loso_s7,inner,2.0,20260923,18,1.0188097148029893,1.1360838678148057
loso_s7,inner,2.0,20260923,19,1.0202744801839192,1.1058876680003271
loso_s7,inner,2.0,20260923,20,0.9952361848619249,1.1718152198526595
loso_s7,inner,2.0,20260923,21,0.9787829639735045,1.0872175726625655
loso_s7,inner,2.0,20260923,22,1.0029599600368075,1.1376888818211026
loso_s7,inner,2.0,20260923,23,0.9854055157414189,1.0795959333578746
loso_s7,inner,2.0,20260923,24,0.9657461334157873,1.103749457332823
loso_s7,inner,2.0,20260923,25,0.9713743019987036,1.0802601377169292
loso_s7,inner,2.0,20260923,26,0.9696110255188413,1.1964398854308658
loso_s7,inner,2.0,20260923,27,0.9611878428194258,1.1699278950691223
loso_s7,inner,2.0,20260923,28,0.9614737629890442,1.1156933936807845
loso_s7,inner,2.0,20260923,29,0.9465373622046577,1.1090369522571564
loso_s7,inner,2.0,20260923,30,0.966555032465193,1.0777559445963965
loso_s7,inner,2.0,20260923,31,0.9470097312220821,1.144121723042594
loso_s7,inner,2.0,20260923,32,0.9394178964473583,1.1086508631706238
loso_s7,inner,2.0,20260923,33,0.9481502109103732,1.0845699144734278
loso_s7,inner,2.0,20260923,34,0.9456406754476053,1.0814354353480868
loso_s7,inner,2.0,20260923,35,0.9377875637125086,1.0707993143134646
loso_s7,inner,2.0,20260923,36,0.9466422763135698,1.081468724542194
loso_s7,inner,2.0,20260923,37,0.9418647101631871,1.0897774630122714
loso_s7,inner,2.0,20260923,38,0.9283152333012333,1.1511062052514818
loso_s7,inner,2.0,20260923,39,0.9302492704656389,1.078081293238534
loso_s7,inner,2.0,20260923,40,0.9264445801575979,1.094599535067876
loso_s7,inner,3.0,20260923,1,1.3683763896977459,1.3855853875478108
loso_s7,inner,3.0,20260923,2,1.297711780777684,1.4175623257954915
loso_s7,inner,3.0,20260923,3,1.2256512376997206,1.4661242167154949
loso_s7,inner,3.0,20260923,4,1.1133953266673617,1.5125277505980597
loso_s7,inner,3.0,20260923,5,1.0439400209320917,1.5356168680720859
loso_s7,inner,3.0,20260923,6,1.0010959219049524,1.5928215781847637
loso_s7,inner,3.0,20260923,7,0.9607931364465643,1.6887255509694417
loso_s7,inner,3.0,20260923,8,0.9436742663383484,1.8033276465204027
loso_s7,inner,3.0,20260923,9,0.9369711533740714,1.7917917768160503
loso_s7,inner,3.0,20260923,10,0.9104234509997897,1.8605184488826327
loso_s7,inner,3.0,20260923,11,0.8982083687075862,1.9053901235262554
loso_s7,inner,3.0,20260923,12,0.8840478426880307,2.0538347562154136
loso_s7,inner,3.0,20260923,13,0.8885555907532021,1.8887955082787409
loso_s7,inner,3.0,20260923,14,0.8675217286304191,2.1783345540364585
loso_s7,inner,3.0,20260923,15,0.8497538654892532,2.002313037713369
loso_s7,inner,3.0,20260923,16,0.8474187155564626,2.0775683720906577
loso_s7,inner,3.0,20260923,17,0.8333756923675537,2.029514604144626
loso_s7,inner,3.0,20260923,18,0.8476214706897736,1.9981633292304144
loso_s7,inner,3.0,20260923,19,0.8383083001331046,2.2102559208869934
loso_s7,inner,3.0,20260923,20,0.8230170188126741,1.977900207042694
loso_s7,inner,3.0,20260923,21,0.8087812540707765,2.0739124682214527
loso_s7,inner,3.0,20260923,22,0.8195086552037133,2.103485153781043
loso_s7,inner,3.0,20260923,23,0.8123790345810078,2.2055391139454312
loso_s7,inner,3.0,20260923,24,0.807339185917819,2.3882352312405906
loso_s7,inner,3.0,20260923,25,0.8041770524448819,2.2755378749635486
loso_s7,inner,3.0,20260923,26,0.8020644496988367,2.167843500773112
loso_s7,inner,3.0,20260923,27,0.7833137799192358,2.277914332018958
loso_s7,inner,3.0,20260923,28,0.7883719238970015,2.2676596773995294
loso_s7,inner,3.0,20260923,29,0.7734441470216822,2.3337833484013877
loso_s7,inner,3.0,20260923,30,0.8063577788847464,2.366681867175632
loso_s7,inner,3.0,20260923,31,0.7850636784677152,2.235967470539941
loso_s7,inner,3.0,20260923,32,0.7818176172397755,2.3646413816346064
loso_s7,inner,3.0,20260923,33,0.7772568398051791,2.511660099029541
loso_s7,inner,3.0,20260923,34,0.769305572465614,2.294391804271274
loso_s7,inner,3.0,20260923,35,0.7722099335105331,2.254592683580187
loso_s7,inner,3.0,20260923,36,0.760744493316721,2.4477336472935147
loso_s7,inner,3.0,20260923,37,0.7694063131456021,2.346324702103933
loso_s7,inner,3.0,20260923,38,0.7551884827790437,2.3899770114156933
loso_s7,inner,3.0,20260923,39,0.7603562937842475,2.22177697552575
loso_s7,inner,3.0,20260923,40,0.7585293617513444,2.432988623778025
loso_s7,inner,4.0,20260923,1,1.3833584079036005,1.368194540341695
loso_s7,inner,4.0,20260923,2,1.3543203428939536,1.32645755343967
loso_s7,inner,4.0,20260923,3,1.3242174144144412,1.2968435751067267
loso_s7,inner,4.0,20260923,4,1.2868124180369906,1.259820693069034
loso_s7,inner,4.0,20260923,5,1.2507049706247118,1.1572121447987027
loso_s7,inner,4.0,20260923,6,1.2156537020647968,1.1598111589749653
loso_s7,inner,4.0,20260923,7,1.1965666987277843,1.16898775100708
loso_s7,inner,4.0,20260923,8,1.1935700707965426,1.1774474845992193
loso_s7,inner,4.0,20260923,9,1.1816645993126764,1.1512665748596191
loso_s7,inner,4.0,20260923,10,1.1691394956023604,1.1444052689605289
loso_s7,inner,4.0,20260923,11,1.166741496986813,1.259806040260527
loso_s7,inner,4.0,20260923,12,1.1630929553950276,1.192613595061832
loso_s7,inner,4.0,20260923,13,1.145204805665546,1.202085081073973
loso_s7,inner,4.0,20260923,14,1.1433498528268602,1.2318282226721446
loso_s7,inner,4.0,20260923,15,1.1301372879081302,1.4422420263290405
loso_s7,inner,4.0,20260923,16,1.1240621429902535,1.1573900712860956
loso_s7,inner,4.0,20260923,17,1.1262773032541629,1.3495214614603255
loso_s7,inner,4.0,20260923,18,1.118936796983083,1.2149964339203305
loso_s7,inner,4.0,20260923,19,1.1210230710329834,1.224996378024419
loso_s7,inner,4.0,20260923,20,1.103442151237417,1.2929440902339087
loso_s7,inner,4.0,20260923,21,1.1101857931525618,1.16590530011389
loso_s7,inner,4.0,20260923,22,1.0969120308204934,1.1899861726495955
loso_s7,inner,4.0,20260923,23,1.0905356727264546,1.127912614080641
loso_s7,inner,4.0,20260923,24,1.0920543836222754,1.2070330778757732
loso_s7,inner,4.0,20260923,25,1.0895748922118433,1.3530834780799017
loso_s7,inner,4.0,20260923,26,1.082737782487163,1.1933529608779483
loso_s7,inner,4.0,20260923,27,1.0891194012429979,1.2009481092294056
loso_s7,inner,4.0,20260923,28,1.075298191220672,1.4898760153187647
loso_s7,inner,4.0,20260923,29,1.0711943606535594,1.2042551338672638
loso_s7,inner,4.0,20260923,30,1.0634810438862554,1.261863910489612
loso_s7,inner,4.0,20260923,31,1.0695309506522284,1.2318699227439032
loso_s7,inner,4.0,20260923,32,1.0641019366405629,1.2835956414540608
