epoch,train_ce,val_ce
1,1.3514599667655096,1.387087305386861
2,1.248702155219184,1.4144153793652852
3,1.1524474642894886,1.4213815265231662
4,1.0720922538527735,1.4436220592922635
5,1.0107036806918956,1.4947878983285692
6,0.9671749958285579,1.587450385093689
7,0.9319917559623718,1.77177627881368
8,0.8936472237110138,1.8722610274950664
9,0.9009751026277188,1.7687596016459994
10,0.8481433093547821,1.8077543179194133
11,0.8516159841307888,1.875698294904497
12,0.8439857838330446,2.03724651866489
13,0.8550828518690886,1.9498367110888164
14,0.8178900988013657,2.03641766972012
15,0.8108593998131929,2.0461712347136602
16,0.8126306489661888,2.163072837723626
17,0.78732370281661,2.164807140827179
18,0.7854746425593341,2.1062890556123524
19,0.7765931067643342,2.0669193267822266
20,0.7751470241281722,1.9798949360847473
21,0.7609193700331228,2.2580364214049444
22,0.7714290022850037,2.145124011569553
23,0.7509627088352486,2.114115960068173
24,0.7435190578301748,2.3373431828286915
25,0.7480073516015653,2.367942061689165
26,0.7415592405531142,2.3051368594169617
27,0.7428646981716156,2.4116209281815424
28,0.7456107890164411,2.3123655451668634
29,0.7239491796052014,2.3397549324565463
30,0.705999920213664,2.5013678868611655
31,0.6940898001194,2.362493680583106
32,0.7249279750718011,2.519403119881948
33,0.7192486988173591,2.4441429641511707
34,0.6896775596671634,2.4705093834135265
35,0.7188232552122187,2.401771479182773
36,0.6787427680359946,2.6023823420206704
37,0.677095909913381,2.371360295348697
38,0.6781046931390409,2.690291245778402
39,0.678008316843598,2.3622541626294455
40,0.6724907264665321,2.373081339730157
