condition,subject,seed,true_class,predicted_class,n_trials
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260924,2,1,2
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260924,2,2,55
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260924,2,3,34
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260924,2,4,53
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260924,3,1,11
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260924,3,2,14
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260924,3,3,32
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260924,3,4,87
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260924,4,1,1
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260924,4,2,2
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260924,4,3,3
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260924,4,4,138
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260925,1,1,104
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260925,1,2,34
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260925,1,3,3
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260925,1,4,3
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260925,2,1,11
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260925,2,2,43
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260925,2,3,41
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260925,2,4,49
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260925,3,1,16
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260925,3,2,10
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260925,3,3,30
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260925,3,4,88
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260925,4,1,5
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260925,4,2,0
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260925,4,3,5
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260925,4,4,134
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260926,1,1,49
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260926,1,2,69
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260926,1,3,11
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260926,1,4,15
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260926,2,1,1
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260926,2,2,58
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260926,2,3,59
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260926,2,4,26
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260926,3,1,3
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260926,3,2,18
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260926,3,3,85
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260926,3,4,38
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260926,4,1,1
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260926,4,2,0
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260926,4,3,39
Q9-E004/MU_BETA_SHARED_SOURCE_CLEAN,9,20260926,4,4,104
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260924,1,1,112
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260924,1,2,29
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260924,1,3,3
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260924,1,4,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260924,2,1,17
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260924,2,2,127
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260924,2,3,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260924,2,4,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260924,3,1,38
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260924,3,2,18
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260924,3,3,81
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260924,3,4,7
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260924,4,1,42
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260924,4,2,2
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260924,4,3,84
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260924,4,4,16
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260925,1,1,109
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260925,1,2,25
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260925,1,3,8
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260925,1,4,2
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260925,2,1,20
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260925,2,2,122
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260925,2,3,2
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260925,2,4,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260925,3,1,17
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260925,3,2,16
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260925,3,3,102
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260925,3,4,9
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260925,4,1,22
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260925,4,2,2
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260925,4,3,104
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260925,4,4,16
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260926,1,1,74
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260926,1,2,25
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260926,1,3,44
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260926,1,4,1
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260926,2,1,3
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260926,2,2,126
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260926,2,3,15
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260926,2,4,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260926,3,1,6
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260926,3,2,7
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260926,3,3,126
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260926,3,4,5
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260926,4,1,12
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260926,4,2,1
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260926,4,3,125
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,1,20260926,4,4,6
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260924,1,1,115
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260924,1,2,17
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260924,1,3,3
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260924,1,4,9
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260924,2,1,100
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260924,2,2,31
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260924,2,3,4
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260924,2,4,9
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260924,3,1,83
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260924,3,2,20
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260924,3,3,4
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260924,3,4,37
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260924,4,1,106
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260924,4,2,11
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260924,4,3,3
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260924,4,4,24
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260925,1,1,40
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260925,1,2,16
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260925,1,3,72
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260925,1,4,16
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260925,2,1,26
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260925,2,2,32
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260925,2,3,71
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260925,2,4,15
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260925,3,1,20
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260925,3,2,22
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260925,3,3,58
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260925,3,4,44
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260925,4,1,23
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260925,4,2,16
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260925,4,3,67
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260925,4,4,38
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260926,1,1,39
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260926,1,2,25
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260926,1,3,80
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260926,1,4,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260926,2,1,27
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260926,2,2,40
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260926,2,3,77
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260926,2,4,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260926,3,1,38
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260926,3,2,30
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260926,3,3,75
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260926,3,4,1
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260926,4,1,42
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260926,4,2,19
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260926,4,3,82
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,2,20260926,4,4,1
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260924,1,1,83
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260924,1,2,1
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260924,1,3,21
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260924,1,4,39
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260924,2,1,14
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260924,2,2,91
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260924,2,3,18
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260924,2,4,21
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260924,3,1,14
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260924,3,2,13
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260924,3,3,66
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260924,3,4,51
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260924,4,1,1
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260924,4,2,1
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260924,4,3,20
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260924,4,4,122
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260925,1,1,70
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260925,1,2,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260925,1,3,62
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260925,1,4,12
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260925,2,1,6
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260925,2,2,49
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260925,2,3,85
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260925,2,4,4
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260925,3,1,5
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260925,3,2,3
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260925,3,3,132
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260925,3,4,4
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260925,4,1,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260925,4,2,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260925,4,3,97
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260925,4,4,47
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260926,1,1,83
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260926,1,2,46
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260926,1,3,15
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260926,1,4,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260926,2,1,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260926,2,2,144
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260926,2,3,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260926,2,4,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260926,3,1,10
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260926,3,2,90
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260926,3,3,44
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260926,3,4,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260926,4,1,2
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260926,4,2,53
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260926,4,3,81
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,3,20260926,4,4,8
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260924,1,1,3
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260924,1,2,56
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260924,1,3,69
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260924,1,4,16
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260924,2,1,2
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260924,2,2,97
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260924,2,3,40
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260924,2,4,5
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260924,3,1,3
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260924,3,2,18
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260924,3,3,84
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260924,3,4,39
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260924,4,1,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260924,4,2,53
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260924,4,3,64
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260924,4,4,27
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260925,1,1,6
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260925,1,2,97
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260925,1,3,33
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260925,1,4,8
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260925,2,1,2
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260925,2,2,127
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260925,2,3,13
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260925,2,4,2
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260925,3,1,21
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260925,3,2,42
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260925,3,3,56
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260925,3,4,25
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260925,4,1,6
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260925,4,2,62
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260925,4,3,45
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260925,4,4,31
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260926,1,1,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260926,1,2,34
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260926,1,3,81
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260926,1,4,29
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260926,2,1,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260926,2,2,59
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260926,2,3,70
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260926,2,4,15
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260926,3,1,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260926,3,2,6
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260926,3,3,62
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260926,3,4,76
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260926,4,1,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260926,4,2,9
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260926,4,3,62
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,4,20260926,4,4,73
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260924,1,1,75
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260924,1,2,69
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260924,1,3,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260924,1,4,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260924,2,1,82
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260924,2,2,61
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260924,2,3,1
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260924,2,4,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260924,3,1,79
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260924,3,2,65
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260924,3,3,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260924,3,4,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260924,4,1,78
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260924,4,2,66
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260924,4,3,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260924,4,4,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260925,1,1,91
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260925,1,2,53
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260925,1,3,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260925,1,4,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260925,2,1,98
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260925,2,2,46
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260925,2,3,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260925,2,4,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260925,3,1,108
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260925,3,2,36
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260925,3,3,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260925,3,4,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260925,4,1,95
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260925,4,2,49
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260925,4,3,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260925,4,4,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260926,1,1,9
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260926,1,2,134
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260926,1,3,1
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260926,1,4,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260926,2,1,4
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260926,2,2,137
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260926,2,3,3
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260926,2,4,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260926,3,1,13
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260926,3,2,130
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260926,3,3,1
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260926,3,4,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260926,4,1,14
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260926,4,2,130
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260926,4,3,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,5,20260926,4,4,0
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260924,1,1,10
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260924,1,2,10
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260924,1,3,60
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260924,1,4,64
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260924,2,1,3
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260924,2,2,27
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260924,2,3,52
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260924,2,4,62
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260924,3,1,5
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260924,3,2,6
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260924,3,3,43
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260924,3,4,90
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260924,4,1,3
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260924,4,2,7
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260924,4,3,40
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260924,4,4,94
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260925,1,1,18
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260925,1,2,13
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260925,1,3,62
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260925,1,4,51
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260925,2,1,4
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260925,2,2,32
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260925,2,3,65
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260925,2,4,43
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260925,3,1,2
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260925,3,2,11
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260925,3,3,65
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260925,3,4,66
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260925,4,1,3
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260925,4,2,6
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260925,4,3,71
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260925,4,4,64
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260926,1,1,2
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260926,1,2,8
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260926,1,3,91
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260926,1,4,43
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260926,2,1,2
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260926,2,2,17
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260926,2,3,83
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260926,2,4,42
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260926,3,1,1
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260926,3,2,4
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260926,3,3,56
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260926,3,4,83
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260926,4,1,1
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260926,4,2,9
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260926,4,3,59
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,6,20260926,4,4,75
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,7,20260924,1,1,86
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,7,20260924,1,2,38
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,7,20260924,1,3,12
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,7,20260924,1,4,8
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,7,20260924,2,1,72
Q9-E005/MU_BETA_SHARED_SOURCE_NORM,7,20260924,2,2,56
