condition,subject,seed,true_class,predicted_class,n_trials
Q9-E001/BETA_13_30,9,20260925,2,2,27
Q9-E001/BETA_13_30,9,20260925,2,3,54
Q9-E001/BETA_13_30,9,20260925,2,4,56
Q9-E001/BETA_13_30,9,20260925,3,1,8
Q9-E001/BETA_13_30,9,20260925,3,2,6
Q9-E001/BETA_13_30,9,20260925,3,3,54
Q9-E001/BETA_13_30,9,20260925,3,4,76
Q9-E001/BETA_13_30,9,20260925,4,1,0
Q9-E001/BETA_13_30,9,20260925,4,2,0
Q9-E001/BETA_13_30,9,20260925,4,3,13
Q9-E001/BETA_13_30,9,20260925,4,4,131
Q9-E001/BETA_13_30,9,20260926,1,1,64
Q9-E001/BETA_13_30,9,20260926,1,2,55
Q9-E001/BETA_13_30,9,20260926,1,3,10
Q9-E001/BETA_13_30,9,20260926,1,4,15
Q9-E001/BETA_13_30,9,20260926,2,1,3
Q9-E001/BETA_13_30,9,20260926,2,2,40
Q9-E001/BETA_13_30,9,20260926,2,3,42
Q9-E001/BETA_13_30,9,20260926,2,4,59
Q9-E001/BETA_13_30,9,20260926,3,1,5
Q9-E001/BETA_13_30,9,20260926,3,2,10
Q9-E001/BETA_13_30,9,20260926,3,3,50
Q9-E001/BETA_13_30,9,20260926,3,4,79
Q9-E001/BETA_13_30,9,20260926,4,1,2
Q9-E001/BETA_13_30,9,20260926,4,2,0
Q9-E001/BETA_13_30,9,20260926,4,3,20
Q9-E001/BETA_13_30,9,20260926,4,4,122
Q9-E001/MID_8_30,1,20260924,1,1,81
Q9-E001/MID_8_30,1,20260924,1,2,30
Q9-E001/MID_8_30,1,20260924,1,3,32
Q9-E001/MID_8_30,1,20260924,1,4,1
Q9-E001/MID_8_30,1,20260924,2,1,8
Q9-E001/MID_8_30,1,20260924,2,2,125
Q9-E001/MID_8_30,1,20260924,2,3,11
Q9-E001/MID_8_30,1,20260924,2,4,0
Q9-E001/MID_8_30,1,20260924,3,1,7
Q9-E001/MID_8_30,1,20260924,3,2,6
Q9-E001/MID_8_30,1,20260924,3,3,130
Q9-E001/MID_8_30,1,20260924,3,4,1
Q9-E001/MID_8_30,1,20260924,4,1,11
Q9-E001/MID_8_30,1,20260924,4,2,0
Q9-E001/MID_8_30,1,20260924,4,3,129
Q9-E001/MID_8_30,1,20260924,4,4,4
Q9-E001/MID_8_30,1,20260925,1,1,86
Q9-E001/MID_8_30,1,20260925,1,2,23
Q9-E001/MID_8_30,1,20260925,1,3,20
Q9-E001/MID_8_30,1,20260925,1,4,15
Q9-E001/MID_8_30,1,20260925,2,1,21
Q9-E001/MID_8_30,1,20260925,2,2,103
Q9-E001/MID_8_30,1,20260925,2,3,18
Q9-E001/MID_8_30,1,20260925,2,4,2
Q9-E001/MID_8_30,1,20260925,3,1,3
Q9-E001/MID_8_30,1,20260925,3,2,3
Q9-E001/MID_8_30,1,20260925,3,3,66
Q9-E001/MID_8_30,1,20260925,3,4,72
Q9-E001/MID_8_30,1,20260925,4,1,1
Q9-E001/MID_8_30,1,20260925,4,2,0
Q9-E001/MID_8_30,1,20260925,4,3,51
Q9-E001/MID_8_30,1,20260925,4,4,92
Q9-E001/MID_8_30,1,20260926,1,1,80
Q9-E001/MID_8_30,1,20260926,1,2,29
Q9-E001/MID_8_30,1,20260926,1,3,23
Q9-E001/MID_8_30,1,20260926,1,4,12
Q9-E001/MID_8_30,1,20260926,2,1,17
Q9-E001/MID_8_30,1,20260926,2,2,112
Q9-E001/MID_8_30,1,20260926,2,3,15
Q9-E001/MID_8_30,1,20260926,2,4,0
Q9-E001/MID_8_30,1,20260926,3,1,6
Q9-E001/MID_8_30,1,20260926,3,2,7
Q9-E001/MID_8_30,1,20260926,3,3,104
Q9-E001/MID_8_30,1,20260926,3,4,27
Q9-E001/MID_8_30,1,20260926,4,1,10
Q9-E001/MID_8_30,1,20260926,4,2,1
Q9-E001/MID_8_30,1,20260926,4,3,75
Q9-E001/MID_8_30,1,20260926,4,4,58
Q9-E001/MID_8_30,2,20260924,1,1,113
Q9-E001/MID_8_30,2,20260924,1,2,12
Q9-E001/MID_8_30,2,20260924,1,3,10
Q9-E001/MID_8_30,2,20260924,1,4,9
Q9-E001/MID_8_30,2,20260924,2,1,102
Q9-E001/MID_8_30,2,20260924,2,2,24
Q9-E001/MID_8_30,2,20260924,2,3,14
Q9-E001/MID_8_30,2,20260924,2,4,4
Q9-E001/MID_8_30,2,20260924,3,1,98
Q9-E001/MID_8_30,2,20260924,3,2,17
Q9-E001/MID_8_30,2,20260924,3,3,12
Q9-E001/MID_8_30,2,20260924,3,4,17
Q9-E001/MID_8_30,2,20260924,4,1,111
Q9-E001/MID_8_30,2,20260924,4,2,15
Q9-E001/MID_8_30,2,20260924,4,3,6
Q9-E001/MID_8_30,2,20260924,4,4,12
Q9-E001/MID_8_30,2,20260925,1,1,119
Q9-E001/MID_8_30,2,20260925,1,2,12
Q9-E001/MID_8_30,2,20260925,1,3,13
Q9-E001/MID_8_30,2,20260925,1,4,0
Q9-E001/MID_8_30,2,20260925,2,1,95
Q9-E001/MID_8_30,2,20260925,2,2,28
Q9-E001/MID_8_30,2,20260925,2,3,21
Q9-E001/MID_8_30,2,20260925,2,4,0
Q9-E001/MID_8_30,2,20260925,3,1,96
Q9-E001/MID_8_30,2,20260925,3,2,26
Q9-E001/MID_8_30,2,20260925,3,3,21
Q9-E001/MID_8_30,2,20260925,3,4,1
Q9-E001/MID_8_30,2,20260925,4,1,110
Q9-E001/MID_8_30,2,20260925,4,2,21
Q9-E001/MID_8_30,2,20260925,4,3,13
Q9-E001/MID_8_30,2,20260925,4,4,0
Q9-E001/MID_8_30,2,20260926,1,1,68
Q9-E001/MID_8_30,2,20260926,1,2,69
Q9-E001/MID_8_30,2,20260926,1,3,7
Q9-E001/MID_8_30,2,20260926,1,4,0
Q9-E001/MID_8_30,2,20260926,2,1,30
Q9-E001/MID_8_30,2,20260926,2,2,110
Q9-E001/MID_8_30,2,20260926,2,3,4
Q9-E001/MID_8_30,2,20260926,2,4,0
Q9-E001/MID_8_30,2,20260926,3,1,52
Q9-E001/MID_8_30,2,20260926,3,2,83
Q9-E001/MID_8_30,2,20260926,3,3,6
Q9-E001/MID_8_30,2,20260926,3,4,3
Q9-E001/MID_8_30,2,20260926,4,1,63
Q9-E001/MID_8_30,2,20260926,4,2,80
Q9-E001/MID_8_30,2,20260926,4,3,1
Q9-E001/MID_8_30,2,20260926,4,4,0
Q9-E001/MID_8_30,3,20260924,1,1,106
Q9-E001/MID_8_30,3,20260924,1,2,1
Q9-E001/MID_8_30,3,20260924,1,3,20
Q9-E001/MID_8_30,3,20260924,1,4,17
Q9-E001/MID_8_30,3,20260924,2,1,12
Q9-E001/MID_8_30,3,20260924,2,2,109
Q9-E001/MID_8_30,3,20260924,2,3,11
Q9-E001/MID_8_30,3,20260924,2,4,12
Q9-E001/MID_8_30,3,20260924,3,1,9
Q9-E001/MID_8_30,3,20260924,3,2,10
Q9-E001/MID_8_30,3,20260924,3,3,104
Q9-E001/MID_8_30,3,20260924,3,4,21
Q9-E001/MID_8_30,3,20260924,4,1,5
Q9-E001/MID_8_30,3,20260924,4,2,1
Q9-E001/MID_8_30,3,20260924,4,3,35
Q9-E001/MID_8_30,3,20260924,4,4,103
Q9-E001/MID_8_30,3,20260925,1,1,68
Q9-E001/MID_8_30,3,20260925,1,2,0
Q9-E001/MID_8_30,3,20260925,1,3,12
Q9-E001/MID_8_30,3,20260925,1,4,64
Q9-E001/MID_8_30,3,20260925,2,1,2
Q9-E001/MID_8_30,3,20260925,2,2,62
Q9-E001/MID_8_30,3,20260925,2,3,13
Q9-E001/MID_8_30,3,20260925,2,4,67
Q9-E001/MID_8_30,3,20260925,3,1,4
Q9-E001/MID_8_30,3,20260925,3,2,6
Q9-E001/MID_8_30,3,20260925,3,3,67
Q9-E001/MID_8_30,3,20260925,3,4,67
Q9-E001/MID_8_30,3,20260925,4,1,1
Q9-E001/MID_8_30,3,20260925,4,2,0
Q9-E001/MID_8_30,3,20260925,4,3,7
Q9-E001/MID_8_30,3,20260925,4,4,136
Q9-E001/MID_8_30,3,20260926,1,1,117
Q9-E001/MID_8_30,3,20260926,1,2,9
Q9-E001/MID_8_30,3,20260926,1,3,3
Q9-E001/MID_8_30,3,20260926,1,4,15
Q9-E001/MID_8_30,3,20260926,2,1,4
Q9-E001/MID_8_30,3,20260926,2,2,122
Q9-E001/MID_8_30,3,20260926,2,3,1
Q9-E001/MID_8_30,3,20260926,2,4,17
Q9-E001/MID_8_30,3,20260926,3,1,18
Q9-E001/MID_8_30,3,20260926,3,2,25
Q9-E001/MID_8_30,3,20260926,3,3,72
Q9-E001/MID_8_30,3,20260926,3,4,29
Q9-E001/MID_8_30,3,20260926,4,1,6
Q9-E001/MID_8_30,3,20260926,4,2,1
Q9-E001/MID_8_30,3,20260926,4,3,17
Q9-E001/MID_8_30,3,20260926,4,4,120
Q9-E001/MID_8_30,4,20260924,1,1,17
Q9-E001/MID_8_30,4,20260924,1,2,119
Q9-E001/MID_8_30,4,20260924,1,3,8
Q9-E001/MID_8_30,4,20260924,1,4,0
Q9-E001/MID_8_30,4,20260924,2,1,3
Q9-E001/MID_8_30,4,20260924,2,2,138
Q9-E001/MID_8_30,4,20260924,2,3,2
Q9-E001/MID_8_30,4,20260924,2,4,1
Q9-E001/MID_8_30,4,20260924,3,1,23
Q9-E001/MID_8_30,4,20260924,3,2,81
Q9-E001/MID_8_30,4,20260924,3,3,11
Q9-E001/MID_8_30,4,20260924,3,4,29
Q9-E001/MID_8_30,4,20260924,4,1,9
Q9-E001/MID_8_30,4,20260924,4,2,106
Q9-E001/MID_8_30,4,20260924,4,3,11
Q9-E001/MID_8_30,4,20260924,4,4,18
Q9-E001/MID_8_30,4,20260925,1,1,39
Q9-E001/MID_8_30,4,20260925,1,2,45
Q9-E001/MID_8_30,4,20260925,1,3,60
Q9-E001/MID_8_30,4,20260925,1,4,0
Q9-E001/MID_8_30,4,20260925,2,1,6
Q9-E001/MID_8_30,4,20260925,2,2,100
Q9-E001/MID_8_30,4,20260925,2,3,38
Q9-E001/MID_8_30,4,20260925,2,4,0
Q9-E001/MID_8_30,4,20260925,3,1,35
Q9-E001/MID_8_30,4,20260925,3,2,30
Q9-E001/MID_8_30,4,20260925,3,3,68
Q9-E001/MID_8_30,4,20260925,3,4,11
Q9-E001/MID_8_30,4,20260925,4,1,21
Q9-E001/MID_8_30,4,20260925,4,2,55
Q9-E001/MID_8_30,4,20260925,4,3,56
Q9-E001/MID_8_30,4,20260925,4,4,12
Q9-E001/MID_8_30,4,20260926,1,1,4
Q9-E001/MID_8_30,4,20260926,1,2,50
Q9-E001/MID_8_30,4,20260926,1,3,90
Q9-E001/MID_8_30,4,20260926,1,4,0
Q9-E001/MID_8_30,4,20260926,2,1,3
Q9-E001/MID_8_30,4,20260926,2,2,91
Q9-E001/MID_8_30,4,20260926,2,3,49
Q9-E001/MID_8_30,4,20260926,2,4,1
Q9-E001/MID_8_30,4,20260926,3,1,5
Q9-E001/MID_8_30,4,20260926,3,2,22
Q9-E001/MID_8_30,4,20260926,3,3,100
Q9-E001/MID_8_30,4,20260926,3,4,17
Q9-E001/MID_8_30,4,20260926,4,1,1
Q9-E001/MID_8_30,4,20260926,4,2,50
Q9-E001/MID_8_30,4,20260926,4,3,82
Q9-E001/MID_8_30,4,20260926,4,4,11
Q9-E001/MID_8_30,5,20260924,1,1,138
Q9-E001/MID_8_30,5,20260924,1,2,6
Q9-E001/MID_8_30,5,20260924,1,3,0
Q9-E001/MID_8_30,5,20260924,1,4,0
Q9-E001/MID_8_30,5,20260924,2,1,137
Q9-E001/MID_8_30,5,20260924,2,2,7
Q9-E001/MID_8_30,5,20260924,2,3,0
Q9-E001/MID_8_30,5,20260924,2,4,0
Q9-E001/MID_8_30,5,20260924,3,1,139
Q9-E001/MID_8_30,5,20260924,3,2,5
Q9-E001/MID_8_30,5,20260924,3,3,0
Q9-E001/MID_8_30,5,20260924,3,4,0
Q9-E001/MID_8_30,5,20260924,4,1,133
Q9-E001/MID_8_30,5,20260924,4,2,11
Q9-E001/MID_8_30,5,20260924,4,3,0
Q9-E001/MID_8_30,5,20260924,4,4,0
Q9-E001/MID_8_30,5,20260925,1,1,36
Q9-E001/MID_8_30,5,20260925,1,2,108
Q9-E001/MID_8_30,5,20260925,1,3,0
Q9-E001/MID_8_30,5,20260925,1,4,0
Q9-E001/MID_8_30,5,20260925,2,1,45
Q9-E001/MID_8_30,5,20260925,2,2,99
Q9-E001/MID_8_30,5,20260925,2,3,0
Q9-E001/MID_8_30,5,20260925,2,4,0
Q9-E001/MID_8_30,5,20260925,3,1,53
Q9-E001/MID_8_30,5,20260925,3,2,91
Q9-E001/MID_8_30,5,20260925,3,3,0
Q9-E001/MID_8_30,5,20260925,3,4,0
Q9-E001/MID_8_30,5,20260925,4,1,47
Q9-E001/MID_8_30,5,20260925,4,2,97
Q9-E001/MID_8_30,5,20260925,4,3,0
Q9-E001/MID_8_30,5,20260925,4,4,0
Q9-E001/MID_8_30,5,20260926,1,1,128
Q9-E001/MID_8_30,5,20260926,1,2,16
Q9-E001/MID_8_30,5,20260926,1,3,0
Q9-E001/MID_8_30,5,20260926,1,4,0
Q9-E001/MID_8_30,5,20260926,2,1,122
Q9-E001/MID_8_30,5,20260926,2,2,22
Q9-E001/MID_8_30,5,20260926,2,3,0
Q9-E001/MID_8_30,5,20260926,2,4,0
Q9-E001/MID_8_30,5,20260926,3,1,122
Q9-E001/MID_8_30,5,20260926,3,2,22
Q9-E001/MID_8_30,5,20260926,3,3,0
Q9-E001/MID_8_30,5,20260926,3,4,0
Q9-E001/MID_8_30,5,20260926,4,1,118
Q9-E001/MID_8_30,5,20260926,4,2,26
Q9-E001/MID_8_30,5,20260926,4,3,0
Q9-E001/MID_8_30,5,20260926,4,4,0
Q9-E001/MID_8_30,6,20260924,1,1,10
Q9-E001/MID_8_30,6,20260924,1,2,13
Q9-E001/MID_8_30,6,20260924,1,3,109
Q9-E001/MID_8_30,6,20260924,1,4,12
Q9-E001/MID_8_30,6,20260924,2,1,3
Q9-E001/MID_8_30,6,20260924,2,2,26
Q9-E001/MID_8_30,6,20260924,2,3,106
Q9-E001/MID_8_30,6,20260924,2,4,9
Q9-E001/MID_8_30,6,20260924,3,1,3
Q9-E001/MID_8_30,6,20260924,3,2,9
Q9-E001/MID_8_30,6,20260924,3,3,113
Q9-E001/MID_8_30,6,20260924,3,4,19
Q9-E001/MID_8_30,6,20260924,4,1,1
Q9-E001/MID_8_30,6,20260924,4,2,8
Q9-E001/MID_8_30,6,20260924,4,3,121
Q9-E001/MID_8_30,6,20260924,4,4,14
Q9-E001/MID_8_30,6,20260925,1,1,21
Q9-E001/MID_8_30,6,20260925,1,2,3
Q9-E001/MID_8_30,6,20260925,1,3,81
Q9-E001/MID_8_30,6,20260925,1,4,39
Q9-E001/MID_8_30,6,20260925,2,1,9
Q9-E001/MID_8_30,6,20260925,2,2,19
Q9-E001/MID_8_30,6,20260925,2,3,64
Q9-E001/MID_8_30,6,20260925,2,4,52
Q9-E001/MID_8_30,6,20260925,3,1,9
Q9-E001/MID_8_30,6,20260925,3,2,4
Q9-E001/MID_8_30,6,20260925,3,3,43
Q9-E001/MID_8_30,6,20260925,3,4,88
Q9-E001/MID_8_30,6,20260925,4,1,5
Q9-E001/MID_8_30,6,20260925,4,2,1
Q9-E001/MID_8_30,6,20260925,4,3,61
Q9-E001/MID_8_30,6,20260925,4,4,77
Q9-E001/MID_8_30,6,20260926,1,1,5
Q9-E001/MID_8_30,6,20260926,1,2,15
Q9-E001/MID_8_30,6,20260926,1,3,66
Q9-E001/MID_8_30,6,20260926,1,4,58
Q9-E001/MID_8_30,6,20260926,2,1,4
Q9-E001/MID_8_30,6,20260926,2,2,35
Q9-E001/MID_8_30,6,20260926,2,3,55
Q9-E001/MID_8_30,6,20260926,2,4,50
Q9-E001/MID_8_30,6,20260926,3,1,2
Q9-E001/MID_8_30,6,20260926,3,2,8
Q9-E001/MID_8_30,6,20260926,3,3,55
Q9-E001/MID_8_30,6,20260926,3,4,79
Q9-E001/MID_8_30,6,20260926,4,1,2
Q9-E001/MID_8_30,6,20260926,4,2,7
Q9-E001/MID_8_30,6,20260926,4,3,66
Q9-E001/MID_8_30,6,20260926,4,4,69
Q9-E001/MID_8_30,7,20260924,1,1,89
Q9-E001/MID_8_30,7,20260924,1,2,36
Q9-E001/MID_8_30,7,20260924,1,3,7
Q9-E001/MID_8_30,7,20260924,1,4,12
Q9-E001/MID_8_30,7,20260924,2,1,75
Q9-E001/MID_8_30,7,20260924,2,2,57
Q9-E001/MID_8_30,7,20260924,2,3,6
Q9-E001/MID_8_30,7,20260924,2,4,6
Q9-E001/MID_8_30,7,20260924,3,1,85
Q9-E001/MID_8_30,7,20260924,3,2,41
Q9-E001/MID_8_30,7,20260924,3,3,15
Q9-E001/MID_8_30,7,20260924,3,4,3
Q9-E001/MID_8_30,7,20260924,4,1,67
Q9-E001/MID_8_30,7,20260924,4,2,31
Q9-E001/MID_8_30,7,20260924,4,3,6
Q9-E001/MID_8_30,7,20260924,4,4,40
Q9-E001/MID_8_30,7,20260925,1,1,87
Q9-E001/MID_8_30,7,20260925,1,2,45
Q9-E001/MID_8_30,7,20260925,1,3,3
Q9-E001/MID_8_30,7,20260925,1,4,9
Q9-E001/MID_8_30,7,20260925,2,1,73
Q9-E001/MID_8_30,7,20260925,2,2,61
Q9-E001/MID_8_30,7,20260925,2,3,6
Q9-E001/MID_8_30,7,20260925,2,4,4
Q9-E001/MID_8_30,7,20260925,3,1,59
Q9-E001/MID_8_30,7,20260925,3,2,71
Q9-E001/MID_8_30,7,20260925,3,3,11
Q9-E001/MID_8_30,7,20260925,3,4,3
Q9-E001/MID_8_30,7,20260925,4,1,65
Q9-E001/MID_8_30,7,20260925,4,2,23
Q9-E001/MID_8_30,7,20260925,4,3,13
Q9-E001/MID_8_30,7,20260925,4,4,43
Q9-E001/MID_8_30,7,20260926,1,1,45
Q9-E001/MID_8_30,7,20260926,1,2,71
Q9-E001/MID_8_30,7,20260926,1,3,4
Q9-E001/MID_8_30,7,20260926,1,4,24
Q9-E001/MID_8_30,7,20260926,2,1,50
Q9-E001/MID_8_30,7,20260926,2,2,74
Q9-E001/MID_8_30,7,20260926,2,3,4
Q9-E001/MID_8_30,7,20260926,2,4,16
Q9-E001/MID_8_30,7,20260926,3,1,39
Q9-E001/MID_8_30,7,20260926,3,2,78
Q9-E001/MID_8_30,7,20260926,3,3,18
Q9-E001/MID_8_30,7,20260926,3,4,9
Q9-E001/MID_8_30,7,20260926,4,1,34
Q9-E001/MID_8_30,7,20260926,4,2,43
Q9-E001/MID_8_30,7,20260926,4,3,9
Q9-E001/MID_8_30,7,20260926,4,4,58
Q9-E001/MID_8_30,8,20260924,1,1,104
Q9-E001/MID_8_30,8,20260924,1,2,25
Q9-E001/MID_8_30,8,20260924,1,3,9
Q9-E001/MID_8_30,8,20260924,1,4,6
Q9-E001/MID_8_30,8,20260924,2,1,3
Q9-E001/MID_8_30,8,20260924,2,2,137
Q9-E001/MID_8_30,8,20260924,2,3,2
Q9-E001/MID_8_30,8,20260924,2,4,2
Q9-E001/MID_8_30,8,20260924,3,1,10
Q9-E001/MID_8_30,8,20260924,3,2,82
Q9-E001/MID_8_30,8,20260924,3,3,46
Q9-E001/MID_8_30,8,20260924,3,4,6
Q9-E001/MID_8_30,8,20260924,4,1,3
Q9-E001/MID_8_30,8,20260924,4,2,82
Q9-E001/MID_8_30,8,20260924,4,3,7
Q9-E001/MID_8_30,8,20260924,4,4,52
Q9-E001/MID_8_30,8,20260925,1,1,61
Q9-E001/MID_8_30,8,20260925,1,2,9
Q9-E001/MID_8_30,8,20260925,1,3,40
Q9-E001/MID_8_30,8,20260925,1,4,34
Q9-E001/MID_8_30,8,20260925,2,1,1
Q9-E001/MID_8_30,8,20260925,2,2,125
Q9-E001/MID_8_30,8,20260925,2,3,6
Q9-E001/MID_8_30,8,20260925,2,4,12
Q9-E001/MID_8_30,8,20260925,3,1,2
Q9-E001/MID_8_30,8,20260925,3,2,37
Q9-E001/MID_8_30,8,20260925,3,3,92
Q9-E001/MID_8_30,8,20260925,3,4,13
Q9-E001/MID_8_30,8,20260925,4,1,1
Q9-E001/MID_8_30,8,20260925,4,2,29
Q9-E001/MID_8_30,8,20260925,4,3,28
Q9-E001/MID_8_30,8,20260925,4,4,86
Q9-E001/MID_8_30,8,20260926,1,1,104
Q9-E001/MID_8_30,8,20260926,1,2,23
Q9-E001/MID_8_30,8,20260926,1,3,11
Q9-E001/MID_8_30,8,20260926,1,4,6
Q9-E001/MID_8_30,8,20260926,2,1,1
Q9-E001/MID_8_30,8,20260926,2,2,141
Q9-E001/MID_8_30,8,20260926,2,3,1
Q9-E001/MID_8_30,8,20260926,2,4,1
Q9-E001/MID_8_30,8,20260926,3,1,11
Q9-E001/MID_8_30,8,20260926,3,2,109
Q9-E001/MID_8_30,8,20260926,3,3,22
Q9-E001/MID_8_30,8,20260926,3,4,2
Q9-E001/MID_8_30,8,20260926,4,1,4
Q9-E001/MID_8_30,8,20260926,4,2,107
Q9-E001/MID_8_30,8,20260926,4,3,8
Q9-E001/MID_8_30,8,20260926,4,4,25
Q9-E001/MID_8_30,9,20260924,1,1,100
Q9-E001/MID_8_30,9,20260924,1,2,34
Q9-E001/MID_8_30,9,20260924,1,3,4
Q9-E001/MID_8_30,9,20260924,1,4,6
Q9-E001/MID_8_30,9,20260924,2,1,6
Q9-E001/MID_8_30,9,20260924,2,2,56
Q9-E001/MID_8_30,9,20260924,2,3,54
Q9-E001/MID_8_30,9,20260924,2,4,28
Q9-E001/MID_8_30,9,20260924,3,1,3
Q9-E001/MID_8_30,9,20260924,3,2,10
Q9-E001/MID_8_30,9,20260924,3,3,104
Q9-E001/MID_8_30,9,20260924,3,4,27
Q9-E001/MID_8_30,9,20260924,4,1,3
Q9-E001/MID_8_30,9,20260924,4,2,2
Q9-E001/MID_8_30,9,20260924,4,3,31
Q9-E001/MID_8_30,9,20260924,4,4,108
Q9-E001/MID_8_30,9,20260925,1,1,106
Q9-E001/MID_8_30,9,20260925,1,2,33
Q9-E001/MID_8_30,9,20260925,1,3,3
Q9-E001/MID_8_30,9,20260925,1,4,2
Q9-E001/MID_8_30,9,20260925,2,1,8
Q9-E001/MID_8_30,9,20260925,2,2,61
Q9-E001/MID_8_30,9,20260925,2,3,25
Q9-E001/MID_8_30,9,20260925,2,4,50
Q9-E001/MID_8_30,9,20260925,3,1,8
Q9-E001/MID_8_30,9,20260925,3,2,16
Q9-E001/MID_8_30,9,20260925,3,3,65
Q9-E001/MID_8_30,9,20260925,3,4,55
Q9-E001/MID_8_30,9,20260925,4,1,4
Q9-E001/MID_8_30,9,20260925,4,2,3
Q9-E001/MID_8_30,9,20260925,4,3,14
Q9-E001/MID_8_30,9,20260925,4,4,123
Q9-E001/MID_8_30,9,20260926,1,1,90
Q9-E001/MID_8_30,9,20260926,1,2,32
Q9-E001/MID_8_30,9,20260926,1,3,5
Q9-E001/MID_8_30,9,20260926,1,4,17
Q9-E001/MID_8_30,9,20260926,2,1,2
Q9-E001/MID_8_30,9,20260926,2,2,42
Q9-E001/MID_8_30,9,20260926,2,3,18
Q9-E001/MID_8_30,9,20260926,2,4,82
Q9-E001/MID_8_30,9,20260926,3,1,2
Q9-E001/MID_8_30,9,20260926,3,2,8
Q9-E001/MID_8_30,9,20260926,3,3,77
Q9-E001/MID_8_30,9,20260926,3,4,57
Q9-E001/MID_8_30,9,20260926,4,1,0
Q9-E001/MID_8_30,9,20260926,4,2,0
Q9-E001/MID_8_30,9,20260926,4,3,6
Q9-E001/MID_8_30,9,20260926,4,4,138
Q9-E001/MU_8_13,1,20260924,1,1,119
Q9-E001/MU_8_13,1,20260924,1,2,16
Q9-E001/MU_8_13,1,20260924,1,3,6
Q9-E001/MU_8_13,1,20260924,1,4,3
Q9-E001/MU_8_13,1,20260924,2,1,58
Q9-E001/MU_8_13,1,20260924,2,2,78
Q9-E001/MU_8_13,1,20260924,2,3,6
Q9-E001/MU_8_13,1,20260924,2,4,2
Q9-E001/MU_8_13,1,20260924,3,1,34
Q9-E001/MU_8_13,1,20260924,3,2,3
Q9-E001/MU_8_13,1,20260924,3,3,79
Q9-E001/MU_8_13,1,20260924,3,4,28
Q9-E001/MU_8_13,1,20260924,4,1,34
Q9-E001/MU_8_13,1,20260924,4,2,1
Q9-E001/MU_8_13,1,20260924,4,3,72
Q9-E001/MU_8_13,1,20260924,4,4,37
Q9-E001/MU_8_13,1,20260925,1,1,84
Q9-E001/MU_8_13,1,20260925,1,2,25
Q9-E001/MU_8_13,1,20260925,1,3,3
Q9-E001/MU_8_13,1,20260925,1,4,32
Q9-E001/MU_8_13,1,20260925,2,1,20
Q9-E001/MU_8_13,1,20260925,2,2,105
Q9-E001/MU_8_13,1,20260925,2,3,1
Q9-E001/MU_8_13,1,20260925,2,4,18
Q9-E001/MU_8_13,1,20260925,3,1,10
Q9-E001/MU_8_13,1,20260925,3,2,2
Q9-E001/MU_8_13,1,20260925,3,3,24
Q9-E001/MU_8_13,1,20260925,3,4,108
Q9-E001/MU_8_13,1,20260925,4,1,3
Q9-E001/MU_8_13,1,20260925,4,2,0
Q9-E001/MU_8_13,1,20260925,4,3,12
Q9-E001/MU_8_13,1,20260925,4,4,129
Q9-E001/MU_8_13,1,20260926,1,1,115
Q9-E001/MU_8_13,1,20260926,1,2,16
Q9-E001/MU_8_13,1,20260926,1,3,3
Q9-E001/MU_8_13,1,20260926,1,4,10
Q9-E001/MU_8_13,1,20260926,2,1,52
Q9-E001/MU_8_13,1,20260926,2,2,81
Q9-E001/MU_8_13,1,20260926,2,3,9
Q9-E001/MU_8_13,1,20260926,2,4,2
Q9-E001/MU_8_13,1,20260926,3,1,26
Q9-E001/MU_8_13,1,20260926,3,2,3
Q9-E001/MU_8_13,1,20260926,3,3,73
Q9-E001/MU_8_13,1,20260926,3,4,42
Q9-E001/MU_8_13,1,20260926,4,1,22
Q9-E001/MU_8_13,1,20260926,4,2,0
Q9-E001/MU_8_13,1,20260926,4,3,55
Q9-E001/MU_8_13,1,20260926,4,4,67
Q9-E001/MU_8_13,2,20260924,1,1,100
Q9-E001/MU_8_13,2,20260924,1,2,22
Q9-E001/MU_8_13,2,20260924,1,3,20
Q9-E001/MU_8_13,2,20260924,1,4,2
Q9-E001/MU_8_13,2,20260924,2,1,74
Q9-E001/MU_8_13,2,20260924,2,2,45
Q9-E001/MU_8_13,2,20260924,2,3,25
Q9-E001/MU_8_13,2,20260924,2,4,0
Q9-E001/MU_8_13,2,20260924,3,1,67
Q9-E001/MU_8_13,2,20260924,3,2,27
Q9-E001/MU_8_13,2,20260924,3,3,38
Q9-E001/MU_8_13,2,20260924,3,4,12
Q9-E001/MU_8_13,2,20260924,4,1,78
Q9-E001/MU_8_13,2,20260924,4,2,28
Q9-E001/MU_8_13,2,20260924,4,3,30
Q9-E001/MU_8_13,2,20260924,4,4,8
Q9-E001/MU_8_13,2,20260925,1,1,115
Q9-E001/MU_8_13,2,20260925,1,2,4
Q9-E001/MU_8_13,2,20260925,1,3,25
Q9-E001/MU_8_13,2,20260925,1,4,0
Q9-E001/MU_8_13,2,20260925,2,1,98
Q9-E001/MU_8_13,2,20260925,2,2,14
Q9-E001/MU_8_13,2,20260925,2,3,32
Q9-E001/MU_8_13,2,20260925,2,4,0
Q9-E001/MU_8_13,2,20260925,3,1,91
Q9-E001/MU_8_13,2,20260925,3,2,6
Q9-E001/MU_8_13,2,20260925,3,3,47
Q9-E001/MU_8_13,2,20260925,3,4,0
Q9-E001/MU_8_13,2,20260925,4,1,92
