condition,subject,seed,balanced_accuracy,accuracy,n_trials,n_classes_present,zero_recall_count,zero_recall_classes,dominant_prediction_share,prediction_entropy_bits,recall_class_1,recall_class_2,recall_class_3,recall_class_4
Q6-E001,7,20260924,0.2986111111111111,0.2986111111111111,576,4,0,,0.5625,1.3898544230751995,0.6388888888888888,0.3680555555555556,0.05555555555555555,0.13194444444444445
Q6-E001,7,20260925,0.2795138888888889,0.2795138888888889,576,4,0,,0.7065972222222222,1.2073535322944717,0.2152777777777778,0.7986111111111112,0.027777777777777776,0.0763888888888889
Q6-E001,7,20260926,0.28125,0.28125,576,4,0,,0.5208333333333334,1.3212378401706957,0.4722222222222222,0.5555555555555556,0.05555555555555555,0.041666666666666664
Q6-E001,8,20260924,0.2569444444444444,0.2569444444444444,576,4,2,3;4,0.7361111111111112,0.8325582396745668,0.8055555555555556,0.2222222222222222,0.0,0.0
Q6-E001,8,20260925,0.2552083333333333,0.2552083333333333,576,4,2,3;4,0.9479166666666666,0.3061631128990155,0.9791666666666666,0.041666666666666664,0.0,0.0
Q6-E001,8,20260926,0.24652777777777776,0.2465277777777778,576,4,2,3;4,0.9097222222222222,0.43739632410036666,0.9166666666666666,0.06944444444444445,0.0,0.0
Q6-E001,9,20260924,0.4965277777777778,0.4965277777777778,576,4,0,,0.5625,1.6122429091451,0.4097222222222222,0.4861111111111111,0.14583333333333334,0.9444444444444444
Q6-E001,9,20260925,0.5069444444444444,0.5069444444444444,576,4,0,,0.4965277777777778,1.7531069854353911,0.4166666666666667,0.4375,0.25,0.9236111111111112
Q6-E001,9,20260926,0.4861111111111111,0.4861111111111111,576,4,0,,0.5763888888888888,1.6458333728251349,0.5555555555555556,0.3125,0.1111111111111111,0.9652777777777778
Q7-E001/B,3,20260924,0.2638888888888889,0.2638888888888889,576,4,2,3;4,0.9791666666666666,0.1460942501201363,1.0,0.05555555555555555,0.0,0.0
Q7-E001/B,3,20260925,0.2534722222222222,0.2534722222222222,576,4,2,3;4,0.984375,0.11611507530476972,0.9930555555555556,0.020833333333333332,0.0,0.0
Q7-E001/B,3,20260926,0.2534722222222222,0.2534722222222222,576,4,2,3;4,0.9618055555555556,0.2339516410234393,0.9861111111111112,0.027777777777777776,0.0,0.0
Q7-E001/C,3,20260924,0.6736111111111112,0.6736111111111112,576,4,0,,0.3298611111111111,1.9505888801497961,0.7083333333333334,0.7986111111111112,0.3958333333333333,0.7916666666666666
Q7-E001/C,3,20260925,0.625,0.625,576,4,0,,0.4947916666666667,1.79083885246202,0.5763888888888888,0.6041666666666666,0.3888888888888889,0.9305555555555556
Q7-E001/C,3,20260926,0.7326388888888888,0.7326388888888888,576,4,0,,0.2760416666666667,1.9951924326738895,0.8333333333333334,0.8402777777777778,0.5763888888888888,0.6805555555555556
Q8-E001,1,20260924,0.5381944444444444,0.5381944444444444,576,4,0,,0.4652777777777778,1.6256885970057806,0.8958333333333334,0.5555555555555556,0.6458333333333334,0.05555555555555555
Q8-E001,1,20260925,0.5659722222222222,0.5659722222222222,576,4,0,,0.3958333333333333,1.9054910571074573,0.8125,0.75,0.4236111111111111,0.2777777777777778
Q8-E001,1,20260926,0.6059027777777778,0.6059027777777778,576,4,0,,0.3576388888888889,1.8163914712979377,0.7291666666666666,0.9861111111111112,0.5069444444444444,0.2013888888888889
Q8-E001,2,20260924,0.2725694444444445,0.2725694444444444,576,4,0,,0.859375,0.7454374701613949,0.8958333333333334,0.14583333333333334,0.041666666666666664,0.006944444444444444
