condition,subject,seed,dimension,stratum,n_trials,n_classes_present,balanced_accuracy_observed_classes,accuracy,recall_class_1,recall_class_2,recall_class_3,recall_class_4
Q9-E001/MU_BETA_SHARED,9,20260926,session,1test,288,4,0.45833333333333337,0.4583333333333333,0.4305555555555556,0.25,0.4166666666666667,0.7361111111111112
Q9-E002/MID_8_30_Q8_EPOCHS,1,20260924,artifact,False,554,4,0.5931340089102042,0.5938628158844765,0.8142857142857143,0.6402877697841727,0.6788321167883211,0.2391304347826087
Q9-E002/MID_8_30_Q8_EPOCHS,1,20260924,artifact,True,22,4,0.5636904761904762,0.5454545454545454,0.75,0.6,0.5714285714285714,0.3333333333333333
Q9-E002/MID_8_30_Q8_EPOCHS,1,20260924,session,0train,288,4,0.6041666666666667,0.6041666666666666,0.7361111111111112,0.6527777777777778,0.6527777777777778,0.375
Q9-E002/MID_8_30_Q8_EPOCHS,1,20260924,session,1test,288,4,0.579861111111111,0.5798611111111112,0.8888888888888888,0.625,0.6944444444444444,0.1111111111111111
Q9-E002/MID_8_30_Q8_EPOCHS,1,20260925,artifact,False,554,4,0.6168927731279182,0.6173285198555957,0.6714285714285714,0.935251798561151,0.8029197080291971,0.057971014492753624
Q9-E002/MID_8_30_Q8_EPOCHS,1,20260925,artifact,True,22,4,0.4505952380952381,0.4090909090909091,0.75,0.6,0.2857142857142857,0.16666666666666666
Q9-E002/MID_8_30_Q8_EPOCHS,1,20260925,session,0train,288,4,0.6006944444444444,0.6006944444444444,0.625,0.9027777777777778,0.7638888888888888,0.1111111111111111
Q9-E002/MID_8_30_Q8_EPOCHS,1,20260925,session,1test,288,4,0.6180555555555556,0.6180555555555556,0.7222222222222222,0.9444444444444444,0.7916666666666666,0.013888888888888888
Q9-E002/MID_8_30_Q8_EPOCHS,1,20260926,artifact,False,554,4,0.6325261403064156,0.6335740072202166,0.7,0.9784172661870504,0.5328467153284672,0.3188405797101449
Q9-E002/MID_8_30_Q8_EPOCHS,1,20260926,artifact,True,22,4,0.5148809523809523,0.45454545454545453,0.75,1.0,0.14285714285714285,0.16666666666666666
Q9-E002/MID_8_30_Q8_EPOCHS,1,20260926,session,0train,288,4,0.6458333333333334,0.6458333333333334,0.7083333333333334,1.0,0.4861111111111111,0.3888888888888889
Q9-E002/MID_8_30_Q8_EPOCHS,1,20260926,session,1test,288,4,0.6076388888888888,0.6076388888888888,0.6944444444444444,0.9583333333333334,0.5416666666666666,0.2361111111111111
Q9-E002/MID_8_30_Q8_EPOCHS,2,20260924,artifact,False,553,4,0.2658471359558316,0.26582278481012656,0.8260869565217391,0.16428571428571428,0.044444444444444446,0.02857142857142857
Q9-E002/MID_8_30_Q8_EPOCHS,2,20260924,artifact,True,23,4,0.3888888888888889,0.391304347826087,0.8333333333333334,0.5,0.2222222222222222,0.0
Q9-E002/MID_8_30_Q8_EPOCHS,2,20260924,session,0train,288,4,0.2673611111111111,0.2673611111111111,0.8611111111111112,0.1527777777777778,0.041666666666666664,0.013888888888888888
Q9-E002/MID_8_30_Q8_EPOCHS,2,20260924,session,1test,288,4,0.2743055555555555,0.2743055555555556,0.7916666666666666,0.19444444444444445,0.06944444444444445,0.041666666666666664
Q9-E002/MID_8_30_Q8_EPOCHS,2,20260925,artifact,False,553,4,0.29762479871175523,0.2965641952983725,0.427536231884058,0.37142857142857144,0.362962962962963,0.02857142857142857
Q9-E002/MID_8_30_Q8_EPOCHS,2,20260925,artifact,True,23,4,0.4930555555555556,0.5217391304347826,0.6666666666666666,0.75,0.5555555555555556,0.0
Q9-E002/MID_8_30_Q8_EPOCHS,2,20260925,session,0train,288,4,0.2951388888888889,0.2951388888888889,0.4166666666666667,0.3611111111111111,0.3888888888888889,0.013888888888888888
Q9-E002/MID_8_30_Q8_EPOCHS,2,20260925,session,1test,288,4,0.3159722222222222,0.3159722222222222,0.4583333333333333,0.4027777777777778,0.3611111111111111,0.041666666666666664
Q9-E002/MID_8_30_Q8_EPOCHS,2,20260926,artifact,False,553,4,0.28636415919024616,0.28390596745027125,0.3115942028985507,0.2785714285714286,0.5481481481481482,0.007142857142857143
Q9-E002/MID_8_30_Q8_EPOCHS,2,20260926,artifact,True,23,4,0.2777777777777778,0.30434782608695654,0.16666666666666666,0.5,0.4444444444444444,0.0
Q9-E002/MID_8_30_Q8_EPOCHS,2,20260926,session,0train,288,4,0.2986111111111111,0.2986111111111111,0.4861111111111111,0.2777777777777778,0.4166666666666667,0.013888888888888888
Q9-E002/MID_8_30_Q8_EPOCHS,2,20260926,session,1test,288,4,0.2708333333333333,0.2708333333333333,0.125,0.2916666666666667,0.6666666666666666,0.0
Q9-E002/MID_8_30_Q8_EPOCHS,3,20260924,artifact,False,543,4,0.6007280837924613,0.6003683241252302,0.6029411764705882,0.6231884057971014,0.8656716417910447,0.3111111111111111
Q9-E002/MID_8_30_Q8_EPOCHS,3,20260924,artifact,True,33,4,0.5916666666666667,0.5757575757575758,0.5,0.8333333333333334,0.7,0.3333333333333333
Q9-E002/MID_8_30_Q8_EPOCHS,3,20260924,session,0train,288,4,0.6006944444444444,0.6006944444444444,0.7222222222222222,0.625,0.8888888888888888,0.16666666666666666
Q9-E002/MID_8_30_Q8_EPOCHS,3,20260924,session,1test,288,4,0.5972222222222222,0.5972222222222222,0.4722222222222222,0.6388888888888888,0.8194444444444444,0.4583333333333333
Q9-E002/MID_8_30_Q8_EPOCHS,3,20260925,artifact,False,543,4,0.6066641960699486,0.6058931860036832,0.6323529411764706,0.41304347826086957,0.4701492537313433,0.9111111111111111
Q9-E002/MID_8_30_Q8_EPOCHS,3,20260925,artifact,True,33,4,0.49166666666666664,0.48484848484848486,0.5,0.5,0.3,0.6666666666666666
Q9-E002/MID_8_30_Q8_EPOCHS,3,20260925,session,0train,288,4,0.6701388888888888,0.6701388888888888,0.75,0.5138888888888888,0.5416666666666666,0.875
Q9-E002/MID_8_30_Q8_EPOCHS,3,20260925,session,1test,288,4,0.5277777777777778,0.5277777777777778,0.5,0.3194444444444444,0.375,0.9166666666666666
Q9-E002/MID_8_30_Q8_EPOCHS,3,20260926,artifact,False,543,4,0.5436523513435946,0.5432780847145487,0.10294117647058823,0.6231884057971014,0.5447761194029851,0.9037037037037037
Q9-E002/MID_8_30_Q8_EPOCHS,3,20260926,artifact,True,33,4,0.5951388888888889,0.6060606060606061,0.125,0.6666666666666666,0.7,0.8888888888888888
Q9-E002/MID_8_30_Q8_EPOCHS,3,20260926,session,0train,288,4,0.6006944444444444,0.6006944444444444,0.125,0.7361111111111112,0.6666666666666666,0.875
Q9-E002/MID_8_30_Q8_EPOCHS,3,20260926,session,1test,288,4,0.4930555555555555,0.4930555555555556,0.08333333333333333,0.5138888888888888,0.4444444444444444,0.9305555555555556
Q9-E002/MID_8_30_Q8_EPOCHS,4,20260924,artifact,False,490,4,0.36788711307859145,0.37142857142857144,0.15702479338842976,0.9032258064516129,0.29365079365079366,0.11764705882352941
Q9-E002/MID_8_30_Q8_EPOCHS,4,20260924,artifact,True,86,4,0.35785024154589373,0.32558139534883723,0.08695652173913043,0.9,0.4444444444444444,0.0
Q9-E002/MID_8_30_Q8_EPOCHS,4,20260924,session,0train,288,4,0.3576388888888889,0.3576388888888889,0.18055555555555555,0.9027777777777778,0.2916666666666667,0.05555555555555555
Q9-E002/MID_8_30_Q8_EPOCHS,4,20260924,session,1test,288,4,0.3715277777777778,0.3715277777777778,0.1111111111111111,0.9027777777777778,0.3333333333333333,0.1388888888888889
Q9-E002/MID_8_30_Q8_EPOCHS,4,20260925,artifact,False,490,4,0.40664002204454164,0.40816326530612246,0.4132231404958678,0.8225806451612904,0.21428571428571427,0.17647058823529413
Q9-E002/MID_8_30_Q8_EPOCHS,4,20260925,artifact,True,86,4,0.3663647342995169,0.36046511627906974,0.30434782608695654,0.85,0.1111111111111111,0.2
Q9-E002/MID_8_30_Q8_EPOCHS,4,20260925,session,0train,288,4,0.4166666666666667,0.4166666666666667,0.5,0.8333333333333334,0.18055555555555555,0.1527777777777778
Q9-E002/MID_8_30_Q8_EPOCHS,4,20260925,session,1test,288,4,0.3854166666666667,0.3854166666666667,0.2916666666666667,0.8194444444444444,0.2222222222222222,0.20833333333333334
Q9-E002/MID_8_30_Q8_EPOCHS,4,20260926,artifact,False,490,4,0.38778512160218215,0.39183673469387753,0.024793388429752067,0.8951612903225806,0.4126984126984127,0.2184873949579832
Q9-E002/MID_8_30_Q8_EPOCHS,4,20260926,artifact,True,86,4,0.33444444444444443,0.313953488372093,0.0,0.9,0.2777777777777778,0.16
Q9-E002/MID_8_30_Q8_EPOCHS,4,20260926,session,0train,288,4,0.3680555555555556,0.3680555555555556,0.013888888888888888,0.8611111111111112,0.3888888888888889,0.20833333333333334
Q9-E002/MID_8_30_Q8_EPOCHS,4,20260926,session,1test,288,4,0.3923611111111111,0.3923611111111111,0.027777777777777776,0.9305555555555556,0.4027777777777778,0.20833333333333334
Q9-E002/MID_8_30_Q8_EPOCHS,5,20260924,artifact,False,538,4,0.2611203581472766,0.25650557620817843,0.5864661654135338,0.4580152671755725,0.0,0.0
Q9-E002/MID_8_30_Q8_EPOCHS,5,20260924,artifact,True,38,4,0.24825174825174823,0.3157894736842105,0.45454545454545453,0.5384615384615384,0.0,0.0
Q9-E002/MID_8_30_Q8_EPOCHS,5,20260924,session,0train,288,4,0.2569444444444444,0.2569444444444444,0.5277777777777778,0.5,0.0,0.0
Q9-E002/MID_8_30_Q8_EPOCHS,5,20260924,session,1test,288,4,0.2638888888888889,0.2638888888888889,0.625,0.4305555555555556,0.0,0.0
Q9-E002/MID_8_30_Q8_EPOCHS,5,20260925,artifact,False,538,4,0.24238076106296275,0.2379182156133829,0.49624060150375937,0.4732824427480916,0.0,0.0
Q9-E002/MID_8_30_Q8_EPOCHS,5,20260925,artifact,True,38,4,0.2062937062937063,0.2631578947368421,0.36363636363636365,0.46153846153846156,0.0,0.0
Q9-E002/MID_8_30_Q8_EPOCHS,5,20260925,session,0train,288,4,0.22569444444444445,0.22569444444444445,0.4305555555555556,0.4722222222222222,0.0,0.0
Q9-E002/MID_8_30_Q8_EPOCHS,5,20260925,session,1test,288,4,0.2534722222222222,0.2534722222222222,0.5416666666666666,0.4722222222222222,0.0,0.0
Q9-E002/MID_8_30_Q8_EPOCHS,5,20260926,artifact,False,538,4,0.2501434884922229,0.24721189591078066,0.9624060150375939,0.03816793893129771,0.0,0.0
Q9-E002/MID_8_30_Q8_EPOCHS,5,20260926,artifact,True,38,4,0.28846153846153844,0.34210526315789475,1.0,0.15384615384615385,0.0,0.0
Q9-E002/MID_8_30_Q8_EPOCHS,5,20260926,session,0train,288,4,0.2569444444444445,0.2569444444444444,0.9861111111111112,0.041666666666666664,0.0,0.0
Q9-E002/MID_8_30_Q8_EPOCHS,5,20260926,session,1test,288,4,0.25,0.25,0.9444444444444444,0.05555555555555555,0.0,0.0
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260924,artifact,False,434,4,0.2838279978461015,0.2834101382488479,0.027522935779816515,0.125,0.30097087378640774,0.6818181818181818
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260924,artifact,True,142,4,0.20920302572248411,0.2112676056338028,0.02857142857142857,0.09375,0.24390243902439024,0.47058823529411764
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260924,session,0train,288,4,0.2708333333333333,0.2708333333333333,0.013888888888888888,0.09722222222222222,0.3055555555555556,0.6666666666666666
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260924,session,1test,288,4,0.2604166666666667,0.2604166666666667,0.041666666666666664,0.1388888888888889,0.2638888888888889,0.5972222222222222
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260925,artifact,False,434,4,0.2971224503429233,0.2926267281105991,0.11009174311926606,0.125,0.5533980582524272,0.4
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260925,artifact,True,142,4,0.23808541709366673,0.2535211267605634,0.11428571428571428,0.125,0.5365853658536586,0.17647058823529413
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260925,session,0train,288,4,0.2881944444444444,0.2881944444444444,0.09722222222222222,0.1111111111111111,0.625,0.3194444444444444
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260925,session,1test,288,4,0.2777777777777778,0.2777777777777778,0.125,0.1388888888888889,0.4722222222222222,0.375
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260926,artifact,False,434,4,0.2756726341819755,0.2764976958525346,0.10091743119266056,0.11607142857142858,0.20388349514563106,0.6818181818181818
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260926,artifact,True,142,4,0.25502184105349457,0.2605633802816901,0.11428571428571428,0.09375,0.34146341463414637,0.47058823529411764
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260926,session,0train,288,4,0.2708333333333333,0.2708333333333333,0.06944444444444445,0.08333333333333333,0.3055555555555556,0.625
Q9-E002/MID_8_30_Q8_EPOCHS,6,20260926,session,1test,288,4,0.2743055555555555,0.2743055555555556,0.1388888888888889,0.1388888888888889,0.18055555555555555,0.6388888888888888
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260924,artifact,False,548,4,0.2817218519693924,0.28102189781021897,0.5942028985507246,0.4888888888888889,0.0,0.043795620437956206
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260924,artifact,True,28,4,0.41865079365079366,0.42857142857142855,0.8333333333333334,0.5555555555555556,0.0,0.2857142857142857
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260924,session,0train,288,4,0.2847222222222222,0.2847222222222222,0.5555555555555556,0.5833333333333334,0.0,0.0
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260924,session,1test,288,4,0.2916666666666667,0.2916666666666667,0.6527777777777778,0.4027777777777778,0.0,0.1111111111111111
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260925,artifact,False,548,4,0.30914465719289586,0.3083941605839416,0.41304347826086957,0.45925925925925926,0.09420289855072464,0.27007299270072993
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260925,artifact,True,28,4,0.44047619047619047,0.4642857142857143,0.6666666666666666,0.6666666666666666,0.0,0.42857142857142855
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260925,session,0train,288,4,0.2881944444444444,0.2881944444444444,0.375,0.5,0.08333333333333333,0.19444444444444445
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260925,session,1test,288,4,0.34375,0.34375,0.4722222222222222,0.4444444444444444,0.09722222222222222,0.3611111111111111
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260926,artifact,False,548,4,0.2961593615195646,0.2956204379562044,0.6014492753623188,0.45925925925925926,0.021739130434782608,0.10218978102189781
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260926,artifact,True,28,4,0.3968253968253968,0.42857142857142855,0.6666666666666666,0.7777777777777778,0.0,0.14285714285714285
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260926,session,0train,288,4,0.2916666666666667,0.2916666666666667,0.5138888888888888,0.5555555555555556,0.013888888888888888,0.08333333333333333
Q9-E002/MID_8_30_Q8_EPOCHS,7,20260926,session,1test,288,4,0.3125,0.3125,0.6944444444444444,0.4027777777777778,0.027777777777777776,0.125
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260924,artifact,False,535,4,0.5817708742784409,0.5813084112149532,0.7954545454545454,0.9477611940298507,0.13533834586466165,0.4485294117647059
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260924,artifact,True,41,4,0.5554924242424243,0.5609756097560976,0.5833333333333334,0.9,0.36363636363636365,0.375
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260924,session,0train,288,4,0.6076388888888888,0.6076388888888888,0.7638888888888888,0.9444444444444444,0.20833333333333334,0.5138888888888888
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260924,session,1test,288,4,0.5520833333333334,0.5520833333333334,0.7916666666666666,0.9444444444444444,0.09722222222222222,0.375
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260925,artifact,False,535,4,0.6542601052775606,0.6542056074766355,0.7045454545454546,0.8955223880597015,0.43609022556390975,0.5808823529411765
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260925,artifact,True,41,4,0.6009469696969697,0.6097560975609756,0.5833333333333334,0.9,0.5454545454545454,0.375
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260925,session,0train,288,4,0.6388888888888888,0.6388888888888888,0.6527777777777778,0.8888888888888888,0.4722222222222222,0.5416666666666666
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260925,session,1test,288,4,0.6631944444444444,0.6631944444444444,0.7361111111111112,0.9027777777777778,0.4166666666666667,0.5972222222222222
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260926,artifact,False,535,4,0.6215220162906268,0.6205607476635514,0.7954545454545454,0.9104477611940298,0.3684210526315789,0.4117647058823529
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260926,artifact,True,41,4,0.5971590909090909,0.6097560975609756,0.75,0.9,0.36363636363636365,0.375
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260926,session,0train,288,4,0.6111111111111112,0.6111111111111112,0.7777777777777778,0.9166666666666666,0.3472222222222222,0.4027777777777778
Q9-E002/MID_8_30_Q8_EPOCHS,8,20260926,session,1test,288,4,0.6284722222222222,0.6284722222222222,0.8055555555555556,0.9027777777777778,0.3888888888888889,0.4166666666666667
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260924,artifact,False,501,4,0.5341275057040418,0.5289421157684631,0.7033898305084746,0.6328125,0.19230769230769232,0.608
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260924,artifact,True,75,4,0.47378361769809135,0.49333333333333335,0.5384615384615384,0.6875,0.14285714285714285,0.5263157894736842
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260924,session,0train,288,4,0.5729166666666666,0.5729166666666666,0.875,0.6944444444444444,0.125,0.5972222222222222
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260924,session,1test,288,4,0.4756944444444444,0.4756944444444444,0.4722222222222222,0.5833333333333334,0.25,0.5972222222222222
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260925,artifact,False,501,4,0.5854334867992177,0.5808383233532934,0.6864406779661016,0.4140625,0.36923076923076925,0.872
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260925,artifact,True,75,4,0.6156828368999422,0.6266666666666667,0.5769230769230769,0.5625,0.42857142857142855,0.8947368421052632
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260925,session,0train,288,4,0.6180555555555556,0.6180555555555556,0.7777777777777778,0.4861111111111111,0.3333333333333333,0.875
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260925,session,1test,288,4,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.375,0.4166666666666667,0.875
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260926,artifact,False,501,4,0.5215973353976532,0.5169660678642715,0.559322033898305,0.359375,0.2076923076923077,0.96
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260926,artifact,True,75,4,0.4840948525159051,0.49333333333333335,0.34615384615384615,0.5,0.14285714285714285,0.9473684210526315
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260926,session,0train,288,4,0.5729166666666666,0.5729166666666666,0.6388888888888888,0.4861111111111111,0.20833333333333334,0.9583333333333334
Q9-E002/MID_8_30_Q8_EPOCHS,9,20260926,session,1test,288,4,0.4548611111111111,0.4548611111111111,0.4027777777777778,0.2638888888888889,0.19444444444444445,0.9583333333333334
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260924,artifact,False,554,4,0.5909842837975166,0.592057761732852,0.8714285714285714,0.6834532374100719,0.6496350364963503,0.15942028985507245
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260924,artifact,True,22,4,0.47738095238095235,0.4090909090909091,1.0,0.6,0.14285714285714285,0.16666666666666666
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260924,session,0train,288,4,0.59375,0.59375,0.8472222222222222,0.6805555555555556,0.625,0.2222222222222222
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260924,session,1test,288,4,0.576388888888889,0.5763888888888888,0.9027777777777778,0.6805555555555556,0.625,0.09722222222222222
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260925,artifact,False,554,4,0.6205278652355806,0.6209386281588448,0.65,0.9496402877697842,0.781021897810219,0.10144927536231885
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260925,artifact,True,22,4,0.4863095238095238,0.45454545454545453,0.75,0.6,0.42857142857142855,0.16666666666666666
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260925,session,0train,288,4,0.59375,0.59375,0.625,0.8888888888888888,0.7222222222222222,0.1388888888888889
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260925,session,1test,288,4,0.6354166666666667,0.6354166666666666,0.6805555555555556,0.9861111111111112,0.8055555555555556,0.06944444444444445
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260926,artifact,False,554,4,0.602168577510481,0.6028880866425993,0.8142857142857143,0.7553956834532374,0.781021897810219,0.057971014492753624
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260926,artifact,True,22,4,0.5845238095238096,0.5454545454545454,1.0,0.6,0.5714285714285714,0.16666666666666666
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260926,session,0train,288,4,0.5902777777777778,0.5902777777777778,0.7916666666666666,0.7777777777777778,0.6944444444444444,0.09722222222222222
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,1,20260926,session,1test,288,4,0.611111111111111,0.6111111111111112,0.8472222222222222,0.7222222222222222,0.8472222222222222,0.027777777777777776
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260924,artifact,False,553,4,0.306458477110651,0.3074141048824593,0.7898550724637681,0.25,0.007407407407407408,0.17857142857142858
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260924,artifact,True,23,4,0.4375,0.391304347826087,1.0,0.75,0.0,0.0
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260924,session,0train,288,4,0.3194444444444444,0.3194444444444444,0.7916666666666666,0.2777777777777778,0.0,0.20833333333333334
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260924,session,1test,288,4,0.3020833333333333,0.3020833333333333,0.8055555555555556,0.25,0.013888888888888888,0.1388888888888889
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260925,artifact,False,553,4,0.27263917644352426,0.2694394213381555,0.07971014492753623,0.2785714285714286,0.7037037037037037,0.02857142857142857
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260925,artifact,True,23,4,0.2569444444444444,0.34782608695652173,0.0,0.25,0.7777777777777778,0.0
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260925,session,0train,288,4,0.2638888888888889,0.2638888888888889,0.09722222222222222,0.20833333333333334,0.7222222222222222,0.027777777777777776
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260925,session,1test,288,4,0.28125,0.28125,0.05555555555555555,0.3472222222222222,0.6944444444444444,0.027777777777777776
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260926,artifact,False,553,4,0.2799948240165631,0.2766726943942134,0.2318840579710145,0.21428571428571427,0.6666666666666666,0.007142857142857143
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260926,artifact,True,23,4,0.2361111111111111,0.2608695652173913,0.0,0.5,0.4444444444444444,0.0
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260926,session,0train,288,4,0.2534722222222222,0.2534722222222222,0.20833333333333334,0.20833333333333334,0.5833333333333334,0.013888888888888888
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,2,20260926,session,1test,288,4,0.2986111111111111,0.2986111111111111,0.2361111111111111,0.2361111111111111,0.7222222222222222,0.0
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260924,artifact,False,543,4,0.6337892538585843,0.6335174953959485,0.6691176470588235,0.6376811594202898,0.8283582089552238,0.4
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260924,artifact,True,33,4,0.5875,0.5757575757575758,0.75,0.6666666666666666,0.6,0.3333333333333333
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260924,session,0train,288,4,0.6145833333333334,0.6145833333333334,0.7361111111111112,0.6666666666666666,0.8055555555555556,0.25
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260924,session,1test,288,4,0.6458333333333334,0.6458333333333334,0.6111111111111112,0.6111111111111112,0.8194444444444444,0.5416666666666666
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260925,artifact,False,543,4,0.6546599995900011,0.6537753222836096,0.8161764705882353,0.463768115942029,0.7238805970149254,0.6148148148148148
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260925,artifact,True,33,4,0.6743055555555555,0.6666666666666666,0.875,0.6666666666666666,0.6,0.5555555555555556
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260925,session,0train,288,4,0.6458333333333334,0.6458333333333334,0.8611111111111112,0.5555555555555556,0.7222222222222222,0.4444444444444444
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260925,session,1test,288,4,0.6631944444444444,0.6631944444444444,0.7777777777777778,0.3888888888888889,0.7083333333333334,0.7777777777777778
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260926,artifact,False,543,4,0.5623655663144917,0.5616942909760589,0.14705882352941177,0.6231884057971014,0.6940298507462687,0.7851851851851852
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260926,artifact,True,33,4,0.5423611111111111,0.5454545454545454,0.125,0.6666666666666666,0.6,0.7777777777777778
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260926,session,0train,288,4,0.5902777777777778,0.5902777777777778,0.1388888888888889,0.7361111111111112,0.7638888888888888,0.7222222222222222
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,3,20260926,session,1test,288,4,0.53125,0.53125,0.1527777777777778,0.5138888888888888,0.6111111111111112,0.8472222222222222
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260924,artifact,False,490,4,0.37929244389482447,0.38571428571428573,0.03305785123966942,0.8225806451612904,0.6111111111111112,0.05042016806722689
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260924,artifact,True,86,4,0.38916666666666666,0.3488372093023256,0.0,0.85,0.6666666666666666,0.04
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260924,session,0train,288,4,0.3784722222222222,0.3784722222222222,0.041666666666666664,0.7638888888888888,0.6527777777777778,0.05555555555555555
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260924,session,1test,288,4,0.3819444444444444,0.3819444444444444,0.013888888888888888,0.8888888888888888,0.5833333333333334,0.041666666666666664
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260925,artifact,False,490,4,0.3942488663465031,0.4,0.12396694214876033,0.6290322580645161,0.7063492063492064,0.11764705882352941
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260925,artifact,True,86,4,0.37781400966183576,0.3372093023255814,0.043478260869565216,0.65,0.7777777777777778,0.04
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260925,session,0train,288,4,0.3541666666666667,0.3541666666666667,0.125,0.5277777777777778,0.7083333333333334,0.05555555555555555
Q9-E002/MU_BETA_SHARED_Q8_EPOCHS,4,20260925,session,1test,288,4,0.42708333333333337,0.4270833333333333,0.09722222222222222,0.7361111111111112,0.7222222222222222,0.1527777777777778
