fold,subject,selected_epochs,selection_rule,selected_mean_rank,selection_seed,target_result_used
loso_s1,1,25,mean_rank,12.25,20260923,False
loso_s2,2,17,mean_rank,10.25,20260923,False
loso_s3,3,17,mean_rank,10.0,20260923,False
loso_s4,4,16,mean_rank,5.5,20260923,False
loso_s5,5,24,mean_rank,12.75,20260923,False
loso_s6,6,15,mean_rank,10.5,20260923,False
loso_s7,7,21,mean_rank,9.5,20260923,False
loso_s8,8,23,mean_rank,11.0,20260923,False
loso_s9,9,12,mean_rank,6.5,20260923,False
