fold,subject,selected_epochs,selection_rule,selected_mean_rank,selection_seed,target_result_used
loso_s1,1,4,mean_rank,5.0,20260923,False
loso_s2,2,1,mean_rank,8.0,20260923,False
loso_s3,3,1,mean_rank,5.5,20260923,False
loso_s4,4,1,mean_rank,6.0,20260923,False
loso_s5,5,1,mean_rank,7.5,20260923,False
loso_s6,6,19,mean_rank,11.0,20260923,False
loso_s7,7,23,mean_rank,10.25,20260923,False
loso_s8,8,16,mean_rank,9.75,20260923,False
loso_s9,9,24,mean_rank,11.5,20260923,False
