epoch,train_ce,val_ce
1,1.388255821333991,1.3875784675280254
2,1.3615907077436094,1.3925008641348944
3,1.3302707605891757,1.390211370256212
4,1.301510989665985,1.3688750267028809
5,1.27425276350092,1.3290448387463887
6,1.229951626724667,1.2529557016160753
7,1.1776502309022125,1.240691085656484
8,1.1415205001831055,1.2264180647002325
9,1.1113276547855802,1.2508583731121488
10,1.0934077534410689,1.2324454188346863
11,1.0621910923057132,1.3111854129367404
12,1.0636788981932181,1.2953609625498455
13,1.0589643352561526,1.2981145117017958
14,1.0499565910409998,1.3306468923886616
15,1.0442610062934734,1.2898187802897558
16,1.0284479845453192,1.3218345906999376
17,1.0231689601032823,1.3071247935295105
18,1.0390953520933788,1.3806851903597515
19,1.0148533229474668,1.3682310581207275
20,1.0117428324840687,1.3655327028698392
21,0.9994194938076867,1.3686785631709628
22,1.0055224707833044,1.3738258017434015
23,0.9920882792384537,1.3766958249939814
24,0.9945091859058097,1.3663911918799083
25,0.9873718630384516,1.4065175321367052
26,0.9943402983524181,1.405719472302331
27,0.9837396376662784,1.4241460694207086
28,0.9785432959044421,1.4316362804836698
29,0.9923771763289416,1.4319985111554463
30,0.9826682695636043,1.4373968707190619
31,0.9830885838579249,1.4532264934645758
32,0.9802961658548426,1.3902025487687852
33,0.9718513599148503,1.4104268021053739
34,0.968896445300844,1.4015617370605469
35,0.9936083168895157,1.39961349301868
36,0.979964159153126,1.38124770588345
37,0.9585673499990393,1.4302617775069342
38,0.9703810214996338,1.4532217913203769
39,0.9551277072341354,1.452518794271681
40,0.9560873685059724,1.4312729636828105
