fold,subject,selected_epochs,selection_rule,selected_mean_rank,selection_seed,target_result_used
loso_s1,1,9,mean_rank,8.75,20260923,False
loso_s2,2,1,mean_rank,11.25,20260923,False
loso_s3,3,6,mean_rank,6.0,20260923,False
loso_s4,4,6,mean_rank,6.25,20260923,False
loso_s5,5,20,mean_rank,11.25,20260923,False
loso_s6,6,5,mean_rank,4.0,20260923,False
loso_s7,7,7,mean_rank,9.25,20260923,False
loso_s8,8,7,mean_rank,13.5,20260923,False
loso_s9,9,8,mean_rank,6.25,20260923,False
