subject,model,seed,n_trials,balanced_accuracy,true_left_pred_left,true_left_pred_right,true_right_pred_left,true_right_pred_right,predicted_left_share
40,CSP4_LDA,deterministic,45,0.5565476190476191,19,2,19,5,0.8444444444444444
40,MU_BETA_SHARED,20260924,45,0.36904761904761907,5,16,12,12,0.37777777777777777
40,MU_BETA_SHARED,20260925,45,0.5148809523809523,12,9,13,11,0.5555555555555556
40,MU_BETA_SHARED,20260926,45,0.5446428571428572,15,6,15,9,0.6666666666666666
41,BROAD_EEGNET,20260924,45,0.6666666666666666,16,8,7,14,0.5111111111111111
41,BROAD_EEGNET,20260925,45,0.5029761904761905,15,9,13,8,0.6222222222222222
41,BROAD_EEGNET,20260926,45,0.5089285714285714,5,19,4,17,0.2
41,CSP4_LDA,deterministic,45,0.6547619047619048,12,12,4,17,0.35555555555555557
41,MU_BETA_SHARED,20260924,45,0.5327380952380952,21,3,17,4,0.8444444444444444
41,MU_BETA_SHARED,20260925,45,0.6339285714285714,19,5,11,10,0.6666666666666666
41,MU_BETA_SHARED,20260926,45,0.5744047619047619,23,1,17,4,0.8888888888888888
42,BROAD_EEGNET,20260924,45,0.6956521739130435,22,0,14,9,0.8
42,BROAD_EEGNET,20260925,45,0.5,22,0,23,0,1.0
42,BROAD_EEGNET,20260926,45,0.8695652173913043,22,0,6,17,0.6222222222222222
42,CSP4_LDA,deterministic,45,0.6136363636363636,5,17,0,23,0.1111111111111111
42,MU_BETA_SHARED,20260924,45,0.6956521739130435,22,0,14,9,0.8
42,MU_BETA_SHARED,20260925,45,0.6304347826086957,22,0,17,6,0.8666666666666667
42,MU_BETA_SHARED,20260926,45,0.6956521739130435,22,0,14,9,0.8
43,BROAD_EEGNET,20260924,45,0.8468379446640316,17,6,1,21,0.4
43,BROAD_EEGNET,20260925,45,0.8023715415019763,16,7,2,20,0.4
43,BROAD_EEGNET,20260926,45,0.7984189723320159,20,3,6,16,0.5777777777777777
43,CSP4_LDA,deterministic,45,0.7519762845849802,21,2,9,13,0.6666666666666666
43,MU_BETA_SHARED,20260924,45,0.7588932806324111,14,9,2,20,0.35555555555555557
43,MU_BETA_SHARED,20260925,45,0.8013833992094861,17,6,3,19,0.4444444444444444
43,MU_BETA_SHARED,20260926,45,0.7806324110671936,15,8,2,20,0.37777777777777777
44,BROAD_EEGNET,20260924,45,0.7786561264822134,18,4,6,17,0.5333333333333333
44,BROAD_EEGNET,20260925,45,0.7144268774703557,19,3,10,13,0.6444444444444445
44,BROAD_EEGNET,20260926,45,0.7766798418972332,16,6,4,19,0.4444444444444444
44,CSP4_LDA,deterministic,45,0.5009881422924901,1,21,1,22,0.044444444444444446
44,MU_BETA_SHARED,20260924,45,0.7569169960474309,18,4,7,16,0.5555555555555556
44,MU_BETA_SHARED,20260925,45,0.7569169960474309,18,4,7,16,0.5555555555555556
44,MU_BETA_SHARED,20260926,45,0.7786561264822134,18,4,6,17,0.5333333333333333
45,BROAD_EEGNET,20260924,45,0.6146245059288538,22,1,16,6,0.8444444444444444
45,BROAD_EEGNET,20260925,45,0.5948616600790514,19,4,14,8,0.7333333333333333
45,BROAD_EEGNET,20260926,45,0.6867588932806324,18,5,9,13,0.6
45,CSP4_LDA,deterministic,45,0.6007905138339921,13,10,8,14,0.4666666666666667
45,MU_BETA_SHARED,20260924,45,0.592885375494071,21,2,16,6,0.8222222222222222
45,MU_BETA_SHARED,20260925,45,0.5484189723320158,20,3,17,5,0.8222222222222222
45,MU_BETA_SHARED,20260926,45,0.5711462450592886,20,3,16,6,0.8
46,BROAD_EEGNET,20260924,45,0.6462450592885376,13,10,6,16,0.4222222222222222
46,BROAD_EEGNET,20260925,45,0.6897233201581028,15,8,6,16,0.4666666666666667
46,BROAD_EEGNET,20260926,45,0.8221343873517787,19,4,4,18,0.5111111111111111
46,CSP4_LDA,deterministic,45,0.5227272727272727,23,0,21,1,0.9777777777777777
46,MU_BETA_SHARED,20260924,45,0.6887351778656126,16,7,7,15,0.5111111111111111
46,MU_BETA_SHARED,20260925,45,0.7302371541501976,20,3,9,13,0.6444444444444445
46,MU_BETA_SHARED,20260926,45,0.6640316205533596,18,5,10,12,0.6222222222222222
47,BROAD_EEGNET,20260924,45,0.5357142857142857,20,4,16,5,0.8
47,BROAD_EEGNET,20260925,45,0.5833333333333334,20,4,14,7,0.7555555555555555
47,BROAD_EEGNET,20260926,45,0.5892857142857143,10,14,5,16,0.3333333333333333
47,CSP4_LDA,deterministic,45,0.46130952380952384,21,3,20,1,0.9111111111111111
47,MU_BETA_SHARED,20260924,45,0.5327380952380952,21,3,17,4,0.8444444444444444
47,MU_BETA_SHARED,20260925,45,0.5625,19,5,14,7,0.7333333333333333
47,MU_BETA_SHARED,20260926,45,0.5297619047619048,22,2,18,3,0.8888888888888888
48,BROAD_EEGNET,20260924,45,0.6729249011857708,21,1,14,9,0.7777777777777778
48,BROAD_EEGNET,20260925,45,0.7164031620553359,21,1,12,11,0.7333333333333333
48,BROAD_EEGNET,20260926,45,0.6719367588932806,20,2,13,10,0.7333333333333333
48,CSP4_LDA,deterministic,45,0.5207509881422925,21,1,21,2,0.9333333333333333
48,MU_BETA_SHARED,20260924,45,0.6709486166007905,19,3,12,11,0.6888888888888889
48,MU_BETA_SHARED,20260925,45,0.7391304347826086,22,0,12,11,0.7555555555555555
48,MU_BETA_SHARED,20260926,45,0.7134387351778657,18,4,9,14,0.6
49,BROAD_EEGNET,20260924,45,0.5217391304347826,1,22,0,22,0.022222222222222223
49,BROAD_EEGNET,20260925,45,0.5,0,23,0,22,0.0
49,BROAD_EEGNET,20260926,45,0.5434782608695652,2,21,0,22,0.044444444444444446
49,CSP4_LDA,deterministic,45,0.7164031620553359,11,12,1,21,0.26666666666666666
49,MU_BETA_SHARED,20260924,45,0.5,0,23,0,22,0.0
49,MU_BETA_SHARED,20260925,45,0.5434782608695652,2,21,0,22,0.044444444444444446
49,MU_BETA_SHARED,20260926,45,0.6304347826086957,6,17,0,22,0.13333333333333333
5,BROAD_EEGNET,20260924,45,0.5,0,21,0,24,0.0
5,BROAD_EEGNET,20260925,45,0.4821428571428571,1,20,2,22,0.06666666666666667
5,BROAD_EEGNET,20260926,45,0.4791666666666667,0,21,1,23,0.022222222222222223
5,CSP4_LDA,deterministic,45,0.5,21,0,24,0,1.0
5,MU_BETA_SHARED,20260924,45,0.5,0,21,0,24,0.0
5,MU_BETA_SHARED,20260925,45,0.4791666666666667,0,21,1,23,0.022222222222222223
5,MU_BETA_SHARED,20260926,45,0.5,0,21,0,24,0.0
50,BROAD_EEGNET,20260924,45,0.5247035573122529,21,2,19,3,0.8888888888888888
50,BROAD_EEGNET,20260925,45,0.5009881422924901,22,1,21,1,0.9555555555555556
50,BROAD_EEGNET,20260926,45,0.5464426877470356,22,1,19,3,0.9111111111111111
50,CSP4_LDA,deterministic,45,0.5,23,0,22,0,1.0
50,MU_BETA_SHARED,20260924,45,0.5691699604743083,22,1,18,4,0.8888888888888888
50,MU_BETA_SHARED,20260925,45,0.5227272727272727,23,0,21,1,0.9777777777777777
50,MU_BETA_SHARED,20260926,45,0.4782608695652174,22,1,22,0,0.9777777777777777
51,BROAD_EEGNET,20260924,45,0.4196428571428571,11,13,13,8,0.5333333333333333
51,BROAD_EEGNET,20260925,45,0.5684523809523809,9,15,5,16,0.3111111111111111
51,BROAD_EEGNET,20260926,45,0.5595238095238095,4,20,1,20,0.1111111111111111
51,CSP4_LDA,deterministic,45,0.5,24,0,21,0,1.0
51,MU_BETA_SHARED,20260924,45,0.47619047619047616,16,8,15,6,0.6888888888888889
51,MU_BETA_SHARED,20260925,45,0.5505952380952381,7,17,4,17,0.24444444444444444
51,MU_BETA_SHARED,20260926,45,0.5297619047619048,22,2,18,3,0.8888888888888888
52,BROAD_EEGNET,20260924,45,0.7678571428571428,22,2,8,13,0.6666666666666666
52,BROAD_EEGNET,20260925,45,0.6279761904761905,21,3,13,8,0.7555555555555555
52,BROAD_EEGNET,20260926,45,0.6994047619047619,21,3,10,11,0.6888888888888889
52,CSP4_LDA,deterministic,45,0.5,24,0,21,0,1.0
52,MU_BETA_SHARED,20260924,45,0.7767857142857142,19,5,5,16,0.5333333333333333
52,MU_BETA_SHARED,20260925,45,0.7202380952380952,22,2,10,11,0.7111111111111111
52,MU_BETA_SHARED,20260926,45,0.7023809523809523,20,4,9,12,0.6444444444444445
53,BROAD_EEGNET,20260924,45,0.45948616600790515,3,19,5,18,0.17777777777777778
53,BROAD_EEGNET,20260925,45,0.5464426877470356,3,19,1,22,0.08888888888888889
53,BROAD_EEGNET,20260926,45,0.5266798418972332,5,17,4,19,0.2
53,CSP4_LDA,deterministic,45,0.5,22,0,23,0,1.0
53,MU_BETA_SHARED,20260924,45,0.48221343873517786,4,18,5,18,0.2
53,MU_BETA_SHARED,20260925,45,0.5474308300395256,4,18,2,21,0.13333333333333333
53,MU_BETA_SHARED,20260926,45,0.5474308300395256,4,18,2,21,0.13333333333333333
54,BROAD_EEGNET,20260924,45,0.7124505928853755,15,8,5,17,0.4444444444444444
54,BROAD_EEGNET,20260925,45,0.6897233201581028,15,8,6,16,0.4666666666666667
54,BROAD_EEGNET,20260926,45,0.7796442687747036,16,7,3,19,0.4222222222222222
54,CSP4_LDA,deterministic,45,0.5148221343873518,8,15,7,15,0.3333333333333333
54,MU_BETA_SHARED,20260924,45,0.691699604743083,13,10,4,18,0.37777777777777777
54,MU_BETA_SHARED,20260925,45,0.7351778656126482,15,8,4,18,0.4222222222222222
54,MU_BETA_SHARED,20260926,45,0.6699604743083004,12,11,4,18,0.35555555555555557
55,BROAD_EEGNET,20260924,45,0.9090909090909092,23,0,4,18,0.6
55,BROAD_EEGNET,20260925,45,0.9110671936758893,21,2,2,20,0.5111111111111111
55,BROAD_EEGNET,20260926,45,0.9130434782608696,19,4,0,22,0.4222222222222222
55,CSP4_LDA,deterministic,45,0.6877470355731226,17,6,8,14,0.5555555555555556
55,MU_BETA_SHARED,20260924,45,0.8646245059288538,22,1,5,17,0.6
55,MU_BETA_SHARED,20260925,45,0.9120553359683794,20,3,1,21,0.4666666666666667
55,MU_BETA_SHARED,20260926,45,0.9090909090909092,23,0,4,18,0.6
56,BROAD_EEGNET,20260924,45,0.7154150197628458,20,2,11,12,0.6888888888888889
56,BROAD_EEGNET,20260925,45,0.6719367588932806,20,2,13,10,0.7333333333333333
56,BROAD_EEGNET,20260926,45,0.691699604743083,18,4,10,13,0.6222222222222222
56,CSP4_LDA,deterministic,45,0.5148221343873518,15,7,15,8,0.6666666666666666
56,MU_BETA_SHARED,20260924,45,0.8458498023715415,20,2,5,18,0.5555555555555556
56,MU_BETA_SHARED,20260925,45,0.6926877470355731,19,3,11,12,0.6666666666666666
56,MU_BETA_SHARED,20260926,45,0.7588932806324111,20,2,9,14,0.6444444444444445
57,BROAD_EEGNET,20260924,45,0.5357142857142857,4,20,2,19,0.13333333333333333
57,BROAD_EEGNET,20260925,45,0.5535714285714286,6,18,3,18,0.2
57,BROAD_EEGNET,20260926,45,0.5059523809523809,6,18,5,16,0.24444444444444444
57,CSP4_LDA,deterministic,45,0.5952380952380952,24,0,17,4,0.9111111111111111
57,MU_BETA_SHARED,20260924,45,0.5803571428571428,5,19,1,20,0.13333333333333333
57,MU_BETA_SHARED,20260925,45,0.4880952380952381,4,20,4,17,0.17777777777777778
57,MU_BETA_SHARED,20260926,45,0.44047619047619047,4,20,6,15,0.2222222222222222
58,BROAD_EEGNET,20260924,45,0.5416666666666666,2,22,0,21,0.044444444444444446
58,BROAD_EEGNET,20260925,45,0.5,0,24,0,21,0.0
58,BROAD_EEGNET,20260926,45,0.5833333333333334,4,20,0,21,0.08888888888888889
58,CSP4_LDA,deterministic,45,0.5267857142857143,23,1,19,2,0.9333333333333333
58,MU_BETA_SHARED,20260924,45,0.5416666666666666,2,22,0,21,0.044444444444444446
58,MU_BETA_SHARED,20260925,45,0.5416666666666666,2,22,0,21,0.044444444444444446
58,MU_BETA_SHARED,20260926,45,0.5625,3,21,0,21,0.06666666666666667
59,BROAD_EEGNET,20260924,45,0.41369047619047616,13,11,15,6,0.6222222222222222
59,BROAD_EEGNET,20260925,45,0.5684523809523809,17,7,12,9,0.6444444444444445
59,BROAD_EEGNET,20260926,45,0.4255952380952381,9,15,11,10,0.4444444444444444
59,CSP4_LDA,deterministic,45,0.5,24,0,21,0,1.0
59,MU_BETA_SHARED,20260924,45,0.49404761904761907,18,6,16,5,0.7555555555555555
59,MU_BETA_SHARED,20260925,45,0.5595238095238095,20,4,15,6,0.7777777777777778
59,MU_BETA_SHARED,20260926,45,0.48511904761904756,13,11,12,9,0.5555555555555556
6,BROAD_EEGNET,20260924,45,0.49404761904761907,2,22,2,19,0.08888888888888889
6,BROAD_EEGNET,20260925,45,0.5119047619047619,4,20,3,18,0.15555555555555556
6,BROAD_EEGNET,20260926,45,0.5178571428571428,2,22,1,20,0.06666666666666667
6,CSP4_LDA,deterministic,45,0.46130952380952384,21,3,20,1,0.9111111111111111
6,MU_BETA_SHARED,20260924,45,0.47023809523809523,2,22,3,18,0.1111111111111111
6,MU_BETA_SHARED,20260925,45,0.46428571428571425,4,20,5,16,0.2
6,MU_BETA_SHARED,20260926,45,0.4285714285714286,8,16,10,11,0.4
60,BROAD_EEGNET,20260924,45,0.7806324110671936,15,8,2,20,0.37777777777777777
60,BROAD_EEGNET,20260925,45,0.7351778656126482,15,8,4,18,0.4222222222222222
60,BROAD_EEGNET,20260926,45,0.8656126482213439,21,2,4,18,0.5555555555555556
60,CSP4_LDA,deterministic,45,0.4782608695652174,22,1,22,0,0.9777777777777777
60,MU_BETA_SHARED,20260924,45,0.7806324110671936,15,8,2,20,0.37777777777777777
60,MU_BETA_SHARED,20260925,45,0.7786561264822134,17,6,4,18,0.4666666666666667
60,MU_BETA_SHARED,20260926,45,0.7994071146245059,19,4,5,17,0.5333333333333333
61,BROAD_EEGNET,20260924,45,0.6650197628458498,13,9,6,17,0.4222222222222222
61,BROAD_EEGNET,20260925,45,0.7114624505928854,16,6,7,16,0.5111111111111111
61,BROAD_EEGNET,20260926,45,0.7549407114624507,16,6,5,18,0.4666666666666667
61,CSP4_LDA,deterministic,45,0.7341897233201581,17,5,7,16,0.5333333333333333
61,MU_BETA_SHARED,20260924,45,0.7312252964426877,14,8,4,19,0.4
61,MU_BETA_SHARED,20260925,45,0.7104743083003953,15,7,6,17,0.4666666666666667
61,MU_BETA_SHARED,20260926,45,0.6857707509881423,12,10,4,19,0.35555555555555557
62,BROAD_EEGNET,20260924,45,0.9090909090909092,23,0,4,18,0.6
62,BROAD_EEGNET,20260925,45,0.9318181818181819,23,0,3,19,0.5777777777777777
62,BROAD_EEGNET,20260926,45,0.8873517786561265,22,1,4,18,0.5777777777777777
62,CSP4_LDA,deterministic,45,0.45652173913043476,21,2,22,0,0.9555555555555556
62,MU_BETA_SHARED,20260924,45,0.9090909090909092,23,0,4,18,0.6
62,MU_BETA_SHARED,20260925,45,0.9328063241106719,22,1,2,20,0.5333333333333333
62,MU_BETA_SHARED,20260926,45,0.8873517786561265,22,1,4,18,0.5777777777777777
63,BROAD_EEGNET,20260924,45,0.5365612648221344,15,7,14,9,0.6444444444444445
63,BROAD_EEGNET,20260925,45,0.5968379446640316,10,12,6,17,0.35555555555555557
63,BROAD_EEGNET,20260926,45,0.48320158102766797,5,17,6,17,0.24444444444444444
63,CSP4_LDA,deterministic,45,0.5642292490118577,21,1,19,4,0.8888888888888888
63,MU_BETA_SHARED,20260924,45,0.5345849802371542,13,9,12,11,0.5555555555555556
63,MU_BETA_SHARED,20260925,45,0.5573122529644269,14,8,12,11,0.5777777777777777
63,MU_BETA_SHARED,20260926,45,0.6195652173913043,11,11,6,17,0.37777777777777777
64,BROAD_EEGNET,20260924,45,0.6472332015810276,12,11,5,17,0.37777777777777777
64,BROAD_EEGNET,20260925,45,0.6472332015810276,12,11,5,17,0.37777777777777777
64,BROAD_EEGNET,20260926,45,0.5622529644268774,6,17,3,19,0.2
64,CSP4_LDA,deterministic,45,0.5187747035573123,4,19,3,19,0.15555555555555556
64,MU_BETA_SHARED,20260924,45,0.6225296442687747,14,9,8,14,0.4888888888888889
64,MU_BETA_SHARED,20260925,45,0.6482213438735178,11,12,4,18,0.3333333333333333
64,MU_BETA_SHARED,20260926,45,0.6877470355731226,17,6,8,14,0.5555555555555556
65,BROAD_EEGNET,20260924,45,0.6607142857142857,18,6,9,12,0.6
65,BROAD_EEGNET,20260925,45,0.7261904761904763,20,4,8,13,0.6222222222222222
65,BROAD_EEGNET,20260926,45,0.6815476190476191,19,5,9,12,0.6222222222222222
65,CSP4_LDA,deterministic,45,0.6339285714285714,19,5,11,10,0.6666666666666666
65,MU_BETA_SHARED,20260924,45,0.75,20,4,7,14,0.6
65,MU_BETA_SHARED,20260925,45,0.7470238095238095,21,3,8,13,0.6444444444444445
65,MU_BETA_SHARED,20260926,45,0.7708333333333333,21,3,7,14,0.6222222222222222
66,BROAD_EEGNET,20260924,45,0.5632411067193676,20,2,18,5,0.8444444444444444
66,BROAD_EEGNET,20260925,45,0.5622529644268774,19,3,17,6,0.8
66,BROAD_EEGNET,20260926,45,0.5158102766798419,16,6,16,7,0.7111111111111111
66,CSP4_LDA,deterministic,45,0.5523715415019763,9,13,7,16,0.35555555555555557
66,MU_BETA_SHARED,20260924,45,0.5830039525691699,18,4,15,8,0.7333333333333333
66,MU_BETA_SHARED,20260925,45,0.5385375494071146,17,5,16,7,0.7333333333333333
66,MU_BETA_SHARED,20260926,45,0.5632411067193676,20,2,18,5,0.8444444444444444
67,BROAD_EEGNET,20260924,45,0.5049407114624506,5,17,5,18,0.2222222222222222
67,BROAD_EEGNET,20260925,45,0.5247035573122529,3,19,2,21,0.1111111111111111
67,BROAD_EEGNET,20260926,45,0.45750988142292487,1,21,3,20,0.08888888888888889
67,CSP4_LDA,deterministic,45,0.5217391304347826,22,0,22,1,0.9777777777777777
67,MU_BETA_SHARED,20260924,45,0.5721343873517787,7,15,4,19,0.24444444444444444
67,MU_BETA_SHARED,20260925,45,0.48122529644268774,3,19,4,19,0.15555555555555556
67,MU_BETA_SHARED,20260926,45,0.4624505928853755,6,16,8,15,0.3111111111111111
68,BROAD_EEGNET,20260924,45,0.6462450592885376,16,6,10,13,0.5777777777777777
68,BROAD_EEGNET,20260925,45,0.7154150197628458,20,2,11,12,0.6888888888888889
68,BROAD_EEGNET,20260926,45,0.6254940711462451,17,5,12,11,0.6444444444444445
68,CSP4_LDA,deterministic,45,0.5,22,0,23,0,1.0
68,MU_BETA_SHARED,20260924,45,0.6689723320158103,17,5,10,13,0.6
68,MU_BETA_SHARED,20260925,45,0.6284584980237153,20,2,15,8,0.7777777777777778
68,MU_BETA_SHARED,20260926,45,0.7588932806324111,20,2,9,14,0.6444444444444445
69,BROAD_EEGNET,20260924,45,0.5297619047619048,6,18,4,17,0.2222222222222222
69,BROAD_EEGNET,20260925,45,0.5565476190476191,5,19,2,19,0.15555555555555556
69,BROAD_EEGNET,20260926,45,0.5595238095238095,4,20,1,20,0.1111111111111111
69,CSP4_LDA,deterministic,45,0.4791666666666667,23,1,21,0,0.9777777777777777
69,MU_BETA_SHARED,20260924,45,0.5386904761904762,3,21,1,20,0.08888888888888889
69,MU_BETA_SHARED,20260925,45,0.5357142857142857,4,20,2,19,0.13333333333333333
69,MU_BETA_SHARED,20260926,45,0.5595238095238095,4,20,1,20,0.1111111111111111
7,BROAD_EEGNET,20260924,45,0.8636363636363636,23,0,6,16,0.6444444444444445
7,BROAD_EEGNET,20260925,45,0.8409090909090908,23,0,7,15,0.6666666666666666
7,BROAD_EEGNET,20260926,45,0.8448616600790514,19,4,3,19,0.4888888888888889
7,CSP4_LDA,deterministic,45,0.5474308300395256,21,2,18,4,0.8666666666666667
7,MU_BETA_SHARED,20260924,45,0.8636363636363636,23,0,6,16,0.6444444444444445
7,MU_BETA_SHARED,20260925,45,0.9318181818181819,23,0,3,19,0.5777777777777777
7,MU_BETA_SHARED,20260926,45,0.8863636363636364,23,0,5,17,0.6222222222222222
70,BROAD_EEGNET,20260924,45,0.5869565217391304,22,0,19,4,0.9111111111111111
70,BROAD_EEGNET,20260925,45,0.5434782608695652,22,0,21,2,0.9555555555555556
70,BROAD_EEGNET,20260926,45,0.5652173913043478,22,0,20,3,0.9333333333333333
70,CSP4_LDA,deterministic,45,0.5207509881422925,21,1,21,2,0.9333333333333333
70,MU_BETA_SHARED,20260924,45,0.5652173913043478,22,0,20,3,0.9333333333333333
70,MU_BETA_SHARED,20260925,45,0.5217391304347826,22,0,22,1,0.9777777777777777
70,MU_BETA_SHARED,20260926,45,0.5,22,0,23,0,1.0
71,BROAD_EEGNET,20260924,45,0.8685770750988142,21,1,5,18,0.5777777777777777
71,BROAD_EEGNET,20260925,45,0.7598814229249011,21,1,10,13,0.6888888888888889
71,BROAD_EEGNET,20260926,45,0.8478260869565217,22,0,7,16,0.6444444444444445
71,CSP4_LDA,deterministic,45,0.607707509881423,21,1,17,6,0.8444444444444444
71,MU_BETA_SHARED,20260924,45,0.8033596837944664,21,1,8,15,0.6444444444444445
71,MU_BETA_SHARED,20260925,45,0.7598814229249011,21,1,10,13,0.6888888888888889
71,MU_BETA_SHARED,20260926,45,0.7826086956521738,22,0,10,13,0.7111111111111111
72,BROAD_EEGNET,20260924,45,0.9545454545454546,20,2,0,23,0.4444444444444444
72,BROAD_EEGNET,20260925,45,0.8636363636363636,16,6,0,23,0.35555555555555557
72,BROAD_EEGNET,20260926,45,0.8181818181818181,14,8,0,23,0.3111111111111111
72,CSP4_LDA,deterministic,45,0.6709486166007905,19,3,12,11,0.6888888888888889
72,MU_BETA_SHARED,20260924,45,0.9328063241106719,20,2,1,22,0.4666666666666667
72,MU_BETA_SHARED,20260925,45,0.8409090909090908,15,7,0,23,0.3333333333333333
72,MU_BETA_SHARED,20260926,45,0.9545454545454546,20,2,0,23,0.4444444444444444
73,BROAD_EEGNET,20260924,45,0.6156126482213439,21,2,15,7,0.8
73,BROAD_EEGNET,20260925,45,0.5721343873517787,19,4,15,7,0.7555555555555555
73,BROAD_EEGNET,20260926,45,0.5543478260869565,14,9,11,11,0.5555555555555556
73,CSP4_LDA,deterministic,45,0.6373517786561265,22,1,15,7,0.8222222222222222
73,MU_BETA_SHARED,20260924,45,0.592885375494071,21,2,16,6,0.8222222222222222
73,MU_BETA_SHARED,20260925,45,0.5276679841897234,18,5,16,6,0.7555555555555555
73,MU_BETA_SHARED,20260926,45,0.5474308300395256,21,2,18,4,0.8666666666666667
74,BROAD_EEGNET,20260924,45,0.6160714285714286,9,15,3,18,0.26666666666666666
74,BROAD_EEGNET,20260925,45,0.5386904761904762,3,21,1,20,0.08888888888888889
74,BROAD_EEGNET,20260926,45,0.5535714285714286,6,18,3,18,0.2
74,CSP4_LDA,deterministic,45,0.44047619047619047,20,4,20,1,0.8888888888888888
74,MU_BETA_SHARED,20260924,45,0.5059523809523809,6,18,5,16,0.24444444444444444
74,MU_BETA_SHARED,20260925,45,0.5119047619047619,4,20,3,18,0.15555555555555556
74,MU_BETA_SHARED,20260926,45,0.5744047619047619,7,17,3,18,0.2222222222222222
75,BROAD_EEGNET,20260924,45,0.7727272727272727,12,10,0,23,0.26666666666666666
75,BROAD_EEGNET,20260925,45,0.75,11,11,0,23,0.24444444444444444
75,BROAD_EEGNET,20260926,45,0.8201581027667983,16,6,2,21,0.4
75,CSP4_LDA,deterministic,45,0.5,22,0,23,0,1.0
75,MU_BETA_SHARED,20260924,45,0.6590909090909091,7,15,0,23,0.15555555555555556
75,MU_BETA_SHARED,20260925,45,0.75,11,11,0,23,0.24444444444444444
75,MU_BETA_SHARED,20260926,45,0.7272727272727273,10,12,0,23,0.2222222222222222
76,BROAD_EEGNET,20260924,45,0.4209486166007905,11,12,14,8,0.5555555555555556
76,BROAD_EEGNET,20260925,45,0.42984189723320154,2,21,5,17,0.15555555555555556
76,BROAD_EEGNET,20260926,45,0.4762845849802371,1,22,2,20,0.06666666666666667
76,CSP4_LDA,deterministic,45,0.5,23,0,22,0,1.0
76,MU_BETA_SHARED,20260924,45,0.5296442687747036,16,7,14,8,0.6666666666666666
76,MU_BETA_SHARED,20260925,45,0.5731225296442688,18,5,14,8,0.7111111111111111
76,MU_BETA_SHARED,20260926,45,0.5247035573122529,21,2,19,3,0.8888888888888888
77,BROAD_EEGNET,20260924,45,0.6041666666666666,7,14,3,21,0.2222222222222222
77,BROAD_EEGNET,20260925,45,0.6517857142857143,9,12,3,21,0.26666666666666666
77,BROAD_EEGNET,20260926,45,0.6071428571428572,8,13,4,20,0.26666666666666666
77,CSP4_LDA,deterministic,45,0.5565476190476191,12,9,11,13,0.5111111111111111
77,MU_BETA_SHARED,20260924,45,0.6279761904761905,8,13,3,21,0.24444444444444444
77,MU_BETA_SHARED,20260925,45,0.6726190476190476,9,12,2,22,0.24444444444444444
77,MU_BETA_SHARED,20260926,45,0.5773809523809523,5,16,2,22,0.15555555555555556
78,BROAD_EEGNET,20260924,45,0.5513833992094861,17,6,14,8,0.6888888888888889
78,BROAD_EEGNET,20260925,45,0.5978260869565217,16,7,11,11,0.6
78,BROAD_EEGNET,20260926,45,0.5760869565217391,15,8,11,11,0.5777777777777777
78,CSP4_LDA,deterministic,45,0.5237154150197628,22,1,20,2,0.9333333333333333
78,MU_BETA_SHARED,20260924,45,0.5326086956521738,13,10,11,11,0.5333333333333333
78,MU_BETA_SHARED,20260925,45,0.6432806324110671,16,7,9,13,0.5555555555555556
78,MU_BETA_SHARED,20260926,45,0.575098814229249,16,7,12,10,0.6222222222222222
79,BROAD_EEGNET,20260924,45,0.5592885375494071,16,6,14,9,0.6666666666666666
79,BROAD_EEGNET,20260925,45,0.5810276679841897,16,6,13,10,0.6444444444444445
79,BROAD_EEGNET,20260926,45,0.6067193675889329,20,2,16,7,0.8
79,CSP4_LDA,deterministic,45,0.6067193675889329,20,2,16,7,0.8
79,MU_BETA_SHARED,20260924,45,0.6719367588932806,20,2,13,10,0.7333333333333333
79,MU_BETA_SHARED,20260925,45,0.46837944664031617,12,10,14,9,0.5777777777777777
79,MU_BETA_SHARED,20260926,45,0.558300395256917,15,7,13,10,0.6222222222222222
8,BROAD_EEGNET,20260924,45,0.6185770750988142,10,12,5,18,0.3333333333333333
8,BROAD_EEGNET,20260925,45,0.5958498023715415,9,13,5,18,0.3111111111111111
8,BROAD_EEGNET,20260926,45,0.5948616600790514,8,14,4,19,0.26666666666666666
8,CSP4_LDA,deterministic,45,0.5,22,0,23,0,1.0
8,MU_BETA_SHARED,20260924,45,0.6620553359683794,10,12,3,20,0.28888888888888886
8,MU_BETA_SHARED,20260925,45,0.5721343873517787,7,15,4,19,0.24444444444444444
8,MU_BETA_SHARED,20260926,45,0.5741106719367589,9,13,6,17,0.3333333333333333
80,BROAD_EEGNET,20260924,45,0.6175889328063241,19,4,13,9,0.7111111111111111
80,BROAD_EEGNET,20260925,45,0.5948616600790514,19,4,14,8,0.7333333333333333
80,BROAD_EEGNET,20260926,45,0.5711462450592886,20,3,16,6,0.8
80,CSP4_LDA,deterministic,45,0.5227272727272727,23,0,21,1,0.9777777777777777
80,MU_BETA_SHARED,20260924,45,0.5958498023715415,18,5,13,9,0.6888888888888889
80,MU_BETA_SHARED,20260925,45,0.5731225296442688,18,5,14,8,0.7111111111111111
80,MU_BETA_SHARED,20260926,45,0.592885375494071,21,2,16,6,0.8222222222222222
81,BROAD_EEGNET,20260924,45,0.5,22,0,23,0,1.0
81,BROAD_EEGNET,20260925,45,0.5,22,0,23,0,1.0
81,BROAD_EEGNET,20260926,45,0.5652173913043478,22,0,20,3,0.9333333333333333
81,CSP4_LDA,deterministic,45,0.5,0,22,0,23,0.0
