subject,model,seed,n_trials,balanced_accuracy,true_left_pred_left,true_left_pred_right,true_right_pred_left,true_right_pred_right,predicted_left_share
81,MU_BETA_SHARED,20260924,45,0.5,22,0,23,0,1.0
81,MU_BETA_SHARED,20260925,45,0.5,22,0,23,0,1.0
81,MU_BETA_SHARED,20260926,45,0.5217391304347826,22,0,22,1,0.9777777777777777
82,BROAD_EEGNET,20260924,45,0.5859683794466404,5,18,1,21,0.13333333333333333
82,BROAD_EEGNET,20260925,45,0.6946640316205533,10,13,1,21,0.24444444444444444
82,BROAD_EEGNET,20260926,45,0.5434782608695652,2,21,0,22,0.044444444444444446
82,CSP4_LDA,deterministic,45,0.5,0,23,0,22,0.0
82,MU_BETA_SHARED,20260924,45,0.6294466403162056,7,16,1,21,0.17777777777777778
82,MU_BETA_SHARED,20260925,45,0.6294466403162056,7,16,1,21,0.17777777777777778
82,MU_BETA_SHARED,20260926,45,0.6294466403162056,7,16,1,21,0.17777777777777778
83,BROAD_EEGNET,20260924,45,0.6630434782608696,11,11,4,19,0.3333333333333333
83,BROAD_EEGNET,20260925,45,0.682806324110672,9,13,1,22,0.2222222222222222
83,BROAD_EEGNET,20260926,45,0.6877470355731226,14,8,6,17,0.4444444444444444
83,CSP4_LDA,deterministic,45,0.6709486166007905,19,3,12,11,0.6888888888888889
83,MU_BETA_SHARED,20260924,45,0.6847826086956521,11,11,3,20,0.3111111111111111
83,MU_BETA_SHARED,20260925,45,0.7292490118577075,12,10,2,21,0.3111111111111111
83,MU_BETA_SHARED,20260926,45,0.7766798418972332,16,6,4,19,0.4444444444444444
84,BROAD_EEGNET,20260924,45,0.6264822134387352,10,13,4,18,0.3111111111111111
84,BROAD_EEGNET,20260925,45,0.691699604743083,13,10,4,18,0.37777777777777777
84,BROAD_EEGNET,20260926,45,0.558300395256917,10,13,7,15,0.37777777777777777
84,CSP4_LDA,deterministic,45,0.5,23,0,22,0,1.0
84,MU_BETA_SHARED,20260924,45,0.6284584980237153,8,15,2,20,0.2222222222222222
84,MU_BETA_SHARED,20260925,45,0.7124505928853755,15,8,5,17,0.4444444444444444
84,MU_BETA_SHARED,20260926,45,0.6709486166007905,11,12,3,19,0.3111111111111111
85,BROAD_EEGNET,20260924,45,0.9337944664031621,21,2,1,21,0.4888888888888889
85,BROAD_EEGNET,20260925,45,0.9782608695652174,22,1,0,22,0.4888888888888889
85,BROAD_EEGNET,20260926,45,0.9555335968379447,22,1,1,21,0.5111111111111111
85,CSP4_LDA,deterministic,45,0.6956521739130435,9,14,0,22,0.2
85,MU_BETA_SHARED,20260924,45,0.9565217391304348,21,2,0,22,0.4666666666666667
85,MU_BETA_SHARED,20260925,45,0.9782608695652174,22,1,0,22,0.4888888888888889
85,MU_BETA_SHARED,20260926,45,0.9772727272727273,23,0,1,21,0.5333333333333333
86,BROAD_EEGNET,20260924,45,0.4980237154150198,20,2,21,2,0.9111111111111111
86,BROAD_EEGNET,20260925,45,0.6482213438735178,18,4,12,11,0.6666666666666666
86,BROAD_EEGNET,20260926,45,0.5849802371541502,20,2,17,6,0.8222222222222222
86,CSP4_LDA,deterministic,45,0.5,22,0,23,0,1.0
86,MU_BETA_SHARED,20260924,45,0.5207509881422925,21,1,21,2,0.9333333333333333
86,MU_BETA_SHARED,20260925,45,0.6264822134387352,18,4,13,10,0.6888888888888889
86,MU_BETA_SHARED,20260926,45,0.6284584980237153,20,2,15,8,0.7777777777777778
87,BROAD_EEGNET,20260924,45,0.39624505928853754,5,17,10,13,0.3333333333333333
87,BROAD_EEGNET,20260925,45,0.4624505928853755,6,16,8,15,0.3111111111111111
87,BROAD_EEGNET,20260926,45,0.5296442687747036,8,14,7,16,0.3333333333333333
87,CSP4_LDA,deterministic,45,0.5859683794466404,21,1,18,5,0.8666666666666667
87,MU_BETA_SHARED,20260924,45,0.5118577075098814,12,10,12,11,0.5333333333333333
87,MU_BETA_SHARED,20260925,45,0.4426877470355731,8,14,11,12,0.4222222222222222
87,MU_BETA_SHARED,20260926,45,0.5108695652173914,11,11,11,12,0.4888888888888889
88,BROAD_EEGNET,20260924,57,0.4772167487684729,8,21,9,19,0.2982456140350877
88,BROAD_EEGNET,20260925,57,0.4605911330049261,6,23,8,20,0.24561403508771928
88,BROAD_EEGNET,20260926,57,0.44150246305418717,8,21,11,17,0.3333333333333333
88,CSP4_LDA,deterministic,57,0.5190886699507389,27,2,25,3,0.9122807017543859
88,MU_BETA_SHARED,20260924,57,0.4956896551724138,7,22,7,21,0.24561403508771928
88,MU_BETA_SHARED,20260925,57,0.44211822660098526,7,22,10,18,0.2982456140350877
88,MU_BETA_SHARED,20260926,57,0.4599753694581281,7,22,9,19,0.2807017543859649
89,BROAD_EEGNET,20260924,45,0.6101190476190476,11,13,5,16,0.35555555555555557
89,BROAD_EEGNET,20260925,45,0.5922619047619048,9,15,4,17,0.28888888888888886
89,BROAD_EEGNET,20260926,45,0.5357142857142857,4,20,2,19,0.13333333333333333
89,CSP4_LDA,deterministic,45,0.49107142857142855,19,5,17,4,0.8
89,MU_BETA_SHARED,20260924,45,0.7113095238095238,17,7,6,15,0.5111111111111111
89,MU_BETA_SHARED,20260925,45,0.6160714285714286,9,15,3,18,0.26666666666666666
89,MU_BETA_SHARED,20260926,45,0.6458333333333334,23,1,14,7,0.8222222222222222
9,BROAD_EEGNET,20260924,45,0.44345238095238093,3,21,5,16,0.17777777777777778
9,BROAD_EEGNET,20260925,45,0.5208333333333334,1,23,0,21,0.022222222222222223
9,BROAD_EEGNET,20260926,45,0.3958333333333333,3,21,7,14,0.2222222222222222
9,CSP4_LDA,deterministic,45,0.5267857142857143,23,1,19,2,0.9333333333333333
9,MU_BETA_SHARED,20260924,45,0.5386904761904762,11,13,8,13,0.4222222222222222
9,MU_BETA_SHARED,20260925,45,0.5059523809523809,6,18,5,16,0.24444444444444444
9,MU_BETA_SHARED,20260926,45,0.4880952380952381,4,20,4,17,0.17777777777777778
90,BROAD_EEGNET,20260924,45,0.691699604743083,18,4,10,13,0.6222222222222222
90,BROAD_EEGNET,20260925,45,0.49604743083003955,18,4,19,4,0.8222222222222222
90,BROAD_EEGNET,20260926,45,0.7322134387351779,15,7,5,18,0.4444444444444444
90,CSP4_LDA,deterministic,45,0.47529644268774707,19,3,21,2,0.8888888888888888
90,MU_BETA_SHARED,20260924,45,0.5365612648221344,15,7,14,9,0.6444444444444445
90,MU_BETA_SHARED,20260925,45,0.5187747035573123,19,3,19,4,0.8444444444444444
90,MU_BETA_SHARED,20260926,45,0.5820158102766798,17,5,14,9,0.6888888888888889
91,BROAD_EEGNET,20260924,45,0.5464426877470356,3,19,1,22,0.08888888888888889
91,BROAD_EEGNET,20260925,45,0.5691699604743083,4,18,1,22,0.1111111111111111
91,BROAD_EEGNET,20260926,45,0.5464426877470356,3,19,1,22,0.08888888888888889
91,CSP4_LDA,deterministic,45,0.5,0,22,0,23,0.0
91,MU_BETA_SHARED,20260924,45,0.5691699604743083,4,18,1,22,0.1111111111111111
91,MU_BETA_SHARED,20260925,45,0.6156126482213439,7,15,2,21,0.2
91,MU_BETA_SHARED,20260926,45,0.5681818181818181,3,19,0,23,0.06666666666666667
92,BROAD_EEGNET,20260924,57,0.7259259259259259,23,4,12,18,0.6140350877192983
92,BROAD_EEGNET,20260925,57,0.6407407407407407,22,5,16,14,0.6666666666666666
92,BROAD_EEGNET,20260926,57,0.7055555555555555,21,6,11,19,0.5614035087719298
92,CSP4_LDA,deterministic,57,0.46296296296296297,25,2,30,0,0.9649122807017544
92,MU_BETA_SHARED,20260924,57,0.6907407407407407,22,5,13,17,0.6140350877192983
92,MU_BETA_SHARED,20260925,57,0.6925925925925926,23,4,14,16,0.6491228070175439
92,MU_BETA_SHARED,20260926,57,0.6888888888888889,21,6,12,18,0.5789473684210527
93,BROAD_EEGNET,20260924,45,0.8438735177865613,20,3,4,18,0.5333333333333333
93,BROAD_EEGNET,20260925,45,0.7341897233201581,16,7,5,17,0.4666666666666667
93,BROAD_EEGNET,20260926,45,0.8023715415019763,16,7,2,20,0.4
93,CSP4_LDA,deterministic,45,0.6630434782608696,19,4,11,11,0.6666666666666666
93,MU_BETA_SHARED,20260924,45,0.8438735177865613,20,3,4,18,0.5333333333333333
93,MU_BETA_SHARED,20260925,45,0.7124505928853755,15,8,5,17,0.4444444444444444
93,MU_BETA_SHARED,20260926,45,0.7569169960474309,16,7,4,18,0.4444444444444444
94,BROAD_EEGNET,20260924,45,0.8181818181818181,14,8,0,23,0.3111111111111111
94,BROAD_EEGNET,20260925,45,0.8883399209486166,19,3,2,21,0.4666666666666667
94,BROAD_EEGNET,20260926,45,0.8863636363636364,17,5,0,23,0.37777777777777777
94,CSP4_LDA,deterministic,45,0.7381422924901186,21,1,11,12,0.7111111111111111
94,MU_BETA_SHARED,20260924,45,0.8409090909090908,15,7,0,23,0.3333333333333333
94,MU_BETA_SHARED,20260925,45,0.9318181818181819,19,3,0,23,0.4222222222222222
94,MU_BETA_SHARED,20260926,45,0.9328063241106719,20,2,1,22,0.4666666666666667
95,BROAD_EEGNET,20260924,45,0.516798418972332,6,17,5,17,0.24444444444444444
95,BROAD_EEGNET,20260925,45,0.6027667984189724,11,12,6,16,0.37777777777777777
95,BROAD_EEGNET,20260926,45,0.6185770750988142,18,5,12,10,0.6666666666666666
95,CSP4_LDA,deterministic,45,0.516798418972332,6,17,5,17,0.24444444444444444
95,MU_BETA_SHARED,20260924,45,0.4950592885375494,5,18,5,17,0.2222222222222222
95,MU_BETA_SHARED,20260925,45,0.6245059288537549,12,11,6,16,0.4
95,MU_BETA_SHARED,20260926,45,0.642292490118577,17,6,10,12,0.6
96,BROAD_EEGNET,20260924,45,0.6689723320158103,13,10,5,17,0.4
96,BROAD_EEGNET,20260925,45,0.6926877470355731,12,11,3,19,0.3333333333333333
96,BROAD_EEGNET,20260926,45,0.6235177865612648,13,10,7,15,0.4444444444444444
96,CSP4_LDA,deterministic,45,0.6086956521739131,5,18,0,22,0.1111111111111111
96,MU_BETA_SHARED,20260924,45,0.6679841897233202,14,9,6,16,0.4444444444444444
96,MU_BETA_SHARED,20260925,45,0.7569169960474309,16,7,4,18,0.4444444444444444
96,MU_BETA_SHARED,20260926,45,0.6472332015810276,12,11,5,17,0.37777777777777777
97,BROAD_EEGNET,20260924,45,0.4209486166007905,11,12,14,8,0.5555555555555556
97,BROAD_EEGNET,20260925,45,0.5088932806324111,14,9,13,9,0.6
97,BROAD_EEGNET,20260926,45,0.4169960474308301,15,8,18,4,0.7333333333333333
97,CSP4_LDA,deterministic,45,0.4782608695652174,22,1,22,0,0.9777777777777777
97,MU_BETA_SHARED,20260924,45,0.4891304347826087,11,12,11,11,0.4888888888888889
97,MU_BETA_SHARED,20260925,45,0.48814229249011853,12,11,12,10,0.5333333333333333
97,MU_BETA_SHARED,20260926,45,0.48221343873517786,18,5,18,4,0.8
98,BROAD_EEGNET,20260924,45,0.5741106719367589,17,6,13,9,0.6666666666666666
98,BROAD_EEGNET,20260925,45,0.6156126482213439,21,2,15,7,0.8
98,BROAD_EEGNET,20260926,45,0.49308300395256915,7,16,7,15,0.3111111111111111
98,CSP4_LDA,deterministic,45,0.5217391304347826,1,22,0,22,0.022222222222222223
98,MU_BETA_SHARED,20260924,45,0.5286561264822134,17,6,15,7,0.7111111111111111
98,MU_BETA_SHARED,20260925,45,0.441699604743083,13,10,15,7,0.6222222222222222
98,MU_BETA_SHARED,20260926,45,0.5563241106719368,12,11,9,13,0.4666666666666667
99,BROAD_EEGNET,20260924,45,0.5365612648221344,15,7,14,9,0.6444444444444445
99,BROAD_EEGNET,20260925,45,0.4496047430830039,15,7,18,5,0.7333333333333333
99,BROAD_EEGNET,20260926,45,0.5375494071146245,16,6,15,8,0.6888888888888889
99,CSP4_LDA,deterministic,45,0.5859683794466404,21,1,18,5,0.8666666666666667
99,MU_BETA_SHARED,20260924,45,0.49308300395256915,15,7,16,7,0.6888888888888889
99,MU_BETA_SHARED,20260925,45,0.45256916996047436,18,4,21,2,0.8666666666666667
99,MU_BETA_SHARED,20260926,45,0.424901185770751,12,10,16,7,0.6222222222222222
