subject,model,stratum,true_label,predicted_label,count
8,PSD44_LDA,all,1,1,73
8,PSD44_LDA,all,1,2,36
8,PSD44_LDA,all,1,3,9
8,PSD44_LDA,all,1,4,26
8,PSD44_LDA,all,2,1,22
8,PSD44_LDA,all,2,2,97
8,PSD44_LDA,all,2,3,6
8,PSD44_LDA,all,2,4,19
8,PSD44_LDA,all,3,1,20
8,PSD44_LDA,all,3,2,60
8,PSD44_LDA,all,3,3,20
8,PSD44_LDA,all,3,4,44
8,PSD44_LDA,all,4,1,15
8,PSD44_LDA,all,4,2,54
8,PSD44_LDA,all,4,3,3
8,PSD44_LDA,all,4,4,72
8,PSD44_LDA,unflagged,1,1,67
8,PSD44_LDA,unflagged,1,2,33
8,PSD44_LDA,unflagged,1,3,8
8,PSD44_LDA,unflagged,1,4,24
8,PSD44_LDA,unflagged,2,1,21
8,PSD44_LDA,unflagged,2,2,90
8,PSD44_LDA,unflagged,2,3,5
8,PSD44_LDA,unflagged,2,4,18
8,PSD44_LDA,unflagged,3,1,19
8,PSD44_LDA,unflagged,3,2,56
8,PSD44_LDA,unflagged,3,3,17
8,PSD44_LDA,unflagged,3,4,41
8,PSD44_LDA,unflagged,4,1,14
8,PSD44_LDA,unflagged,4,2,49
8,PSD44_LDA,unflagged,4,3,3
8,PSD44_LDA,unflagged,4,4,70
8,PSD44_LDA,flagged,1,1,6
8,PSD44_LDA,flagged,1,2,3
8,PSD44_LDA,flagged,1,3,1
8,PSD44_LDA,flagged,1,4,2
8,PSD44_LDA,flagged,2,1,1
8,PSD44_LDA,flagged,2,2,7
8,PSD44_LDA,flagged,2,3,1
8,PSD44_LDA,flagged,2,4,1
8,PSD44_LDA,flagged,3,1,1
8,PSD44_LDA,flagged,3,2,4
8,PSD44_LDA,flagged,3,3,3
8,PSD44_LDA,flagged,3,4,3
8,PSD44_LDA,flagged,4,1,1
8,PSD44_LDA,flagged,4,2,5
8,PSD44_LDA,flagged,4,3,0
8,PSD44_LDA,flagged,4,4,2
8,PSD44_LINEAR_SVM,all,1,1,78
8,PSD44_LINEAR_SVM,all,1,2,42
8,PSD44_LINEAR_SVM,all,1,3,8
8,PSD44_LINEAR_SVM,all,1,4,16
8,PSD44_LINEAR_SVM,all,2,1,18
8,PSD44_LINEAR_SVM,all,2,2,119
8,PSD44_LINEAR_SVM,all,2,3,3
8,PSD44_LINEAR_SVM,all,2,4,4
8,PSD44_LINEAR_SVM,all,3,1,25
8,PSD44_LINEAR_SVM,all,3,2,81
8,PSD44_LINEAR_SVM,all,3,3,13
8,PSD44_LINEAR_SVM,all,3,4,25
8,PSD44_LINEAR_SVM,all,4,1,17
8,PSD44_LINEAR_SVM,all,4,2,86
8,PSD44_LINEAR_SVM,all,4,3,2
8,PSD44_LINEAR_SVM,all,4,4,39
8,PSD44_LINEAR_SVM,unflagged,1,1,72
8,PSD44_LINEAR_SVM,unflagged,1,2,39
8,PSD44_LINEAR_SVM,unflagged,1,3,7
8,PSD44_LINEAR_SVM,unflagged,1,4,14
8,PSD44_LINEAR_SVM,unflagged,2,1,17
8,PSD44_LINEAR_SVM,unflagged,2,2,111
8,PSD44_LINEAR_SVM,unflagged,2,3,3
8,PSD44_LINEAR_SVM,unflagged,2,4,3
8,PSD44_LINEAR_SVM,unflagged,3,1,24
8,PSD44_LINEAR_SVM,unflagged,3,2,76
8,PSD44_LINEAR_SVM,unflagged,3,3,11
8,PSD44_LINEAR_SVM,unflagged,3,4,22
8,PSD44_LINEAR_SVM,unflagged,4,1,16
8,PSD44_LINEAR_SVM,unflagged,4,2,80
8,PSD44_LINEAR_SVM,unflagged,4,3,2
8,PSD44_LINEAR_SVM,unflagged,4,4,38
8,PSD44_LINEAR_SVM,flagged,1,1,6
8,PSD44_LINEAR_SVM,flagged,1,2,3
8,PSD44_LINEAR_SVM,flagged,1,3,1
8,PSD44_LINEAR_SVM,flagged,1,4,2
8,PSD44_LINEAR_SVM,flagged,2,1,1
8,PSD44_LINEAR_SVM,flagged,2,2,8
8,PSD44_LINEAR_SVM,flagged,2,3,0
8,PSD44_LINEAR_SVM,flagged,2,4,1
8,PSD44_LINEAR_SVM,flagged,3,1,1
8,PSD44_LINEAR_SVM,flagged,3,2,5
8,PSD44_LINEAR_SVM,flagged,3,3,2
8,PSD44_LINEAR_SVM,flagged,3,4,3
8,PSD44_LINEAR_SVM,flagged,4,1,1
8,PSD44_LINEAR_SVM,flagged,4,2,6
8,PSD44_LINEAR_SVM,flagged,4,3,0
8,PSD44_LINEAR_SVM,flagged,4,4,1
