fold,subject,seed,stratum,true_label,predicted_label,count
loso_s3,3,20260925,all,1,1,143
loso_s3,3,20260925,all,1,2,1
loso_s3,3,20260925,all,1,3,0
loso_s3,3,20260925,all,1,4,0
loso_s3,3,20260925,all,2,1,142
loso_s3,3,20260925,all,2,2,2
loso_s3,3,20260925,all,2,3,0
loso_s3,3,20260925,all,2,4,0
loso_s3,3,20260925,all,3,1,143
loso_s3,3,20260925,all,3,2,1
loso_s3,3,20260925,all,3,3,0
loso_s3,3,20260925,all,3,4,0
loso_s3,3,20260925,all,4,1,139
loso_s3,3,20260925,all,4,2,4
loso_s3,3,20260925,all,4,3,1
loso_s3,3,20260925,all,4,4,0
loso_s3,3,20260925,unflagged,1,1,135
loso_s3,3,20260925,unflagged,1,2,1
loso_s3,3,20260925,unflagged,1,3,0
loso_s3,3,20260925,unflagged,1,4,0
loso_s3,3,20260925,unflagged,2,1,137
loso_s3,3,20260925,unflagged,2,2,1
loso_s3,3,20260925,unflagged,2,3,0
loso_s3,3,20260925,unflagged,2,4,0
loso_s3,3,20260925,unflagged,3,1,133
loso_s3,3,20260925,unflagged,3,2,1
loso_s3,3,20260925,unflagged,3,3,0
loso_s3,3,20260925,unflagged,3,4,0
loso_s3,3,20260925,unflagged,4,1,132
loso_s3,3,20260925,unflagged,4,2,2
loso_s3,3,20260925,unflagged,4,3,1
loso_s3,3,20260925,unflagged,4,4,0
loso_s3,3,20260925,flagged,1,1,8
loso_s3,3,20260925,flagged,1,2,0
loso_s3,3,20260925,flagged,1,3,0
loso_s3,3,20260925,flagged,1,4,0
loso_s3,3,20260925,flagged,2,1,5
loso_s3,3,20260925,flagged,2,2,1
loso_s3,3,20260925,flagged,2,3,0
loso_s3,3,20260925,flagged,2,4,0
loso_s3,3,20260925,flagged,3,1,10
loso_s3,3,20260925,flagged,3,2,0
loso_s3,3,20260925,flagged,3,3,0
loso_s3,3,20260925,flagged,3,4,0
loso_s3,3,20260925,flagged,4,1,7
loso_s3,3,20260925,flagged,4,2,2
loso_s3,3,20260925,flagged,4,3,0
loso_s3,3,20260925,flagged,4,4,0
