fold,stage,inner_fold,seed,subject,role,n_trials,n_used_for_fit,n_excluded_from_fit,n_used_for_validation,epochs_trained
loso_s6,full,,20260924,1,train,576,576,0,0,15
loso_s6,full,,20260924,2,train,576,576,0,0,15
loso_s6,full,,20260924,3,train,576,576,0,0,15
loso_s6,full,,20260924,4,train,576,576,0,0,15
loso_s6,full,,20260924,5,train,576,576,0,0,15
loso_s6,full,,20260924,6,test,576,0,0,0,15
loso_s6,full,,20260924,7,train,576,576,0,0,15
loso_s6,full,,20260924,8,train,576,576,0,0,15
loso_s6,full,,20260924,9,train,576,576,0,0,15
