epoch,train_ce,val_ce
1,1.3687350220150418,1.3644569052590265
2,1.3189363722447995,1.311033262146844
3,1.266830755604638,1.2462225887510512
4,1.2115926477644179,1.1732092367278204
5,1.1547295097951535,1.206100172466702
6,1.1265499580789495,1.239787071943283
7,1.1055068682741236,1.3963823782073126
8,1.089382149555065,1.2984484632809956
9,1.0622757739490933,1.7928090956476
10,1.0675654146406386,1.7765171594089932
11,1.0525424855726737,1.7434271044201322
12,1.0372954960222598,1.792243652873569
13,1.0127986945487835,1.5737660924593608
14,1.0000233308032707,1.7883212500148349
15,0.9936903946929507,1.648143149084515
16,1.002309865421719,1.6500744554731581
17,0.9727134362415031,1.8852230939600203
18,0.981230859403257,1.659948405292299
19,0.971896129625815,1.6773892243703206
20,0.9622359353083151,1.774399909708235
21,0.9532109631432427,1.7895628677474127
22,0.963986767662896,1.6175089511606429
23,0.9660778884534482,1.815431813398997
24,0.950968990723292,1.635524763001336
25,0.9377561023941746,2.144130415386624
26,0.9282203250461154,1.5958914856115978
27,0.9564401706059774,1.6346061825752258
28,0.9401664215105551,1.5871158374680414
29,0.9234943014604075,1.6248185402817197
30,0.9467233342153055,1.591534223821428
31,0.9260758867970219,1.5318220522668626
32,0.9209845662117004,1.6395488679409027
33,0.9299491599754051,1.4714255763424768
34,0.9046117144602316,1.545286817683114
35,0.9115295531573119,1.7228560249010723
36,0.9087502547988185,1.6904752718077765
37,0.9077039603833799,1.6429918242825403
38,0.9036422029689506,1.5243306524223752
39,0.9059252893483197,1.476595123608907
40,0.9093347920311822,1.4829363359345331
