mode,model,n_subjects,mean_balanced_accuracy,sd_balanced_accuracy,median_balanced_accuracy,min_balanced_accuracy,max_balanced_accuracy,mean_accuracy,mean_macro_f1,mean_cohen_kappa
cross_session,CSP+LDA,1,0.9216297786720322,,0.9216297786720322,0.9216297786720322,0.9216297786720322,0.9219858156028369,0.921733864863501,0.8438538205980066
cross_session,CSP+linearSVM,1,0.8071428571428572,,0.8071428571428572,0.8071428571428572,0.8071428571428572,0.8085106382978723,0.8006493166465937,0.6159588419247453
