fold,subject,seed,model,stratum,n_train,n_test,n_classes_present,balanced_accuracy,accuracy,macro_f1,macro_precision,macro_recall,cohen_kappa,condition,selected_epochs
loso_s7,7,20260926,EEGNet,all,4608,576,4,0.27604166666666663,0.2760416666666667,0.16861788704469208,0.5737141879339005,0.27604166666666663,0.03472222222222221,MU_8_13,17
loso_s7,7,20260926,EEGNet,unflagged,4608,548,4,0.27812628560010344,0.2791970802919708,0.16956870448341788,0.5555115616091226,0.27812628560010344,0.03765188126030894,MU_8_13,17
loso_s7,7,20260926,EEGNet,flagged,4608,28,4,0.24404761904761907,0.21428571428571427,0.14314516129032256,0.3,0.24404761904761907,-0.011494252873563093,MU_8_13,17
