fold,stage,inner_fold,seed,epoch,train_ce,val_ce
loso_s3,inner,1.0,20260923,1,1.3862754945401792,1.3876405623224046
loso_s3,inner,1.0,20260923,2,1.3485054660726477,1.3928536242908902
loso_s3,inner,1.0,20260923,3,1.3261999355422125,1.3968973755836487
loso_s3,inner,1.0,20260923,4,1.2884444263246324,1.408736566702525
loso_s3,inner,1.0,20260923,5,1.2477857249754447,1.4251499705844455
loso_s3,inner,1.0,20260923,6,1.2080867732012714,1.3820728196038141
loso_s3,inner,1.0,20260923,7,1.185733903337408,1.3386825323104858
loso_s3,inner,1.0,20260923,8,1.1657232068203114,1.306459559334649
loso_s3,inner,1.0,20260923,9,1.1533130539788141,1.340158548620012
loso_s3,inner,1.0,20260923,10,1.1283232790452462,1.303518725766076
loso_s3,inner,1.0,20260923,11,1.1165004858264216,1.329079932636685
loso_s3,inner,1.0,20260923,12,1.1037316234023482,1.2602521578470867
loso_s3,inner,1.0,20260923,13,1.0924527060102533,1.281419962644577
loso_s3,inner,1.0,20260923,14,1.0784400745674416,1.313382969962226
loso_s3,inner,1.0,20260923,15,1.0651679325986791,1.3003843790955014
loso_s3,inner,1.0,20260923,16,1.0715678301122453,1.3059403697649639
loso_s3,inner,1.0,20260923,17,1.050274149135307,1.2768086029423609
loso_s3,inner,1.0,20260923,18,1.0400469678419608,1.3049850927458868
loso_s3,inner,1.0,20260923,19,1.0491272961651836,1.2962076134151883
loso_s3,inner,1.0,20260923,20,1.0271688214054815,1.4801238179206848
loso_s3,inner,1.0,20260923,21,1.0116975450957264,1.3322165211041768
loso_s3,inner,1.0,20260923,22,1.0246843132707808,1.3233610855208502
loso_s3,inner,1.0,20260923,23,1.021873852720967,1.288591421312756
loso_s3,inner,1.0,20260923,24,1.0092051713554948,1.2297981215847864
loso_s3,inner,1.0,20260923,25,0.9988777405685849,1.2835476795832317
loso_s3,inner,1.0,20260923,26,1.0083560557277114,1.4340225259462993
loso_s3,inner,1.0,20260923,27,0.9863692963564837,1.308128731118308
loso_s3,inner,1.0,20260923,28,0.9898841877778372,1.3554996516969469
loso_s3,inner,1.0,20260923,29,0.9906173315313127,1.3761138518651326
loso_s3,inner,1.0,20260923,30,0.9944608763412193,1.2684427433543735
loso_s3,inner,1.0,20260923,31,0.9791350419874545,1.3634439839257135
loso_s3,inner,1.0,20260923,32,0.9816521284756837,1.3437518775463104
loso_s3,inner,1.0,20260923,33,0.9652784069379171,1.283471597565545
loso_s3,inner,1.0,20260923,34,0.9734498770148666,1.5051954653528001
loso_s3,inner,1.0,20260923,35,0.9600633217228783,1.352423820230696
loso_s3,inner,1.0,20260923,36,0.9712766353730802,1.3016716308063931
