mode,model,n_subjects,mean_balanced_accuracy,sd_balanced_accuracy,median_balanced_accuracy,min_balanced_accuracy,max_balanced_accuracy,mean_accuracy,mean_macro_f1,mean_cohen_kappa
cross_subject,CSP+LDA,9,0.614969135802469,0.13249661104188945,0.5694444444444444,0.4861111111111111,0.9236111111111112,0.614969135802469,0.5689121317713872,0.2299382716049383
cross_subject,CSP+linearSVM,9,0.60570987654321,0.13184287838794576,0.5347222222222222,0.5138888888888888,0.9201388888888888,0.60570987654321,0.5413627511089739,0.21141975308641975
