fold,subject,seed,stratum,true_label,predicted_label,count
loso_s2,2,20260924,all,1,1,111
loso_s2,2,20260924,all,1,2,33
loso_s2,2,20260924,all,1,3,0
loso_s2,2,20260924,all,1,4,0
loso_s2,2,20260924,all,2,1,117
loso_s2,2,20260924,all,2,2,27
loso_s2,2,20260924,all,2,3,0
loso_s2,2,20260924,all,2,4,0
loso_s2,2,20260924,all,3,1,117
loso_s2,2,20260924,all,3,2,27
loso_s2,2,20260924,all,3,3,0
loso_s2,2,20260924,all,3,4,0
loso_s2,2,20260924,all,4,1,119
loso_s2,2,20260924,all,4,2,25
loso_s2,2,20260924,all,4,3,0
loso_s2,2,20260924,all,4,4,0
loso_s2,2,20260924,unflagged,1,1,107
loso_s2,2,20260924,unflagged,1,2,31
loso_s2,2,20260924,unflagged,1,3,0
loso_s2,2,20260924,unflagged,1,4,0
loso_s2,2,20260924,unflagged,2,1,113
loso_s2,2,20260924,unflagged,2,2,27
loso_s2,2,20260924,unflagged,2,3,0
loso_s2,2,20260924,unflagged,2,4,0
loso_s2,2,20260924,unflagged,3,1,111
loso_s2,2,20260924,unflagged,3,2,24
loso_s2,2,20260924,unflagged,3,3,0
loso_s2,2,20260924,unflagged,3,4,0
loso_s2,2,20260924,unflagged,4,1,115
loso_s2,2,20260924,unflagged,4,2,25
loso_s2,2,20260924,unflagged,4,3,0
loso_s2,2,20260924,unflagged,4,4,0
loso_s2,2,20260924,flagged,1,1,4
loso_s2,2,20260924,flagged,1,2,2
loso_s2,2,20260924,flagged,1,3,0
loso_s2,2,20260924,flagged,1,4,0
loso_s2,2,20260924,flagged,2,1,4
loso_s2,2,20260924,flagged,2,2,0
loso_s2,2,20260924,flagged,2,3,0
loso_s2,2,20260924,flagged,2,4,0
loso_s2,2,20260924,flagged,3,1,6
loso_s2,2,20260924,flagged,3,2,3
loso_s2,2,20260924,flagged,3,3,0
loso_s2,2,20260924,flagged,3,4,0
loso_s2,2,20260924,flagged,4,1,4
loso_s2,2,20260924,flagged,4,2,0
loso_s2,2,20260924,flagged,4,3,0
loso_s2,2,20260924,flagged,4,4,0
