subject,model,stratum,n_trials,n_classes_present,balanced_accuracy,accuracy,macro_f1,cohen_kappa,recall_class_1,recall_class_2,recall_class_3,recall_class_4
9,PSD44_LDA,all,576,4,0.4704861111111111,0.4704861111111111,0.45671131977649065,0.2939814814814815,0.2569444444444444,0.3541666666666667,0.6319444444444444,0.6388888888888888
9,PSD44_LDA,unflagged,501,4,0.4596322930247718,0.4630738522954092,0.44873814461483724,0.28112848250148026,0.2627118644067797,0.328125,0.6076923076923076,0.64
9,PSD44_LDA,flagged,75,4,0.5704977588201272,0.52,0.5143486544415337,0.3771626297577855,0.23076923076923078,0.5625,0.8571428571428571,0.631578947368421
9,PSD44_LINEAR_SVM,all,576,4,0.4670138888888889,0.4670138888888889,0.44597819290136237,0.28935185185185186,0.20833333333333334,0.3333333333333333,0.6527777777777778,0.6736111111111112
9,PSD44_LINEAR_SVM,unflagged,501,4,0.45683028438722295,0.46107784431137727,0.4386043938965799,0.2780517484308954,0.211864406779661,0.3046875,0.6307692307692307,0.68
9,PSD44_LINEAR_SVM,flagged,75,4,0.5608823742047426,0.5066666666666667,0.4967336698923669,0.3633860977288369,0.19230769230769232,0.5625,0.8571428571428571,0.631578947368421
