subject,model,stratum,true_label,predicted_label,count
9,PSD44_LDA,all,1,1,37
9,PSD44_LDA,all,1,2,69
9,PSD44_LDA,all,1,3,21
9,PSD44_LDA,all,1,4,17
9,PSD44_LDA,all,2,1,15
9,PSD44_LDA,all,2,2,51
9,PSD44_LDA,all,2,3,52
9,PSD44_LDA,all,2,4,26
9,PSD44_LDA,all,3,1,5
9,PSD44_LDA,all,3,2,11
9,PSD44_LDA,all,3,3,91
9,PSD44_LDA,all,3,4,37
9,PSD44_LDA,all,4,1,2
9,PSD44_LDA,all,4,2,6
9,PSD44_LDA,all,4,3,44
9,PSD44_LDA,all,4,4,92
9,PSD44_LDA,unflagged,1,1,31
9,PSD44_LDA,unflagged,1,2,58
9,PSD44_LDA,unflagged,1,3,17
9,PSD44_LDA,unflagged,1,4,12
9,PSD44_LDA,unflagged,2,1,14
9,PSD44_LDA,unflagged,2,2,42
9,PSD44_LDA,unflagged,2,3,47
9,PSD44_LDA,unflagged,2,4,25
9,PSD44_LDA,unflagged,3,1,5
9,PSD44_LDA,unflagged,3,2,11
9,PSD44_LDA,unflagged,3,3,79
9,PSD44_LDA,unflagged,3,4,35
9,PSD44_LDA,unflagged,4,1,1
9,PSD44_LDA,unflagged,4,2,4
9,PSD44_LDA,unflagged,4,3,40
9,PSD44_LDA,unflagged,4,4,80
9,PSD44_LDA,flagged,1,1,6
9,PSD44_LDA,flagged,1,2,11
9,PSD44_LDA,flagged,1,3,4
9,PSD44_LDA,flagged,1,4,5
9,PSD44_LDA,flagged,2,1,1
9,PSD44_LDA,flagged,2,2,9
9,PSD44_LDA,flagged,2,3,5
9,PSD44_LDA,flagged,2,4,1
9,PSD44_LDA,flagged,3,1,0
9,PSD44_LDA,flagged,3,2,0
9,PSD44_LDA,flagged,3,3,12
9,PSD44_LDA,flagged,3,4,2
9,PSD44_LDA,flagged,4,1,1
9,PSD44_LDA,flagged,4,2,2
9,PSD44_LDA,flagged,4,3,4
9,PSD44_LDA,flagged,4,4,12
9,PSD44_LINEAR_SVM,all,1,1,30
9,PSD44_LINEAR_SVM,all,1,2,74
9,PSD44_LINEAR_SVM,all,1,3,22
9,PSD44_LINEAR_SVM,all,1,4,18
9,PSD44_LINEAR_SVM,all,2,1,10
9,PSD44_LINEAR_SVM,all,2,2,48
9,PSD44_LINEAR_SVM,all,2,3,58
9,PSD44_LINEAR_SVM,all,2,4,28
9,PSD44_LINEAR_SVM,all,3,1,3
9,PSD44_LINEAR_SVM,all,3,2,11
9,PSD44_LINEAR_SVM,all,3,3,94
9,PSD44_LINEAR_SVM,all,3,4,36
9,PSD44_LINEAR_SVM,all,4,1,2
9,PSD44_LINEAR_SVM,all,4,2,6
9,PSD44_LINEAR_SVM,all,4,3,39
9,PSD44_LINEAR_SVM,all,4,4,97
9,PSD44_LINEAR_SVM,unflagged,1,1,25
9,PSD44_LINEAR_SVM,unflagged,1,2,63
9,PSD44_LINEAR_SVM,unflagged,1,3,17
9,PSD44_LINEAR_SVM,unflagged,1,4,13
9,PSD44_LINEAR_SVM,unflagged,2,1,10
9,PSD44_LINEAR_SVM,unflagged,2,2,39
9,PSD44_LINEAR_SVM,unflagged,2,3,52
9,PSD44_LINEAR_SVM,unflagged,2,4,27
9,PSD44_LINEAR_SVM,unflagged,3,1,3
9,PSD44_LINEAR_SVM,unflagged,3,2,11
9,PSD44_LINEAR_SVM,unflagged,3,3,82
9,PSD44_LINEAR_SVM,unflagged,3,4,34
9,PSD44_LINEAR_SVM,unflagged,4,1,1
9,PSD44_LINEAR_SVM,unflagged,4,2,4
9,PSD44_LINEAR_SVM,unflagged,4,3,35
9,PSD44_LINEAR_SVM,unflagged,4,4,85
9,PSD44_LINEAR_SVM,flagged,1,1,5
9,PSD44_LINEAR_SVM,flagged,1,2,11
9,PSD44_LINEAR_SVM,flagged,1,3,5
9,PSD44_LINEAR_SVM,flagged,1,4,5
9,PSD44_LINEAR_SVM,flagged,2,1,0
9,PSD44_LINEAR_SVM,flagged,2,2,9
9,PSD44_LINEAR_SVM,flagged,2,3,6
9,PSD44_LINEAR_SVM,flagged,2,4,1
9,PSD44_LINEAR_SVM,flagged,3,1,0
9,PSD44_LINEAR_SVM,flagged,3,2,0
9,PSD44_LINEAR_SVM,flagged,3,3,12
9,PSD44_LINEAR_SVM,flagged,3,4,2
9,PSD44_LINEAR_SVM,flagged,4,1,1
9,PSD44_LINEAR_SVM,flagged,4,2,2
9,PSD44_LINEAR_SVM,flagged,4,3,4
9,PSD44_LINEAR_SVM,flagged,4,4,12
