fold,subject,seed,model,stratum,n_train,n_test,n_classes_present,balanced_accuracy,accuracy,macro_f1,macro_precision,macro_recall,cohen_kappa,condition,selected_epochs
loso_s3,3,20260926,EEGNet,all,4608,576,4,0.42013888888888884,0.4201388888888889,0.37478828676133163,0.661875763125763,0.42013888888888884,0.22685185185185186,MU_BETA_PCA8_EEGNET,6
loso_s3,3,20260926,EEGNet,unflagged,4608,543,4,0.4184317472031714,0.4180478821362799,0.3724642207662604,0.6590868292898174,0.4184317472031714,0.22480087825902317,MU_BETA_PCA8_EEGNET,6
loso_s3,3,20260926,EEGNet,flagged,4608,33,4,0.4520833333333333,0.45454545454545453,0.41391859774212714,0.6941666666666666,0.4520833333333333,0.26119402985074625,MU_BETA_PCA8_EEGNET,6
