fold,subject,seed,stratum,true_label,predicted_label,count
loso_s9,9,20260925,all,1,1,62
loso_s9,9,20260925,all,1,2,62
loso_s9,9,20260925,all,1,3,10
loso_s9,9,20260925,all,1,4,10
loso_s9,9,20260925,all,2,1,6
loso_s9,9,20260925,all,2,2,67
loso_s9,9,20260925,all,2,3,34
loso_s9,9,20260925,all,2,4,37
loso_s9,9,20260925,all,3,1,11
loso_s9,9,20260925,all,3,2,22
loso_s9,9,20260925,all,3,3,44
loso_s9,9,20260925,all,3,4,67
loso_s9,9,20260925,all,4,1,2
loso_s9,9,20260925,all,4,2,4
loso_s9,9,20260925,all,4,3,20
loso_s9,9,20260925,all,4,4,118
loso_s9,9,20260925,unflagged,1,1,53
loso_s9,9,20260925,unflagged,1,2,50
loso_s9,9,20260925,unflagged,1,3,6
loso_s9,9,20260925,unflagged,1,4,9
loso_s9,9,20260925,unflagged,2,1,5
loso_s9,9,20260925,unflagged,2,2,59
loso_s9,9,20260925,unflagged,2,3,30
loso_s9,9,20260925,unflagged,2,4,34
loso_s9,9,20260925,unflagged,3,1,11
loso_s9,9,20260925,unflagged,3,2,20
loso_s9,9,20260925,unflagged,3,3,40
loso_s9,9,20260925,unflagged,3,4,59
loso_s9,9,20260925,unflagged,4,1,2
loso_s9,9,20260925,unflagged,4,2,2
loso_s9,9,20260925,unflagged,4,3,20
loso_s9,9,20260925,unflagged,4,4,101
loso_s9,9,20260925,flagged,1,1,9
loso_s9,9,20260925,flagged,1,2,12
loso_s9,9,20260925,flagged,1,3,4
loso_s9,9,20260925,flagged,1,4,1
loso_s9,9,20260925,flagged,2,1,1
loso_s9,9,20260925,flagged,2,2,8
loso_s9,9,20260925,flagged,2,3,4
loso_s9,9,20260925,flagged,2,4,3
loso_s9,9,20260925,flagged,3,1,0
loso_s9,9,20260925,flagged,3,2,2
loso_s9,9,20260925,flagged,3,3,4
loso_s9,9,20260925,flagged,3,4,8
loso_s9,9,20260925,flagged,4,1,0
loso_s9,9,20260925,flagged,4,2,2
loso_s9,9,20260925,flagged,4,3,0
loso_s9,9,20260925,flagged,4,4,17
