fold,subject,seed,model,stratum,n_train,n_test,n_classes_present,balanced_accuracy,accuracy,macro_f1,macro_precision,macro_recall,cohen_kappa,condition,selected_epochs
loso_s4,4,20260925,EEGNet,all,4206,576,4,0.34374999999999994,0.34375,0.2827101113768102,0.3095341631021351,0.34374999999999994,0.125,MU_BETA_SHARED_SOURCE_CLEAN,9
loso_s4,4,20260925,EEGNet,unflagged,4206,490,4,0.33870359438541253,0.34285714285714286,0.283966315621715,0.3138085261244472,0.33870359438541253,0.11989959559336205,MU_BETA_SHARED_SOURCE_CLEAN,9
loso_s4,4,20260925,EEGNet,flagged,4206,86,4,0.38527777777777783,0.3488372093023256,0.2780012771392082,0.3076388888888889,0.38527777777777783,0.1565674255691768,MU_BETA_SHARED_SOURCE_CLEAN,9
