fold,subject,selected_epochs,selection_rule,selected_mean_rank,selection_seed,target_result_used
loso_s1,1,19,mean_rank,9.0,20260923,False
loso_s2,2,14,mean_rank,13.0,20260923,False
loso_s3,3,26,mean_rank,9.75,20260923,False
loso_s4,4,23,mean_rank,9.5,20260923,False
loso_s5,5,24,mean_rank,10.75,20260923,False
loso_s6,6,29,mean_rank,9.5,20260923,False
loso_s7,7,23,mean_rank,12.25,20260923,False
loso_s8,8,17,mean_rank,9.25,20260923,False
loso_s9,9,18,mean_rank,7.25,20260923,False
