fold,subject,seed,model,stratum,n_train,n_test,n_classes_present,balanced_accuracy,accuracy,macro_f1,macro_precision,macro_recall,cohen_kappa,condition,selected_epochs
loso_s9,9,20260924,EEGNet,all,4608,576,4,0.48784722222222215,0.4878472222222222,0.46053091276241387,0.6161590957041077,0.48784722222222215,0.31712962962962965,SOURCE_BALANCED_ERM,16
loso_s9,9,20260924,EEGNet,unflagged,4608,501,4,0.4981658246414603,0.499001996007984,0.4706552886498552,0.6199187663736597,0.4981658246414603,0.32912405371232856,SOURCE_BALANCED_ERM,16
loso_s9,9,20260924,EEGNet,flagged,4608,75,4,0.44520857432041644,0.41333333333333333,0.39763701232749904,0.5965909090909091,0.44520857432041644,0.2434662998624484,SOURCE_BALANCED_ERM,16
