fold,subject,seed,model,stratum,n_train,n_test,n_classes_present,balanced_accuracy,accuracy,macro_f1,macro_precision,macro_recall,cohen_kappa
loso_s6,6,20260925,EEGNet,unflagged,4608,434,4,0.3021127573659973,0.304147465437788,0.2531206657420249,0.4619587152831365,0.3021127573659973,0.0724789469959664
loso_s6,6,20260925,EEGNet,flagged,4608,142,4,0.2737433387989342,0.2746478873239437,0.2523791038154392,0.3434405101071767,0.2737433387989342,0.029140391636243
loso_s6,6,20260926,EEGNet,all,4608,576,4,0.2725694444444444,0.2725694444444444,0.2310172538798098,0.3688817079147268,0.2725694444444444,0.0300925925925925
loso_s6,6,20260926,EEGNet,unflagged,4608,434,4,0.2759950429680767,0.2695852534562212,0.2371107588856161,0.4105114737434825,0.2759950429680767,0.0362109186182547
loso_s6,6,20260926,EEGNet,flagged,4608,142,4,0.256408844025415,0.2816901408450704,0.2039116328851428,0.2807109557109556,0.256408844025415,0.0067887265994651
loso_s7,7,20260924,EEGNet,all,4608,576,4,0.2986111111111111,0.2986111111111111,0.2549572244786457,0.4114214573166718,0.2986111111111111,0.0648148148148147
loso_s7,7,20260924,EEGNet,unflagged,4608,548,4,0.2902276761051753,0.2901459854014598,0.2461204538843731,0.4005761705860768,0.2902276761051753,0.0537590497285636
loso_s7,7,20260924,EEGNet,flagged,4608,28,4,0.4682539682539682,0.4642857142857143,0.398081841432225,0.4632352941176471,0.4682539682539682,0.2869269949066213
loso_s7,7,20260925,EEGNet,all,4608,576,4,0.2795138888888888,0.2795138888888889,0.2100383225610085,0.3910060760355125,0.2795138888888888,0.0393518518518518
loso_s7,7,20260925,EEGNet,unflagged,4608,548,4,0.2798153437474288,0.2773722627737226,0.2098767321418328,0.3868999125578073,0.2798153437474288,0.0391371149495011
loso_s7,7,20260925,EEGNet,flagged,4608,28,4,0.2638888888888889,0.3214285714285714,0.1790322580645161,0.1534090909090909,0.2638888888888889,0.0327272727272728
loso_s7,7,20260926,EEGNet,all,4608,576,4,0.28125,0.28125,0.2218200182182013,0.4168970814132104,0.28125,0.0416666666666666
loso_s7,7,20260926,EEGNet,unflagged,4608,548,4,0.2802725766070736,0.2791970802919708,0.2218022583558745,0.4196933530911664,0.2802725766070736,0.0402929753311933
loso_s7,7,20260926,EEGNet,flagged,4608,28,4,0.3055555555555556,0.3214285714285714,0.2188995215311004,0.173076923076923,0.3055555555555556,0.0779896013864818
loso_s8,8,20260924,EEGNet,all,4608,576,4,0.2569444444444444,0.2569444444444444,0.1561667301103921,0.1210278053624627,0.2569444444444444,0.0092592592592593
loso_s8,8,20260924,EEGNet,unflagged,4608,535,4,0.2511307100859339,0.2485981308411215,0.1498154981549815,0.115852987565565,0.2511307100859339,0.0012120874374799
loso_s8,8,20260924,EEGNet,flagged,4608,41,4,0.3333333333333333,0.3658536585365853,0.231578947368421,0.1794871794871795,0.3333333333333333,0.125512715340443
loso_s8,8,20260925,EEGNet,all,4608,576,4,0.2552083333333333,0.2552083333333333,0.119514953505906,0.116284577491474,0.2552083333333333,0.0069444444444444
loso_s8,8,20260925,EEGNet,unflagged,4608,535,4,0.255512211668928,0.2523364485981308,0.11953125,0.1211765596608116,0.255512211668928,0.0072001187648456
loso_s8,8,20260925,EEGNet,flagged,4608,41,4,0.25,0.2926829268292683,0.12,0.0789473684210526,0.25,0.005020920502092
loso_s8,8,20260926,EEGNet,all,4608,576,4,0.2465277777777777,0.2465277777777778,0.1243125992912135,0.1110540223135642,0.2465277777777777,-0.0046296296296295
loso_s8,8,20260926,EEGNet,unflagged,4608,535,4,0.2497173224785165,0.2467289719626168,0.1260064412238325,0.1167200142260158,0.2497173224785165,-0.0004268884011637
loso_s8,8,20260926,EEGNet,flagged,4608,41,4,0.2083333333333333,0.2439024390243902,0.1063829787234042,0.0714285714285714,0.2083333333333333,-0.0582847626977518
loso_s9,9,20260924,EEGNet,all,4608,576,4,0.4965277777777777,0.4965277777777778,0.4642779302897909,0.5675535548723954,0.4965277777777777,0.3287037037037037
loso_s9,9,20260924,EEGNet,unflagged,4608,501,4,0.5038485780638853,0.500998003992016,0.4724147794572915,0.5712880430560737,0.5038485780638853,0.3346012654529227
loso_s9,9,20260924,EEGNet,flagged,4608,75,4,0.4673311885482938,0.4666666666666667,0.4181445970027593,0.5540760869565217,0.4673311885482938,0.293286219081272
loso_s9,9,20260925,EEGNet,all,4608,576,4,0.5069444444444444,0.5069444444444444,0.4863087036903231,0.5615267579353345,0.5069444444444444,0.3425925925925925
loso_s9,9,20260925,EEGNet,unflagged,4608,501,4,0.5069811359191656,0.5049900199600799,0.4879375933114972,0.5644941561125935,0.5069811359191656,0.3394226168323674
loso_s9,9,20260925,EEGNet,flagged,4608,75,4,0.517576995373048,0.52,0.4786789297658863,0.5425230566534914,0.517576995373048,0.3638077285579641
loso_s9,9,20260926,EEGNet,all,4608,576,4,0.4861111111111111,0.4861111111111111,0.4527110492490004,0.5191399303573213,0.4861111111111111,0.3148148148148147
loso_s9,9,20260926,EEGNet,unflagged,4608,501,4,0.4976373248044328,0.4910179640718562,0.4623801100696738,0.529318502701252,0.4976373248044328,0.3219632839575627
loso_s9,9,20260926,EEGNet,flagged,4608,75,4,0.4432294679005205,0.4533333333333333,0.4020824119121332,0.4739766081871344,0.4432294679005205,0.2749351568026409
