fold,subject,seed,stratum,true_label,predicted_label,count,model
loso_s7,7,20260926,all,1,1,68,EEGNet
loso_s7,7,20260926,all,1,2,72,EEGNet
loso_s7,7,20260926,all,1,3,3,EEGNet
loso_s7,7,20260926,all,1,4,1,EEGNet
loso_s7,7,20260926,all,2,1,61,EEGNet
loso_s7,7,20260926,all,2,2,80,EEGNet
loso_s7,7,20260926,all,2,3,3,EEGNet
loso_s7,7,20260926,all,2,4,0,EEGNet
loso_s7,7,20260926,all,3,1,43,EEGNet
loso_s7,7,20260926,all,3,2,93,EEGNet
loso_s7,7,20260926,all,3,3,8,EEGNet
loso_s7,7,20260926,all,3,4,0,EEGNet
loso_s7,7,20260926,all,4,1,66,EEGNet
loso_s7,7,20260926,all,4,2,55,EEGNet
loso_s7,7,20260926,all,4,3,17,EEGNet
loso_s7,7,20260926,all,4,4,6,EEGNet
loso_s7,7,20260926,unflagged,1,1,64,EEGNet
loso_s7,7,20260926,unflagged,1,2,71,EEGNet
loso_s7,7,20260926,unflagged,1,3,2,EEGNet
loso_s7,7,20260926,unflagged,1,4,1,EEGNet
loso_s7,7,20260926,unflagged,2,1,57,EEGNet
loso_s7,7,20260926,unflagged,2,2,75,EEGNet
loso_s7,7,20260926,unflagged,2,3,3,EEGNet
loso_s7,7,20260926,unflagged,2,4,0,EEGNet
loso_s7,7,20260926,unflagged,3,1,40,EEGNet
loso_s7,7,20260926,unflagged,3,2,90,EEGNet
loso_s7,7,20260926,unflagged,3,3,8,EEGNet
loso_s7,7,20260926,unflagged,3,4,0,EEGNet
loso_s7,7,20260926,unflagged,4,1,64,EEGNet
loso_s7,7,20260926,unflagged,4,2,51,EEGNet
loso_s7,7,20260926,unflagged,4,3,16,EEGNet
loso_s7,7,20260926,unflagged,4,4,6,EEGNet
loso_s7,7,20260926,flagged,1,1,4,EEGNet
loso_s7,7,20260926,flagged,1,2,1,EEGNet
loso_s7,7,20260926,flagged,1,3,1,EEGNet
loso_s7,7,20260926,flagged,1,4,0,EEGNet
loso_s7,7,20260926,flagged,2,1,4,EEGNet
loso_s7,7,20260926,flagged,2,2,5,EEGNet
loso_s7,7,20260926,flagged,2,3,0,EEGNet
loso_s7,7,20260926,flagged,2,4,0,EEGNet
loso_s7,7,20260926,flagged,3,1,3,EEGNet
loso_s7,7,20260926,flagged,3,2,3,EEGNet
loso_s7,7,20260926,flagged,3,3,0,EEGNet
loso_s7,7,20260926,flagged,3,4,0,EEGNet
loso_s7,7,20260926,flagged,4,1,2,EEGNet
loso_s7,7,20260926,flagged,4,2,4,EEGNet
loso_s7,7,20260926,flagged,4,3,1,EEGNet
loso_s7,7,20260926,flagged,4,4,0,EEGNet
