fold,subject,selected_epochs,selection_rule,selected_mean_rank,selection_seed,target_result_used
loso_s1,1,31,mean_rank,10.25,20260923,False
loso_s2,2,13,mean_rank,11.5,20260923,False
loso_s3,3,17,mean_rank,12.75,20260923,False
loso_s4,4,24,mean_rank,8.0,20260923,False
loso_s5,5,27,mean_rank,13.0,20260923,False
loso_s6,6,30,mean_rank,11.0,20260923,False
loso_s7,7,26,mean_rank,13.0,20260923,False
loso_s8,8,21,mean_rank,12.75,20260923,False
loso_s9,9,12,mean_rank,10.75,20260923,False
