epoch,train_ce,val_ce
1,1.3595224633116676,1.3876126805941265
2,1.2846770987461338,1.4184837076399062
3,1.2094513685137323,1.4711250464121501
4,1.13506028797231,1.5599050521850586
5,1.0880231721231504,1.6083525684144762
6,1.0511331856157309,1.745241555902693
7,1.0428531535855279,1.767514208952586
8,1.0101307412979184,1.8730416496594746
9,0.9987855711376529,2.025898880428738
10,0.9797925516593864,2.1229563819037542
11,0.9598975156720958,2.3675424257914224
12,0.9543107139275492,2.3428520295355053
13,0.9252237791587432,2.2198975880940757
14,0.9253782411846257,2.2972556153933206
15,0.9224655635680626,2.4435005850262113
16,0.9143592489105887,2.4114680687586465
17,0.9111720960728612,2.380833387374878
18,0.9005102889221565,2.5164103971587286
19,0.8909028181277611,2.7826518482632108
20,0.886765228614197,2.7009673251046076
21,0.8806788206623803,2.7301747534010143
22,0.8746850970547264,2.8045146332846747
23,0.8722000227859679,2.862633135583666
24,0.8591031784471505,2.684317045741611
25,0.8561661445111383,2.5367288059658475
26,0.8527416105964185,2.6357450087865195
27,0.8443918309267056,2.86061610115899
28,0.8451992358934098,2.761218806107839
29,0.856253818682123,2.8264045582877264
30,0.844097849342583,2.7427444722917347
31,0.8413129298991265,2.750886983341641
32,0.8439601924808917,2.910041782591078
33,0.8311713608352694,2.8637448019451566
34,0.8440776364524449,3.287533230251736
35,0.8367020253217045,2.8042400810453625
36,0.8264729953290677,2.95075163576338
37,0.8218299264480193,3.111949880917867
38,0.8234095405956614,2.7914859453837075
39,0.8171532681721735,2.862977080874973
40,0.8120152680206238,3.085719929801093
