fold,subject,selected_epochs,selection_rule,selected_mean_rank,selection_seed,target_result_used
loso_s1,1,12,mean_rank,10.75,20260923,False
loso_s2,2,6,mean_rank,12.25,20260923,False
loso_s3,3,11,mean_rank,10.25,20260923,False
loso_s4,4,16,mean_rank,11.25,20260923,False
loso_s5,5,22,mean_rank,11.25,20260923,False
loso_s6,6,30,mean_rank,9.25,20260923,False
loso_s7,7,8,mean_rank,11.75,20260923,False
loso_s8,8,17,mean_rank,8.5,20260923,False
loso_s9,9,16,mean_rank,9.0,20260923,False
