epoch,train_ce,val_ce
1,1.3657492730352614,1.3885831766658359
2,1.3192847812617268,1.3985114163822598
3,1.265802588727739,1.4357884658707514
4,1.1696886663083677,1.4533852206336126
5,1.1164555450280507,1.5082913239796956
6,1.0647856758700476,1.5129572616683111
7,1.0477101041211023,1.576681117216746
8,1.015210054538868,1.757411824332343
9,1.001108756771794,1.6207232475280762
10,0.9865626449938174,1.5456617673238118
11,0.984375630263929,1.5570799509684246
12,0.9770049552122752,1.5402919120258756
13,0.9534830980830722,1.7741040521197848
14,0.9653822073230037,1.5584989587465923
15,0.9460630880461799,1.6945570177502103
16,0.94455079347999,1.6046887636184692
17,0.9302792869232319,1.614923722214169
18,0.9104859950365843,1.8532818224694994
19,0.9206916171091574,1.5986677938037448
20,0.9189102870446665,1.5179312494066026
21,0.899162807950267,1.4802533388137817
22,0.8933691437597628,1.4872320426834955
23,0.8999587970751303,1.565203116999732
24,0.8974668880303701,1.770246856742435
25,0.9009864650390766,1.5902119742499456
26,0.8911001174538223,1.490502417087555
27,0.8878061197422169,1.5425782004992168
28,0.8745507001876831,1.6225046515464783
29,0.8745745685365465,1.6038810544543796
30,0.8962394230895572,1.6958727306789823
31,0.880372761576264,1.6926799482769437
32,0.8728649329256128,1.4920584824350145
33,0.855481477799239,1.5232957734002008
34,0.8593378652025152,1.6506677203708224
35,0.8629736304283142,1.6377355522579617
36,0.8586632046434615,1.5913496679729886
37,0.8686895061422277,1.6295222640037537
38,0.8518901456285406,1.6290085713068645
39,0.8602695829338498,1.7615484065479703
40,0.8472756588900531,1.8723815414640639
