epoch,train_ce,val_ce
1,1.3645696308877733,1.389612125025855
2,1.3269122728595026,1.3927857478459675
3,1.2751466168297663,1.4029191070132785
4,1.1755696777944211,1.408444106578827
5,1.0953339846045882,1.4245461026827495
6,1.0485905519238226,1.3461354242430792
7,1.024333714335053,1.2820708884133234
8,1.0100507725168157,1.293554014629788
9,0.995370340568048,1.2326781021224127
10,0.9811453267380044,1.2774760789341397
11,0.9724986387623681,1.2519363231129117
12,0.9592862261666192,1.3007248077127669
13,0.9474217240457181,1.269138948784934
14,0.9453607543751046,1.2426620490021176
15,0.9256105732034754,1.2452534172270033
16,0.9361436477413884,1.3272351556354098
17,0.910319306232311,1.3380199472109477
18,0.9046699272261726,1.3041628897190094
19,0.9169068524131069,1.293963435623381
20,0.9032437039746178,1.4140436980459425
21,0.8881562241801509,1.2291555106639862
22,0.9008683440861879,1.4420123994350433
23,0.8944533401065402,1.326188815964593
24,0.8928262348528262,1.5039431651433308
25,0.878365139166514,1.295186546113756
26,0.8774814307689667,1.2497284279929266
27,0.8699816366036733,1.2840583125750225
28,0.8714018839376944,1.4980697333812714
29,0.8603048114864914,1.3647269937727187
30,0.8695110336497978,1.6188957691192627
31,0.8568891761479555,1.3425337804688349
32,0.8729002762723852,1.3286882672044966
33,0.8521167757334532,1.2570409509870741
34,0.8484637417175152,1.374721732404497
35,0.8632731835047404,1.2881501846843295
36,0.845943291982015,1.346911268101798
37,0.8375103661307582,1.256860660182105
38,0.8311164721294686,1.5382790896627638
39,0.8337028766119922,1.3336386813057794
40,0.8522839016384549,1.4350925882657368
