fold,stage,inner_fold,seed,subject,role,n_trials,n_used_for_fit,n_excluded_from_fit,n_used_for_validation,epochs_trained
loso_s7,full,,20260924,1,train,576,554,22,0,9
loso_s7,full,,20260924,2,train,576,553,23,0,9
loso_s7,full,,20260924,3,train,576,543,33,0,9
loso_s7,full,,20260924,4,train,576,490,86,0,9
loso_s7,full,,20260924,5,train,576,538,38,0,9
loso_s7,full,,20260924,6,train,576,434,142,0,9
loso_s7,full,,20260924,7,test,576,0,0,0,9
loso_s7,full,,20260924,8,train,576,535,41,0,9
loso_s7,full,,20260924,9,train,576,501,75,0,9
