fold,subject,model,stratum,true_label,predicted_label,count
loso_s3,3,BroadCSP_SVM,flagged,3,4,1
loso_s3,3,BroadCSP_SVM,flagged,4,1,6
loso_s3,3,BroadCSP_SVM,flagged,4,2,0
loso_s3,3,BroadCSP_SVM,flagged,4,3,2
loso_s3,3,BroadCSP_SVM,flagged,4,4,1
loso_s3,3,FBCSP_LDA,all,1,1,108
loso_s3,3,FBCSP_LDA,all,1,2,0
loso_s3,3,FBCSP_LDA,all,1,3,0
loso_s3,3,FBCSP_LDA,all,1,4,36
loso_s3,3,FBCSP_LDA,all,2,1,46
loso_s3,3,FBCSP_LDA,all,2,2,34
loso_s3,3,FBCSP_LDA,all,2,3,1
loso_s3,3,FBCSP_LDA,all,2,4,63
loso_s3,3,FBCSP_LDA,all,3,1,59
loso_s3,3,FBCSP_LDA,all,3,2,2
loso_s3,3,FBCSP_LDA,all,3,3,14
loso_s3,3,FBCSP_LDA,all,3,4,69
loso_s3,3,FBCSP_LDA,all,4,1,31
loso_s3,3,FBCSP_LDA,all,4,2,0
loso_s3,3,FBCSP_LDA,all,4,3,3
loso_s3,3,FBCSP_LDA,all,4,4,110
loso_s3,3,FBCSP_LDA,unflagged,1,1,105
loso_s3,3,FBCSP_LDA,unflagged,1,2,0
loso_s3,3,FBCSP_LDA,unflagged,1,3,0
loso_s3,3,FBCSP_LDA,unflagged,1,4,31
loso_s3,3,FBCSP_LDA,unflagged,2,1,44
loso_s3,3,FBCSP_LDA,unflagged,2,2,33
loso_s3,3,FBCSP_LDA,unflagged,2,3,1
loso_s3,3,FBCSP_LDA,unflagged,2,4,60
loso_s3,3,FBCSP_LDA,unflagged,3,1,56
loso_s3,3,FBCSP_LDA,unflagged,3,2,2
loso_s3,3,FBCSP_LDA,unflagged,3,3,13
loso_s3,3,FBCSP_LDA,unflagged,3,4,63
loso_s3,3,FBCSP_LDA,unflagged,4,1,30
loso_s3,3,FBCSP_LDA,unflagged,4,2,0
loso_s3,3,FBCSP_LDA,unflagged,4,3,3
loso_s3,3,FBCSP_LDA,unflagged,4,4,102
loso_s3,3,FBCSP_LDA,flagged,1,1,3
loso_s3,3,FBCSP_LDA,flagged,1,2,0
loso_s3,3,FBCSP_LDA,flagged,1,3,0
loso_s3,3,FBCSP_LDA,flagged,1,4,5
loso_s3,3,FBCSP_LDA,flagged,2,1,2
loso_s3,3,FBCSP_LDA,flagged,2,2,1
loso_s3,3,FBCSP_LDA,flagged,2,3,0
loso_s3,3,FBCSP_LDA,flagged,2,4,3
loso_s3,3,FBCSP_LDA,flagged,3,1,3
loso_s3,3,FBCSP_LDA,flagged,3,2,0
loso_s3,3,FBCSP_LDA,flagged,3,3,1
loso_s3,3,FBCSP_LDA,flagged,3,4,6
loso_s3,3,FBCSP_LDA,flagged,4,1,1
loso_s3,3,FBCSP_LDA,flagged,4,2,0
loso_s3,3,FBCSP_LDA,flagged,4,3,0
loso_s3,3,FBCSP_LDA,flagged,4,4,8
loso_s3,3,FBCSP_MI8_LDA,all,1,1,124
loso_s3,3,FBCSP_MI8_LDA,all,1,2,0
loso_s3,3,FBCSP_MI8_LDA,all,1,3,0
loso_s3,3,FBCSP_MI8_LDA,all,1,4,20
loso_s3,3,FBCSP_MI8_LDA,all,2,1,72
loso_s3,3,FBCSP_MI8_LDA,all,2,2,25
loso_s3,3,FBCSP_MI8_LDA,all,2,3,0
loso_s3,3,FBCSP_MI8_LDA,all,2,4,47
loso_s3,3,FBCSP_MI8_LDA,all,3,1,115
loso_s3,3,FBCSP_MI8_LDA,all,3,2,2
loso_s3,3,FBCSP_MI8_LDA,all,3,3,0
loso_s3,3,FBCSP_MI8_LDA,all,3,4,27
loso_s3,3,FBCSP_MI8_LDA,all,4,1,88
loso_s3,3,FBCSP_MI8_LDA,all,4,2,0
loso_s3,3,FBCSP_MI8_LDA,all,4,3,0
loso_s3,3,FBCSP_MI8_LDA,all,4,4,56
loso_s3,3,FBCSP_MI8_LDA,unflagged,1,1,118
loso_s3,3,FBCSP_MI8_LDA,unflagged,1,2,0
loso_s3,3,FBCSP_MI8_LDA,unflagged,1,3,0
loso_s3,3,FBCSP_MI8_LDA,unflagged,1,4,18
loso_s3,3,FBCSP_MI8_LDA,unflagged,2,1,70
loso_s3,3,FBCSP_MI8_LDA,unflagged,2,2,23
loso_s3,3,FBCSP_MI8_LDA,unflagged,2,3,0
loso_s3,3,FBCSP_MI8_LDA,unflagged,2,4,45
loso_s3,3,FBCSP_MI8_LDA,unflagged,3,1,106
loso_s3,3,FBCSP_MI8_LDA,unflagged,3,2,2
loso_s3,3,FBCSP_MI8_LDA,unflagged,3,3,0
loso_s3,3,FBCSP_MI8_LDA,unflagged,3,4,26
loso_s3,3,FBCSP_MI8_LDA,unflagged,4,1,82
loso_s3,3,FBCSP_MI8_LDA,unflagged,4,2,0
loso_s3,3,FBCSP_MI8_LDA,unflagged,4,3,0
loso_s3,3,FBCSP_MI8_LDA,unflagged,4,4,53
loso_s3,3,FBCSP_MI8_LDA,flagged,1,1,6
loso_s3,3,FBCSP_MI8_LDA,flagged,1,2,0
loso_s3,3,FBCSP_MI8_LDA,flagged,1,3,0
loso_s3,3,FBCSP_MI8_LDA,flagged,1,4,2
loso_s3,3,FBCSP_MI8_LDA,flagged,2,1,2
loso_s3,3,FBCSP_MI8_LDA,flagged,2,2,2
loso_s3,3,FBCSP_MI8_LDA,flagged,2,3,0
loso_s3,3,FBCSP_MI8_LDA,flagged,2,4,2
loso_s3,3,FBCSP_MI8_LDA,flagged,3,1,9
loso_s3,3,FBCSP_MI8_LDA,flagged,3,2,0
loso_s3,3,FBCSP_MI8_LDA,flagged,3,3,0
loso_s3,3,FBCSP_MI8_LDA,flagged,3,4,1
loso_s3,3,FBCSP_MI8_LDA,flagged,4,1,6
loso_s3,3,FBCSP_MI8_LDA,flagged,4,2,0
loso_s3,3,FBCSP_MI8_LDA,flagged,4,3,0
loso_s3,3,FBCSP_MI8_LDA,flagged,4,4,3
loso_s4,4,BroadCSP_LDA,all,1,1,83
loso_s4,4,BroadCSP_LDA,all,1,2,42
loso_s4,4,BroadCSP_LDA,all,1,3,18
loso_s4,4,BroadCSP_LDA,all,1,4,1
loso_s4,4,BroadCSP_LDA,all,2,1,30
loso_s4,4,BroadCSP_LDA,all,2,2,103
loso_s4,4,BroadCSP_LDA,all,2,3,10
loso_s4,4,BroadCSP_LDA,all,2,4,1
loso_s4,4,BroadCSP_LDA,all,3,1,80
loso_s4,4,BroadCSP_LDA,all,3,2,31
loso_s4,4,BroadCSP_LDA,all,3,3,24
loso_s4,4,BroadCSP_LDA,all,3,4,9
loso_s4,4,BroadCSP_LDA,all,4,1,32
loso_s4,4,BroadCSP_LDA,all,4,2,75
loso_s4,4,BroadCSP_LDA,all,4,3,22
loso_s4,4,BroadCSP_LDA,all,4,4,15
loso_s4,4,BroadCSP_LDA,unflagged,1,1,69
loso_s4,4,BroadCSP_LDA,unflagged,1,2,36
loso_s4,4,BroadCSP_LDA,unflagged,1,3,15
loso_s4,4,BroadCSP_LDA,unflagged,1,4,1
loso_s4,4,BroadCSP_LDA,unflagged,2,1,25
loso_s4,4,BroadCSP_LDA,unflagged,2,2,92
loso_s4,4,BroadCSP_LDA,unflagged,2,3,6
loso_s4,4,BroadCSP_LDA,unflagged,2,4,1
loso_s4,4,BroadCSP_LDA,unflagged,3,1,71
loso_s4,4,BroadCSP_LDA,unflagged,3,2,26
loso_s4,4,BroadCSP_LDA,unflagged,3,3,22
loso_s4,4,BroadCSP_LDA,unflagged,3,4,7
loso_s4,4,BroadCSP_LDA,unflagged,4,1,25
loso_s4,4,BroadCSP_LDA,unflagged,4,2,64
loso_s4,4,BroadCSP_LDA,unflagged,4,3,19
loso_s4,4,BroadCSP_LDA,unflagged,4,4,11
loso_s4,4,BroadCSP_LDA,flagged,1,1,14
loso_s4,4,BroadCSP_LDA,flagged,1,2,6
loso_s4,4,BroadCSP_LDA,flagged,1,3,3
loso_s4,4,BroadCSP_LDA,flagged,1,4,0
loso_s4,4,BroadCSP_LDA,flagged,2,1,5
loso_s4,4,BroadCSP_LDA,flagged,2,2,11
loso_s4,4,BroadCSP_LDA,flagged,2,3,4
loso_s4,4,BroadCSP_LDA,flagged,2,4,0
loso_s4,4,BroadCSP_LDA,flagged,3,1,9
loso_s4,4,BroadCSP_LDA,flagged,3,2,5
loso_s4,4,BroadCSP_LDA,flagged,3,3,2
loso_s4,4,BroadCSP_LDA,flagged,3,4,2
loso_s4,4,BroadCSP_LDA,flagged,4,1,7
loso_s4,4,BroadCSP_LDA,flagged,4,2,11
loso_s4,4,BroadCSP_LDA,flagged,4,3,3
loso_s4,4,BroadCSP_LDA,flagged,4,4,4
loso_s4,4,BroadCSP_SVM,all,1,1,79
loso_s4,4,BroadCSP_SVM,all,1,2,45
loso_s4,4,BroadCSP_SVM,all,1,3,20
loso_s4,4,BroadCSP_SVM,all,1,4,0
loso_s4,4,BroadCSP_SVM,all,2,1,26
loso_s4,4,BroadCSP_SVM,all,2,2,105
loso_s4,4,BroadCSP_SVM,all,2,3,13
loso_s4,4,BroadCSP_SVM,all,2,4,0
loso_s4,4,BroadCSP_SVM,all,3,1,77
loso_s4,4,BroadCSP_SVM,all,3,2,42
loso_s4,4,BroadCSP_SVM,all,3,3,25
loso_s4,4,BroadCSP_SVM,all,3,4,0
loso_s4,4,BroadCSP_SVM,all,4,1,34
loso_s4,4,BroadCSP_SVM,all,4,2,88
loso_s4,4,BroadCSP_SVM,all,4,3,18
loso_s4,4,BroadCSP_SVM,all,4,4,4
loso_s4,4,BroadCSP_SVM,unflagged,1,1,67
loso_s4,4,BroadCSP_SVM,unflagged,1,2,40
loso_s4,4,BroadCSP_SVM,unflagged,1,3,14
loso_s4,4,BroadCSP_SVM,unflagged,1,4,0
loso_s4,4,BroadCSP_SVM,unflagged,2,1,22
loso_s4,4,BroadCSP_SVM,unflagged,2,2,93
loso_s4,4,BroadCSP_SVM,unflagged,2,3,9
loso_s4,4,BroadCSP_SVM,unflagged,2,4,0
loso_s4,4,BroadCSP_SVM,unflagged,3,1,69
loso_s4,4,BroadCSP_SVM,unflagged,3,2,35
loso_s4,4,BroadCSP_SVM,unflagged,3,3,22
loso_s4,4,BroadCSP_SVM,unflagged,3,4,0
loso_s4,4,BroadCSP_SVM,unflagged,4,1,26
loso_s4,4,BroadCSP_SVM,unflagged,4,2,75
loso_s4,4,BroadCSP_SVM,unflagged,4,3,15
loso_s4,4,BroadCSP_SVM,unflagged,4,4,3
loso_s4,4,BroadCSP_SVM,flagged,1,1,12
loso_s4,4,BroadCSP_SVM,flagged,1,2,5
loso_s4,4,BroadCSP_SVM,flagged,1,3,6
loso_s4,4,BroadCSP_SVM,flagged,1,4,0
loso_s4,4,BroadCSP_SVM,flagged,2,1,4
loso_s4,4,BroadCSP_SVM,flagged,2,2,12
loso_s4,4,BroadCSP_SVM,flagged,2,3,4
loso_s4,4,BroadCSP_SVM,flagged,2,4,0
loso_s4,4,BroadCSP_SVM,flagged,3,1,8
loso_s4,4,BroadCSP_SVM,flagged,3,2,7
loso_s4,4,BroadCSP_SVM,flagged,3,3,3
loso_s4,4,BroadCSP_SVM,flagged,3,4,0
loso_s4,4,BroadCSP_SVM,flagged,4,1,8
loso_s4,4,BroadCSP_SVM,flagged,4,2,13
loso_s4,4,BroadCSP_SVM,flagged,4,3,3
loso_s4,4,BroadCSP_SVM,flagged,4,4,1
loso_s4,4,FBCSP_LDA,all,1,1,30
loso_s4,4,FBCSP_LDA,all,1,2,21
loso_s4,4,FBCSP_LDA,all,1,3,34
loso_s4,4,FBCSP_LDA,all,1,4,59
loso_s4,4,FBCSP_LDA,all,2,1,8
loso_s4,4,FBCSP_LDA,all,2,2,59
loso_s4,4,FBCSP_LDA,all,2,3,28
loso_s4,4,FBCSP_LDA,all,2,4,49
loso_s4,4,FBCSP_LDA,all,3,1,15
loso_s4,4,FBCSP_LDA,all,3,2,12
loso_s4,4,FBCSP_LDA,all,3,3,31
loso_s4,4,FBCSP_LDA,all,3,4,86
loso_s4,4,FBCSP_LDA,all,4,1,5
loso_s4,4,FBCSP_LDA,all,4,2,12
loso_s4,4,FBCSP_LDA,all,4,3,20
loso_s4,4,FBCSP_LDA,all,4,4,107
loso_s4,4,FBCSP_LDA,unflagged,1,1,25
loso_s4,4,FBCSP_LDA,unflagged,1,2,16
loso_s4,4,FBCSP_LDA,unflagged,1,3,28
loso_s4,4,FBCSP_LDA,unflagged,1,4,52
loso_s4,4,FBCSP_LDA,unflagged,2,1,7
loso_s4,4,FBCSP_LDA,unflagged,2,2,50
loso_s4,4,FBCSP_LDA,unflagged,2,3,21
loso_s4,4,FBCSP_LDA,unflagged,2,4,46
loso_s4,4,FBCSP_LDA,unflagged,3,1,15
loso_s4,4,FBCSP_LDA,unflagged,3,2,9
loso_s4,4,FBCSP_LDA,unflagged,3,3,26
loso_s4,4,FBCSP_LDA,unflagged,3,4,76
loso_s4,4,FBCSP_LDA,unflagged,4,1,4
loso_s4,4,FBCSP_LDA,unflagged,4,2,9
loso_s4,4,FBCSP_LDA,unflagged,4,3,18
loso_s4,4,FBCSP_LDA,unflagged,4,4,88
loso_s4,4,FBCSP_LDA,flagged,1,1,5
loso_s4,4,FBCSP_LDA,flagged,1,2,5
loso_s4,4,FBCSP_LDA,flagged,1,3,6
loso_s4,4,FBCSP_LDA,flagged,1,4,7
loso_s4,4,FBCSP_LDA,flagged,2,1,1
loso_s4,4,FBCSP_LDA,flagged,2,2,9
loso_s4,4,FBCSP_LDA,flagged,2,3,7
loso_s4,4,FBCSP_LDA,flagged,2,4,3
loso_s4,4,FBCSP_LDA,flagged,3,1,0
loso_s4,4,FBCSP_LDA,flagged,3,2,3
loso_s4,4,FBCSP_LDA,flagged,3,3,5
loso_s4,4,FBCSP_LDA,flagged,3,4,10
loso_s4,4,FBCSP_LDA,flagged,4,1,1
loso_s4,4,FBCSP_LDA,flagged,4,2,3
loso_s4,4,FBCSP_LDA,flagged,4,3,2
loso_s4,4,FBCSP_LDA,flagged,4,4,19
loso_s4,4,FBCSP_MI8_LDA,all,1,1,34
loso_s4,4,FBCSP_MI8_LDA,all,1,2,53
loso_s4,4,FBCSP_MI8_LDA,all,1,3,56
loso_s4,4,FBCSP_MI8_LDA,all,1,4,1
loso_s4,4,FBCSP_MI8_LDA,all,2,1,12
loso_s4,4,FBCSP_MI8_LDA,all,2,2,94
loso_s4,4,FBCSP_MI8_LDA,all,2,3,35
loso_s4,4,FBCSP_MI8_LDA,all,2,4,3
loso_s4,4,FBCSP_MI8_LDA,all,3,1,16
loso_s4,4,FBCSP_MI8_LDA,all,3,2,83
loso_s4,4,FBCSP_MI8_LDA,all,3,3,44
loso_s4,4,FBCSP_MI8_LDA,all,3,4,1
loso_s4,4,FBCSP_MI8_LDA,all,4,1,9
loso_s4,4,FBCSP_MI8_LDA,all,4,2,79
loso_s4,4,FBCSP_MI8_LDA,all,4,3,50
loso_s4,4,FBCSP_MI8_LDA,all,4,4,6
loso_s4,4,FBCSP_MI8_LDA,unflagged,1,1,28
loso_s4,4,FBCSP_MI8_LDA,unflagged,1,2,42
loso_s4,4,FBCSP_MI8_LDA,unflagged,1,3,50
loso_s4,4,FBCSP_MI8_LDA,unflagged,1,4,1
loso_s4,4,FBCSP_MI8_LDA,unflagged,2,1,11
loso_s4,4,FBCSP_MI8_LDA,unflagged,2,2,84
loso_s4,4,FBCSP_MI8_LDA,unflagged,2,3,26
loso_s4,4,FBCSP_MI8_LDA,unflagged,2,4,3
loso_s4,4,FBCSP_MI8_LDA,unflagged,3,1,12
loso_s4,4,FBCSP_MI8_LDA,unflagged,3,2,72
loso_s4,4,FBCSP_MI8_LDA,unflagged,3,3,41
loso_s4,4,FBCSP_MI8_LDA,unflagged,3,4,1
loso_s4,4,FBCSP_MI8_LDA,unflagged,4,1,8
loso_s4,4,FBCSP_MI8_LDA,unflagged,4,2,63
loso_s4,4,FBCSP_MI8_LDA,unflagged,4,3,45
loso_s4,4,FBCSP_MI8_LDA,unflagged,4,4,3
loso_s4,4,FBCSP_MI8_LDA,flagged,1,1,6
loso_s4,4,FBCSP_MI8_LDA,flagged,1,2,11
loso_s4,4,FBCSP_MI8_LDA,flagged,1,3,6
loso_s4,4,FBCSP_MI8_LDA,flagged,1,4,0
loso_s4,4,FBCSP_MI8_LDA,flagged,2,1,1
loso_s4,4,FBCSP_MI8_LDA,flagged,2,2,10
loso_s4,4,FBCSP_MI8_LDA,flagged,2,3,9
loso_s4,4,FBCSP_MI8_LDA,flagged,2,4,0
loso_s4,4,FBCSP_MI8_LDA,flagged,3,1,4
loso_s4,4,FBCSP_MI8_LDA,flagged,3,2,11
loso_s4,4,FBCSP_MI8_LDA,flagged,3,3,3
loso_s4,4,FBCSP_MI8_LDA,flagged,3,4,0
loso_s4,4,FBCSP_MI8_LDA,flagged,4,1,1
loso_s4,4,FBCSP_MI8_LDA,flagged,4,2,16
loso_s4,4,FBCSP_MI8_LDA,flagged,4,3,5
loso_s4,4,FBCSP_MI8_LDA,flagged,4,4,3
loso_s5,5,BroadCSP_LDA,all,1,1,15
loso_s5,5,BroadCSP_LDA,all,1,2,88
loso_s5,5,BroadCSP_LDA,all,1,3,40
loso_s5,5,BroadCSP_LDA,all,1,4,1
loso_s5,5,BroadCSP_LDA,all,2,1,8
loso_s5,5,BroadCSP_LDA,all,2,2,96
loso_s5,5,BroadCSP_LDA,all,2,3,40
loso_s5,5,BroadCSP_LDA,all,2,4,0
loso_s5,5,BroadCSP_LDA,all,3,1,19
loso_s5,5,BroadCSP_LDA,all,3,2,82
loso_s5,5,BroadCSP_LDA,all,3,3,41
loso_s5,5,BroadCSP_LDA,all,3,4,2
loso_s5,5,BroadCSP_LDA,all,4,1,24
loso_s5,5,BroadCSP_LDA,all,4,2,71
loso_s5,5,BroadCSP_LDA,all,4,3,49
loso_s5,5,BroadCSP_LDA,all,4,4,0
loso_s5,5,BroadCSP_LDA,unflagged,1,1,13
loso_s5,5,BroadCSP_LDA,unflagged,1,2,84
loso_s5,5,BroadCSP_LDA,unflagged,1,3,35
loso_s5,5,BroadCSP_LDA,unflagged,1,4,1
loso_s5,5,BroadCSP_LDA,unflagged,2,1,7
loso_s5,5,BroadCSP_LDA,unflagged,2,2,89
loso_s5,5,BroadCSP_LDA,unflagged,2,3,35
loso_s5,5,BroadCSP_LDA,unflagged,2,4,0
loso_s5,5,BroadCSP_LDA,unflagged,3,1,19
loso_s5,5,BroadCSP_LDA,unflagged,3,2,79
loso_s5,5,BroadCSP_LDA,unflagged,3,3,38
loso_s5,5,BroadCSP_LDA,unflagged,3,4,2
loso_s5,5,BroadCSP_LDA,unflagged,4,1,22
loso_s5,5,BroadCSP_LDA,unflagged,4,2,68
loso_s5,5,BroadCSP_LDA,unflagged,4,3,46
loso_s5,5,BroadCSP_LDA,unflagged,4,4,0
loso_s5,5,BroadCSP_LDA,flagged,1,1,2
loso_s5,5,BroadCSP_LDA,flagged,1,2,4
loso_s5,5,BroadCSP_LDA,flagged,1,3,5
loso_s5,5,BroadCSP_LDA,flagged,1,4,0
loso_s5,5,BroadCSP_LDA,flagged,2,1,1
loso_s5,5,BroadCSP_LDA,flagged,2,2,7
loso_s5,5,BroadCSP_LDA,flagged,2,3,5
loso_s5,5,BroadCSP_LDA,flagged,2,4,0
loso_s5,5,BroadCSP_LDA,flagged,3,1,0
loso_s5,5,BroadCSP_LDA,flagged,3,2,3
loso_s5,5,BroadCSP_LDA,flagged,3,3,3
loso_s5,5,BroadCSP_LDA,flagged,3,4,0
loso_s5,5,BroadCSP_LDA,flagged,4,1,2
loso_s5,5,BroadCSP_LDA,flagged,4,2,3
loso_s5,5,BroadCSP_LDA,flagged,4,3,3
loso_s5,5,BroadCSP_LDA,flagged,4,4,0
loso_s5,5,BroadCSP_SVM,all,1,1,16
loso_s5,5,BroadCSP_SVM,all,1,2,88
loso_s5,5,BroadCSP_SVM,all,1,3,39
loso_s5,5,BroadCSP_SVM,all,1,4,1
loso_s5,5,BroadCSP_SVM,all,2,1,9
loso_s5,5,BroadCSP_SVM,all,2,2,95
loso_s5,5,BroadCSP_SVM,all,2,3,40
loso_s5,5,BroadCSP_SVM,all,2,4,0
loso_s5,5,BroadCSP_SVM,all,3,1,15
loso_s5,5,BroadCSP_SVM,all,3,2,86
loso_s5,5,BroadCSP_SVM,all,3,3,43
loso_s5,5,BroadCSP_SVM,all,3,4,0
loso_s5,5,BroadCSP_SVM,all,4,1,28
loso_s5,5,BroadCSP_SVM,all,4,2,65
loso_s5,5,BroadCSP_SVM,all,4,3,51
loso_s5,5,BroadCSP_SVM,all,4,4,0
loso_s5,5,BroadCSP_SVM,unflagged,1,1,12
loso_s5,5,BroadCSP_SVM,unflagged,1,2,87
loso_s5,5,BroadCSP_SVM,unflagged,1,3,33
loso_s5,5,BroadCSP_SVM,unflagged,1,4,1
loso_s5,5,BroadCSP_SVM,unflagged,2,1,8
loso_s5,5,BroadCSP_SVM,unflagged,2,2,88
loso_s5,5,BroadCSP_SVM,unflagged,2,3,35
loso_s5,5,BroadCSP_SVM,unflagged,2,4,0
loso_s5,5,BroadCSP_SVM,unflagged,3,1,15
loso_s5,5,BroadCSP_SVM,unflagged,3,2,84
loso_s5,5,BroadCSP_SVM,unflagged,3,3,39
loso_s5,5,BroadCSP_SVM,unflagged,3,4,0
loso_s5,5,BroadCSP_SVM,unflagged,4,1,25
loso_s5,5,BroadCSP_SVM,unflagged,4,2,63
loso_s5,5,BroadCSP_SVM,unflagged,4,3,48
loso_s5,5,BroadCSP_SVM,unflagged,4,4,0
loso_s5,5,BroadCSP_SVM,flagged,1,1,4
loso_s5,5,BroadCSP_SVM,flagged,1,2,1
loso_s5,5,BroadCSP_SVM,flagged,1,3,6
loso_s5,5,BroadCSP_SVM,flagged,1,4,0
loso_s5,5,BroadCSP_SVM,flagged,2,1,1
loso_s5,5,BroadCSP_SVM,flagged,2,2,7
loso_s5,5,BroadCSP_SVM,flagged,2,3,5
loso_s5,5,BroadCSP_SVM,flagged,2,4,0
loso_s5,5,BroadCSP_SVM,flagged,3,1,0
loso_s5,5,BroadCSP_SVM,flagged,3,2,2
loso_s5,5,BroadCSP_SVM,flagged,3,3,4
loso_s5,5,BroadCSP_SVM,flagged,3,4,0
loso_s5,5,BroadCSP_SVM,flagged,4,1,3
loso_s5,5,BroadCSP_SVM,flagged,4,2,2
loso_s5,5,BroadCSP_SVM,flagged,4,3,3
loso_s5,5,BroadCSP_SVM,flagged,4,4,0
loso_s5,5,FBCSP_LDA,all,1,1,87
loso_s5,5,FBCSP_LDA,all,1,2,57
loso_s5,5,FBCSP_LDA,all,1,3,0
loso_s5,5,FBCSP_LDA,all,1,4,0
loso_s5,5,FBCSP_LDA,all,2,1,69
loso_s5,5,FBCSP_LDA,all,2,2,75
loso_s5,5,FBCSP_LDA,all,2,3,0
loso_s5,5,FBCSP_LDA,all,2,4,0
loso_s5,5,FBCSP_LDA,all,3,1,83
loso_s5,5,FBCSP_LDA,all,3,2,61
loso_s5,5,FBCSP_LDA,all,3,3,0
loso_s5,5,FBCSP_LDA,all,3,4,0
loso_s5,5,FBCSP_LDA,all,4,1,96
loso_s5,5,FBCSP_LDA,all,4,2,48
loso_s5,5,FBCSP_LDA,all,4,3,0
loso_s5,5,FBCSP_LDA,all,4,4,0
loso_s5,5,FBCSP_LDA,unflagged,1,1,82
loso_s5,5,FBCSP_LDA,unflagged,1,2,51
loso_s5,5,FBCSP_LDA,unflagged,1,3,0
loso_s5,5,FBCSP_LDA,unflagged,1,4,0
loso_s5,5,FBCSP_LDA,unflagged,2,1,63
loso_s5,5,FBCSP_LDA,unflagged,2,2,68
loso_s5,5,FBCSP_LDA,unflagged,2,3,0
loso_s5,5,FBCSP_LDA,unflagged,2,4,0
loso_s5,5,FBCSP_LDA,unflagged,3,1,80
loso_s5,5,FBCSP_LDA,unflagged,3,2,58
loso_s5,5,FBCSP_LDA,unflagged,3,3,0
loso_s5,5,FBCSP_LDA,unflagged,3,4,0
loso_s5,5,FBCSP_LDA,unflagged,4,1,90
loso_s5,5,FBCSP_LDA,unflagged,4,2,46
loso_s5,5,FBCSP_LDA,unflagged,4,3,0
loso_s5,5,FBCSP_LDA,unflagged,4,4,0
loso_s5,5,FBCSP_LDA,flagged,1,1,5
loso_s5,5,FBCSP_LDA,flagged,1,2,6
loso_s5,5,FBCSP_LDA,flagged,1,3,0
loso_s5,5,FBCSP_LDA,flagged,1,4,0
loso_s5,5,FBCSP_LDA,flagged,2,1,6
loso_s5,5,FBCSP_LDA,flagged,2,2,7
loso_s5,5,FBCSP_LDA,flagged,2,3,0
loso_s5,5,FBCSP_LDA,flagged,2,4,0
loso_s5,5,FBCSP_LDA,flagged,3,1,3
loso_s5,5,FBCSP_LDA,flagged,3,2,3
loso_s5,5,FBCSP_LDA,flagged,3,3,0
loso_s5,5,FBCSP_LDA,flagged,3,4,0
loso_s5,5,FBCSP_LDA,flagged,4,1,6
loso_s5,5,FBCSP_LDA,flagged,4,2,2
loso_s5,5,FBCSP_LDA,flagged,4,3,0
loso_s5,5,FBCSP_LDA,flagged,4,4,0
loso_s5,5,FBCSP_MI8_LDA,all,1,1,48
loso_s5,5,FBCSP_MI8_LDA,all,1,2,96
loso_s5,5,FBCSP_MI8_LDA,all,1,3,0
loso_s5,5,FBCSP_MI8_LDA,all,1,4,0
loso_s5,5,FBCSP_MI8_LDA,all,2,1,44
loso_s5,5,FBCSP_MI8_LDA,all,2,2,100
loso_s5,5,FBCSP_MI8_LDA,all,2,3,0
loso_s5,5,FBCSP_MI8_LDA,all,2,4,0
loso_s5,5,FBCSP_MI8_LDA,all,3,1,58
loso_s5,5,FBCSP_MI8_LDA,all,3,2,86
loso_s5,5,FBCSP_MI8_LDA,all,3,3,0
loso_s5,5,FBCSP_MI8_LDA,all,3,4,0
loso_s5,5,FBCSP_MI8_LDA,all,4,1,56
loso_s5,5,FBCSP_MI8_LDA,all,4,2,88
loso_s5,5,FBCSP_MI8_LDA,all,4,3,0
loso_s5,5,FBCSP_MI8_LDA,all,4,4,0
loso_s5,5,FBCSP_MI8_LDA,unflagged,1,1,46
loso_s5,5,FBCSP_MI8_LDA,unflagged,1,2,87
loso_s5,5,FBCSP_MI8_LDA,unflagged,1,3,0
loso_s5,5,FBCSP_MI8_LDA,unflagged,1,4,0
loso_s5,5,FBCSP_MI8_LDA,unflagged,2,1,39
loso_s5,5,FBCSP_MI8_LDA,unflagged,2,2,92
loso_s5,5,FBCSP_MI8_LDA,unflagged,2,3,0
loso_s5,5,FBCSP_MI8_LDA,unflagged,2,4,0
loso_s5,5,FBCSP_MI8_LDA,unflagged,3,1,58
loso_s5,5,FBCSP_MI8_LDA,unflagged,3,2,80
loso_s5,5,FBCSP_MI8_LDA,unflagged,3,3,0
loso_s5,5,FBCSP_MI8_LDA,unflagged,3,4,0
loso_s5,5,FBCSP_MI8_LDA,unflagged,4,1,56
loso_s5,5,FBCSP_MI8_LDA,unflagged,4,2,80
loso_s5,5,FBCSP_MI8_LDA,unflagged,4,3,0
loso_s5,5,FBCSP_MI8_LDA,unflagged,4,4,0
loso_s5,5,FBCSP_MI8_LDA,flagged,1,1,2
loso_s5,5,FBCSP_MI8_LDA,flagged,1,2,9
loso_s5,5,FBCSP_MI8_LDA,flagged,1,3,0
loso_s5,5,FBCSP_MI8_LDA,flagged,1,4,0
loso_s5,5,FBCSP_MI8_LDA,flagged,2,1,5
loso_s5,5,FBCSP_MI8_LDA,flagged,2,2,8
loso_s5,5,FBCSP_MI8_LDA,flagged,2,3,0
loso_s5,5,FBCSP_MI8_LDA,flagged,2,4,0
loso_s5,5,FBCSP_MI8_LDA,flagged,3,1,0
