subject,BroadCSP_SVM,FBCSP_LDA,FBCSP_MI8_LDA
1,-0.026041666666666685,0.13715277777777773,0.00520833333333337
2,-0.00347222222222221,-0.01215277777777779,-0.02777777777777779
3,-0.03472222222222221,-0.10763888888888884,-0.21354166666666663
4,-0.02083333333333337,0.00347222222222221,-0.08159722222222221
5,0.0034722222222222654,0.01736111111111116,-0.00694444444444442
6,0.012152777777777762,0.12152777777777776,0.029513888888888867
7,-0.00694444444444442,0.04340277777777779,0.057291666666666685
8,-0.03819444444444453,-0.12673611111111116,-0.20659722222222227
9,-0.02430555555555558,-0.1597222222222222,-0.2465277777777778
