subset,x,y,n,pearson_r,pearson_p,spearman_rho,spearman_p
all_S1-S9,Q6_minus_Q5_selected_epoch,Q6_minus_Q5_BA,9,0.9886766445097508,5.031057072269513e-07,0.18257418583505536,0.6382401514757153
excluding_S3,Q6_minus_Q5_selected_epoch,Q6_minus_Q5_BA,8,-0.1743749439762549,0.6796142133979243,-0.4123930494211612,0.3099587355062409
