fold,subject,seed,model,stratum,n_train,n_test,n_classes_present,balanced_accuracy,accuracy,macro_f1,macro_precision,macro_recall,cohen_kappa,condition,selected_epochs
loso_s4,4,20260926,EEGNet,all,4608,576,4,0.35763888888888884,0.3576388888888889,0.27950862313022257,0.3564397948047574,0.35763888888888884,0.1435185185185185,MID_8_30,9
loso_s4,4,20260926,EEGNet,unflagged,4608,490,4,0.35903326495443105,0.3653061224489796,0.2846909888357257,0.3695343950453439,0.35903326495443105,0.1484213467449007,MID_8_30,9
loso_s4,4,20260926,EEGNet,flagged,4608,86,4,0.3491666666666667,0.313953488372093,0.24943196036234422,0.28731463571889104,0.3491666666666667,0.11664345403899723,MID_8_30,9
