fold,subject,seed,stratum,true_label,predicted_label,count
loso_s8,8,20260924,all,1,1,65
loso_s8,8,20260924,all,1,2,78
loso_s8,8,20260924,all,1,3,0
loso_s8,8,20260924,all,1,4,1
loso_s8,8,20260924,all,2,1,61
loso_s8,8,20260924,all,2,2,82
loso_s8,8,20260924,all,2,3,0
loso_s8,8,20260924,all,2,4,1
loso_s8,8,20260924,all,3,1,57
loso_s8,8,20260924,all,3,2,85
loso_s8,8,20260924,all,3,3,2
loso_s8,8,20260924,all,3,4,0
loso_s8,8,20260924,all,4,1,44
loso_s8,8,20260924,all,4,2,80
loso_s8,8,20260924,all,4,3,6
loso_s8,8,20260924,all,4,4,14
loso_s8,8,20260924,unflagged,1,1,61
loso_s8,8,20260924,unflagged,1,2,70
loso_s8,8,20260924,unflagged,1,3,0
loso_s8,8,20260924,unflagged,1,4,1
loso_s8,8,20260924,unflagged,2,1,57
loso_s8,8,20260924,unflagged,2,2,77
loso_s8,8,20260924,unflagged,2,3,0
loso_s8,8,20260924,unflagged,2,4,0
loso_s8,8,20260924,unflagged,3,1,53
loso_s8,8,20260924,unflagged,3,2,78
loso_s8,8,20260924,unflagged,3,3,2
loso_s8,8,20260924,unflagged,3,4,0
loso_s8,8,20260924,unflagged,4,1,42
loso_s8,8,20260924,unflagged,4,2,77
loso_s8,8,20260924,unflagged,4,3,4
loso_s8,8,20260924,unflagged,4,4,13
loso_s8,8,20260924,flagged,1,1,4
loso_s8,8,20260924,flagged,1,2,8
loso_s8,8,20260924,flagged,1,3,0
loso_s8,8,20260924,flagged,1,4,0
loso_s8,8,20260924,flagged,2,1,4
loso_s8,8,20260924,flagged,2,2,5
loso_s8,8,20260924,flagged,2,3,0
loso_s8,8,20260924,flagged,2,4,1
loso_s8,8,20260924,flagged,3,1,4
loso_s8,8,20260924,flagged,3,2,7
loso_s8,8,20260924,flagged,3,3,0
loso_s8,8,20260924,flagged,3,4,0
loso_s8,8,20260924,flagged,4,1,2
loso_s8,8,20260924,flagged,4,2,3
loso_s8,8,20260924,flagged,4,3,2
loso_s8,8,20260924,flagged,4,4,1
