fold,subject,seed,stratum,true_label,predicted_label,count
loso_s8,8,20260926,all,1,1,77
loso_s8,8,20260926,all,1,2,60
loso_s8,8,20260926,all,1,3,5
loso_s8,8,20260926,all,1,4,2
loso_s8,8,20260926,all,2,1,65
loso_s8,8,20260926,all,2,2,74
loso_s8,8,20260926,all,2,3,3
loso_s8,8,20260926,all,2,4,2
loso_s8,8,20260926,all,3,1,60
loso_s8,8,20260926,all,3,2,66
loso_s8,8,20260926,all,3,3,12
loso_s8,8,20260926,all,3,4,6
loso_s8,8,20260926,all,4,1,31
loso_s8,8,20260926,all,4,2,77
loso_s8,8,20260926,all,4,3,14
loso_s8,8,20260926,all,4,4,22
loso_s8,8,20260926,unflagged,1,1,68
loso_s8,8,20260926,unflagged,1,2,58
loso_s8,8,20260926,unflagged,1,3,4
loso_s8,8,20260926,unflagged,1,4,2
loso_s8,8,20260926,unflagged,2,1,60
loso_s8,8,20260926,unflagged,2,2,69
loso_s8,8,20260926,unflagged,2,3,3
loso_s8,8,20260926,unflagged,2,4,2
loso_s8,8,20260926,unflagged,3,1,56
loso_s8,8,20260926,unflagged,3,2,60
loso_s8,8,20260926,unflagged,3,3,11
loso_s8,8,20260926,unflagged,3,4,6
loso_s8,8,20260926,unflagged,4,1,30
loso_s8,8,20260926,unflagged,4,2,71
loso_s8,8,20260926,unflagged,4,3,14
loso_s8,8,20260926,unflagged,4,4,21
loso_s8,8,20260926,flagged,1,1,9
loso_s8,8,20260926,flagged,1,2,2
loso_s8,8,20260926,flagged,1,3,1
loso_s8,8,20260926,flagged,1,4,0
loso_s8,8,20260926,flagged,2,1,5
loso_s8,8,20260926,flagged,2,2,5
loso_s8,8,20260926,flagged,2,3,0
loso_s8,8,20260926,flagged,2,4,0
loso_s8,8,20260926,flagged,3,1,4
loso_s8,8,20260926,flagged,3,2,6
loso_s8,8,20260926,flagged,3,3,1
loso_s8,8,20260926,flagged,3,4,0
loso_s8,8,20260926,flagged,4,1,1
loso_s8,8,20260926,flagged,4,2,6
loso_s8,8,20260926,flagged,4,3,0
loso_s8,8,20260926,flagged,4,4,1
