fold,stage,inner_fold,seed,epoch,train_ce,val_ce
loso_s8,inner,1.0,20260923,1,1.3834786922843367,1.3861684931649103
loso_s8,inner,1.0,20260923,2,1.3493802724061188,1.3872287140952215
loso_s8,inner,1.0,20260923,3,1.3200225830078125,1.3861030340194702
loso_s8,inner,1.0,20260923,4,1.295146968629625,1.378457572725084
loso_s8,inner,1.0,20260923,5,1.2657478407577232,1.3565297921498616
loso_s8,inner,1.0,20260923,6,1.230372925599416,1.3496670590506659
loso_s8,inner,1.0,20260923,7,1.213105665312873,1.327021108733283
loso_s8,inner,1.0,20260923,8,1.1738497217496235,1.2951446374257405
loso_s8,inner,1.0,20260923,9,1.1666901597270258,1.2709865834977891
loso_s8,inner,1.0,20260923,10,1.1495674782329135,1.297663410504659
loso_s8,inner,1.0,20260923,11,1.136600308948093,1.2566971646414862
loso_s8,inner,1.0,20260923,12,1.1253550030567028,1.2332727246814303
loso_s8,inner,1.0,20260923,13,1.1228916821656403,1.214357316493988
loso_s8,inner,1.0,20260923,14,1.096983120397285,1.2656264702479045
loso_s8,inner,1.0,20260923,15,1.0819094589462988,1.3026996850967407
loso_s8,inner,1.0,20260923,16,1.0645206625814791,1.277520500951343
loso_s8,inner,1.0,20260923,17,1.0564137686181951,1.2176207502683003
loso_s8,inner,1.0,20260923,18,1.064339107937283,1.2095423804389105
loso_s8,inner,1.0,20260923,19,1.0507952868938446,1.2619333002302382
loso_s8,inner,1.0,20260923,20,1.0444865094290838,1.2495821946197085
loso_s8,inner,1.0,20260923,21,1.0303913895730619,1.212284329864714
loso_s8,inner,1.0,20260923,22,1.0254760737772342,1.199099212884903
loso_s8,inner,1.0,20260923,23,1.0242876951341275,1.2191094524330564
loso_s8,inner,1.0,20260923,24,1.0125128538520247,1.3456728723314073
loso_s8,inner,1.0,20260923,25,1.0125411958606154,1.2702577975061204
loso_s8,inner,1.0,20260923,26,1.0014329188399844,1.2474337816238403
loso_s8,inner,1.0,20260923,27,1.0061093502574496,1.3044662177562714
loso_s8,inner,1.0,20260923,28,1.0049440838672496,1.323849664794074
loso_s8,inner,1.0,20260923,29,1.0020385108612202,1.3139654464191861
loso_s8,inner,1.0,20260923,30,0.9972700277964274,1.308520946237776
loso_s8,inner,1.0,20260923,31,0.9922438142476259,1.308176616827647
loso_s8,inner,1.0,20260923,32,0.9849316279093424,1.283376971880595
loso_s8,inner,1.0,20260923,33,0.9789428214232127,1.2882872488763597
loso_s8,inner,1.0,20260923,34,0.9825762057745898,1.270547138320075
loso_s8,inner,1.0,20260923,35,0.9733047275631516,1.269812222984102
loso_s8,inner,1.0,20260923,36,0.9778079898269089,1.3049761586719089
loso_s8,inner,1.0,20260923,37,0.9744125472174751,1.2940368851025899
loso_s8,inner,1.0,20260923,38,0.9635405717072664,1.3485050135188632
loso_s8,inner,1.0,20260923,39,0.9630315458333051,1.3628537323739793
loso_s8,inner,1.0,20260923,40,0.9593806520656303,1.3127658632066515
loso_s8,inner,2.0,20260923,1,1.389348065411603,1.3797773255242243
loso_s8,inner,2.0,20260923,2,1.360429721849936,1.381987022029029
loso_s8,inner,2.0,20260923,3,1.3329127938659102,1.3845834533373516
loso_s8,inner,2.0,20260923,4,1.3149346069053367,1.38404381275177
loso_s8,inner,2.0,20260923,5,1.2889289127455816,1.3402186698383756
loso_s8,inner,2.0,20260923,6,1.2594502524093345,1.304496361149682
loso_s8,inner,2.0,20260923,7,1.234400259123908,1.251293010181851
loso_s8,inner,2.0,20260923,8,1.2027388281292386,1.241829878754086
loso_s8,inner,2.0,20260923,9,1.1866566362204376,1.1866378784179688
loso_s8,inner,2.0,20260923,10,1.1699400190953855,1.1799215873082478
