fold,subject,selected_epochs,selection_rule,selected_mean_rank,selection_seed,target_result_used
loso_s1,1,7,mean_rank,10.75,20260923,False
loso_s2,2,15,mean_rank,10.25,20260923,False
loso_s3,3,12,mean_rank,9.75,20260923,False
loso_s4,4,13,mean_rank,6.25,20260923,False
loso_s5,5,13,mean_rank,11.25,20260923,False
loso_s6,6,11,mean_rank,10.0,20260923,False
loso_s7,7,18,mean_rank,10.5,20260923,False
loso_s8,8,14,mean_rank,9.5,20260923,False
loso_s9,9,18,mean_rank,8.25,20260923,False
