fold,subject,seed,stratum,true_label,predicted_label,count,selection_rule,selected_epochs,model
loso_s3,3,20260926,all,1,2,5,mean_rank,10,EEGNet
loso_s3,3,20260926,all,1,3,30,mean_rank,10,EEGNet
loso_s3,3,20260926,all,1,4,58,mean_rank,10,EEGNet
loso_s3,3,20260926,all,2,1,4,mean_rank,10,EEGNet
loso_s3,3,20260926,all,2,2,87,mean_rank,10,EEGNet
loso_s3,3,20260926,all,2,3,23,mean_rank,10,EEGNet
loso_s3,3,20260926,all,2,4,30,mean_rank,10,EEGNet
loso_s3,3,20260926,all,3,1,1,mean_rank,10,EEGNet
loso_s3,3,20260926,all,3,2,9,mean_rank,10,EEGNet
loso_s3,3,20260926,all,3,3,92,mean_rank,10,EEGNet
loso_s3,3,20260926,all,3,4,42,mean_rank,10,EEGNet
loso_s3,3,20260926,all,4,1,0,mean_rank,10,EEGNet
loso_s3,3,20260926,all,4,2,0,mean_rank,10,EEGNet
loso_s3,3,20260926,all,4,3,25,mean_rank,10,EEGNet
loso_s3,3,20260926,all,4,4,119,mean_rank,10,EEGNet
loso_s3,3,20260926,unflagged,1,1,50,mean_rank,10,EEGNet
loso_s3,3,20260926,unflagged,1,2,5,mean_rank,10,EEGNet
loso_s3,3,20260926,unflagged,1,3,28,mean_rank,10,EEGNet
loso_s3,3,20260926,unflagged,1,4,53,mean_rank,10,EEGNet
loso_s3,3,20260926,unflagged,2,1,4,mean_rank,10,EEGNet
loso_s3,3,20260926,unflagged,2,2,84,mean_rank,10,EEGNet
loso_s3,3,20260926,unflagged,2,3,21,mean_rank,10,EEGNet
loso_s3,3,20260926,unflagged,2,4,29,mean_rank,10,EEGNet
loso_s3,3,20260926,unflagged,3,1,1,mean_rank,10,EEGNet
loso_s3,3,20260926,unflagged,3,2,8,mean_rank,10,EEGNet
loso_s3,3,20260926,unflagged,3,3,86,mean_rank,10,EEGNet
loso_s3,3,20260926,unflagged,3,4,39,mean_rank,10,EEGNet
loso_s3,3,20260926,unflagged,4,1,0,mean_rank,10,EEGNet
loso_s3,3,20260926,unflagged,4,2,0,mean_rank,10,EEGNet
loso_s3,3,20260926,unflagged,4,3,22,mean_rank,10,EEGNet
loso_s3,3,20260926,unflagged,4,4,113,mean_rank,10,EEGNet
loso_s3,3,20260926,flagged,1,1,1,mean_rank,10,EEGNet
loso_s3,3,20260926,flagged,1,2,0,mean_rank,10,EEGNet
loso_s3,3,20260926,flagged,1,3,2,mean_rank,10,EEGNet
loso_s3,3,20260926,flagged,1,4,5,mean_rank,10,EEGNet
loso_s3,3,20260926,flagged,2,1,0,mean_rank,10,EEGNet
loso_s3,3,20260926,flagged,2,2,3,mean_rank,10,EEGNet
loso_s3,3,20260926,flagged,2,3,2,mean_rank,10,EEGNet
loso_s3,3,20260926,flagged,2,4,1,mean_rank,10,EEGNet
loso_s3,3,20260926,flagged,3,1,0,mean_rank,10,EEGNet
loso_s3,3,20260926,flagged,3,2,1,mean_rank,10,EEGNet
loso_s3,3,20260926,flagged,3,3,6,mean_rank,10,EEGNet
loso_s3,3,20260926,flagged,3,4,3,mean_rank,10,EEGNet
loso_s3,3,20260926,flagged,4,1,0,mean_rank,10,EEGNet
loso_s3,3,20260926,flagged,4,2,0,mean_rank,10,EEGNet
loso_s3,3,20260926,flagged,4,3,3,mean_rank,10,EEGNet
loso_s3,3,20260926,flagged,4,4,6,mean_rank,10,EEGNet
loso_s4,4,20260924,all,1,1,41,mean_rank,10,EEGNet
loso_s4,4,20260924,all,1,2,71,mean_rank,10,EEGNet
loso_s4,4,20260924,all,1,3,32,mean_rank,10,EEGNet
loso_s4,4,20260924,all,1,4,0,mean_rank,10,EEGNet
loso_s4,4,20260924,all,2,1,12,mean_rank,10,EEGNet
loso_s4,4,20260924,all,2,2,124,mean_rank,10,EEGNet
loso_s4,4,20260924,all,2,3,8,mean_rank,10,EEGNet
loso_s4,4,20260924,all,2,4,0,mean_rank,10,EEGNet
loso_s4,4,20260924,all,3,1,43,mean_rank,10,EEGNet
loso_s4,4,20260924,all,3,2,56,mean_rank,10,EEGNet
loso_s4,4,20260924,all,3,3,27,mean_rank,10,EEGNet
loso_s4,4,20260924,all,3,4,18,mean_rank,10,EEGNet
loso_s4,4,20260924,all,4,1,17,mean_rank,10,EEGNet
loso_s4,4,20260924,all,4,2,89,mean_rank,10,EEGNet
loso_s4,4,20260924,all,4,3,22,mean_rank,10,EEGNet
loso_s4,4,20260924,all,4,4,16,mean_rank,10,EEGNet
loso_s4,4,20260924,unflagged,1,1,37,mean_rank,10,EEGNet
loso_s4,4,20260924,unflagged,1,2,60,mean_rank,10,EEGNet
loso_s4,4,20260924,unflagged,1,3,24,mean_rank,10,EEGNet
loso_s4,4,20260924,unflagged,1,4,0,mean_rank,10,EEGNet
loso_s4,4,20260924,unflagged,2,1,10,mean_rank,10,EEGNet
loso_s4,4,20260924,unflagged,2,2,106,mean_rank,10,EEGNet
loso_s4,4,20260924,unflagged,2,3,8,mean_rank,10,EEGNet
loso_s4,4,20260924,unflagged,2,4,0,mean_rank,10,EEGNet
loso_s4,4,20260924,unflagged,3,1,36,mean_rank,10,EEGNet
loso_s4,4,20260924,unflagged,3,2,49,mean_rank,10,EEGNet
loso_s4,4,20260924,unflagged,3,3,24,mean_rank,10,EEGNet
loso_s4,4,20260924,unflagged,3,4,17,mean_rank,10,EEGNet
loso_s4,4,20260924,unflagged,4,1,14,mean_rank,10,EEGNet
loso_s4,4,20260924,unflagged,4,2,73,mean_rank,10,EEGNet
loso_s4,4,20260924,unflagged,4,3,17,mean_rank,10,EEGNet
loso_s4,4,20260924,unflagged,4,4,15,mean_rank,10,EEGNet
loso_s4,4,20260924,flagged,1,1,4,mean_rank,10,EEGNet
loso_s4,4,20260924,flagged,1,2,11,mean_rank,10,EEGNet
loso_s4,4,20260924,flagged,1,3,8,mean_rank,10,EEGNet
loso_s4,4,20260924,flagged,1,4,0,mean_rank,10,EEGNet
loso_s4,4,20260924,flagged,2,1,2,mean_rank,10,EEGNet
loso_s4,4,20260924,flagged,2,2,18,mean_rank,10,EEGNet
loso_s4,4,20260924,flagged,2,3,0,mean_rank,10,EEGNet
loso_s4,4,20260924,flagged,2,4,0,mean_rank,10,EEGNet
loso_s4,4,20260924,flagged,3,1,7,mean_rank,10,EEGNet
loso_s4,4,20260924,flagged,3,2,7,mean_rank,10,EEGNet
loso_s4,4,20260924,flagged,3,3,3,mean_rank,10,EEGNet
loso_s4,4,20260924,flagged,3,4,1,mean_rank,10,EEGNet
loso_s4,4,20260924,flagged,4,1,3,mean_rank,10,EEGNet
loso_s4,4,20260924,flagged,4,2,16,mean_rank,10,EEGNet
loso_s4,4,20260924,flagged,4,3,5,mean_rank,10,EEGNet
loso_s4,4,20260924,flagged,4,4,1,mean_rank,10,EEGNet
loso_s4,4,20260925,all,1,1,15,mean_rank,10,EEGNet
loso_s4,4,20260925,all,1,2,78,mean_rank,10,EEGNet
loso_s4,4,20260925,all,1,3,51,mean_rank,10,EEGNet
loso_s4,4,20260925,all,1,4,0,mean_rank,10,EEGNet
loso_s4,4,20260925,all,2,1,5,mean_rank,10,EEGNet
loso_s4,4,20260925,all,2,2,112,mean_rank,10,EEGNet
loso_s4,4,20260925,all,2,3,27,mean_rank,10,EEGNet
loso_s4,4,20260925,all,2,4,0,mean_rank,10,EEGNet
loso_s4,4,20260925,all,3,1,20,mean_rank,10,EEGNet
loso_s4,4,20260925,all,3,2,43,mean_rank,10,EEGNet
loso_s4,4,20260925,all,3,3,73,mean_rank,10,EEGNet
loso_s4,4,20260925,all,3,4,8,mean_rank,10,EEGNet
loso_s4,4,20260925,all,4,1,6,mean_rank,10,EEGNet
loso_s4,4,20260925,all,4,2,61,mean_rank,10,EEGNet
loso_s4,4,20260925,all,4,3,71,mean_rank,10,EEGNet
loso_s4,4,20260925,all,4,4,6,mean_rank,10,EEGNet
loso_s4,4,20260925,unflagged,1,1,14,mean_rank,10,EEGNet
loso_s4,4,20260925,unflagged,1,2,69,mean_rank,10,EEGNet
loso_s4,4,20260925,unflagged,1,3,38,mean_rank,10,EEGNet
loso_s4,4,20260925,unflagged,1,4,0,mean_rank,10,EEGNet
loso_s4,4,20260925,unflagged,2,1,4,mean_rank,10,EEGNet
loso_s4,4,20260925,unflagged,2,2,96,mean_rank,10,EEGNet
loso_s4,4,20260925,unflagged,2,3,24,mean_rank,10,EEGNet
loso_s4,4,20260925,unflagged,2,4,0,mean_rank,10,EEGNet
loso_s4,4,20260925,unflagged,3,1,19,mean_rank,10,EEGNet
loso_s4,4,20260925,unflagged,3,2,38,mean_rank,10,EEGNet
loso_s4,4,20260925,unflagged,3,3,62,mean_rank,10,EEGNet
loso_s4,4,20260925,unflagged,3,4,7,mean_rank,10,EEGNet
loso_s4,4,20260925,unflagged,4,1,4,mean_rank,10,EEGNet
loso_s4,4,20260925,unflagged,4,2,52,mean_rank,10,EEGNet
loso_s4,4,20260925,unflagged,4,3,57,mean_rank,10,EEGNet
loso_s4,4,20260925,unflagged,4,4,6,mean_rank,10,EEGNet
loso_s4,4,20260925,flagged,1,1,1,mean_rank,10,EEGNet
loso_s4,4,20260925,flagged,1,2,9,mean_rank,10,EEGNet
loso_s4,4,20260925,flagged,1,3,13,mean_rank,10,EEGNet
loso_s4,4,20260925,flagged,1,4,0,mean_rank,10,EEGNet
loso_s4,4,20260925,flagged,2,1,1,mean_rank,10,EEGNet
loso_s4,4,20260925,flagged,2,2,16,mean_rank,10,EEGNet
loso_s4,4,20260925,flagged,2,3,3,mean_rank,10,EEGNet
loso_s4,4,20260925,flagged,2,4,0,mean_rank,10,EEGNet
loso_s4,4,20260925,flagged,3,1,1,mean_rank,10,EEGNet
loso_s4,4,20260925,flagged,3,2,5,mean_rank,10,EEGNet
loso_s4,4,20260925,flagged,3,3,11,mean_rank,10,EEGNet
loso_s4,4,20260925,flagged,3,4,1,mean_rank,10,EEGNet
loso_s4,4,20260925,flagged,4,1,2,mean_rank,10,EEGNet
loso_s4,4,20260925,flagged,4,2,9,mean_rank,10,EEGNet
loso_s4,4,20260925,flagged,4,3,14,mean_rank,10,EEGNet
loso_s4,4,20260925,flagged,4,4,0,mean_rank,10,EEGNet
loso_s4,4,20260926,all,1,1,2,mean_rank,10,EEGNet
loso_s4,4,20260926,all,1,2,64,mean_rank,10,EEGNet
loso_s4,4,20260926,all,1,3,64,mean_rank,10,EEGNet
loso_s4,4,20260926,all,1,4,14,mean_rank,10,EEGNet
loso_s4,4,20260926,all,2,1,0,mean_rank,10,EEGNet
loso_s4,4,20260926,all,2,2,98,mean_rank,10,EEGNet
loso_s4,4,20260926,all,2,3,42,mean_rank,10,EEGNet
loso_s4,4,20260926,all,2,4,4,mean_rank,10,EEGNet
loso_s4,4,20260926,all,3,1,3,mean_rank,10,EEGNet
loso_s4,4,20260926,all,3,2,17,mean_rank,10,EEGNet
loso_s4,4,20260926,all,3,3,84,mean_rank,10,EEGNet
loso_s4,4,20260926,all,3,4,40,mean_rank,10,EEGNet
loso_s4,4,20260926,all,4,1,1,mean_rank,10,EEGNet
loso_s4,4,20260926,all,4,2,32,mean_rank,10,EEGNet
loso_s4,4,20260926,all,4,3,71,mean_rank,10,EEGNet
loso_s4,4,20260926,all,4,4,40,mean_rank,10,EEGNet
loso_s4,4,20260926,unflagged,1,1,2,mean_rank,10,EEGNet
loso_s4,4,20260926,unflagged,1,2,55,mean_rank,10,EEGNet
loso_s4,4,20260926,unflagged,1,3,50,mean_rank,10,EEGNet
loso_s4,4,20260926,unflagged,1,4,14,mean_rank,10,EEGNet
loso_s4,4,20260926,unflagged,2,1,0,mean_rank,10,EEGNet
loso_s4,4,20260926,unflagged,2,2,84,mean_rank,10,EEGNet
loso_s4,4,20260926,unflagged,2,3,36,mean_rank,10,EEGNet
loso_s4,4,20260926,unflagged,2,4,4,mean_rank,10,EEGNet
loso_s4,4,20260926,unflagged,3,1,2,mean_rank,10,EEGNet
loso_s4,4,20260926,unflagged,3,2,17,mean_rank,10,EEGNet
loso_s4,4,20260926,unflagged,3,3,72,mean_rank,10,EEGNet
loso_s4,4,20260926,unflagged,3,4,35,mean_rank,10,EEGNet
loso_s4,4,20260926,unflagged,4,1,1,mean_rank,10,EEGNet
loso_s4,4,20260926,unflagged,4,2,28,mean_rank,10,EEGNet
loso_s4,4,20260926,unflagged,4,3,54,mean_rank,10,EEGNet
loso_s4,4,20260926,unflagged,4,4,36,mean_rank,10,EEGNet
loso_s4,4,20260926,flagged,1,1,0,mean_rank,10,EEGNet
loso_s4,4,20260926,flagged,1,2,9,mean_rank,10,EEGNet
loso_s4,4,20260926,flagged,1,3,14,mean_rank,10,EEGNet
loso_s4,4,20260926,flagged,1,4,0,mean_rank,10,EEGNet
loso_s4,4,20260926,flagged,2,1,0,mean_rank,10,EEGNet
loso_s4,4,20260926,flagged,2,2,14,mean_rank,10,EEGNet
loso_s4,4,20260926,flagged,2,3,6,mean_rank,10,EEGNet
loso_s4,4,20260926,flagged,2,4,0,mean_rank,10,EEGNet
loso_s4,4,20260926,flagged,3,1,1,mean_rank,10,EEGNet
loso_s4,4,20260926,flagged,3,2,0,mean_rank,10,EEGNet
loso_s4,4,20260926,flagged,3,3,12,mean_rank,10,EEGNet
loso_s4,4,20260926,flagged,3,4,5,mean_rank,10,EEGNet
loso_s4,4,20260926,flagged,4,1,0,mean_rank,10,EEGNet
loso_s4,4,20260926,flagged,4,2,4,mean_rank,10,EEGNet
loso_s4,4,20260926,flagged,4,3,17,mean_rank,10,EEGNet
loso_s4,4,20260926,flagged,4,4,4,mean_rank,10,EEGNet
loso_s5,5,20260924,all,1,1,86,mean_rank,17,EEGNet
loso_s5,5,20260924,all,1,2,58,mean_rank,17,EEGNet
loso_s5,5,20260924,all,1,3,0,mean_rank,17,EEGNet
loso_s5,5,20260924,all,1,4,0,mean_rank,17,EEGNet
loso_s5,5,20260924,all,2,1,88,mean_rank,17,EEGNet
loso_s5,5,20260924,all,2,2,56,mean_rank,17,EEGNet
loso_s5,5,20260924,all,2,3,0,mean_rank,17,EEGNet
loso_s5,5,20260924,all,2,4,0,mean_rank,17,EEGNet
loso_s5,5,20260924,all,3,1,96,mean_rank,17,EEGNet
loso_s5,5,20260924,all,3,2,48,mean_rank,17,EEGNet
loso_s5,5,20260924,all,3,3,0,mean_rank,17,EEGNet
loso_s5,5,20260924,all,3,4,0,mean_rank,17,EEGNet
loso_s5,5,20260924,all,4,1,95,mean_rank,17,EEGNet
loso_s5,5,20260924,all,4,2,49,mean_rank,17,EEGNet
loso_s5,5,20260924,all,4,3,0,mean_rank,17,EEGNet
loso_s5,5,20260924,all,4,4,0,mean_rank,17,EEGNet
loso_s5,5,20260924,unflagged,1,1,78,mean_rank,17,EEGNet
loso_s5,5,20260924,unflagged,1,2,55,mean_rank,17,EEGNet
loso_s5,5,20260924,unflagged,1,3,0,mean_rank,17,EEGNet
loso_s5,5,20260924,unflagged,1,4,0,mean_rank,17,EEGNet
loso_s5,5,20260924,unflagged,2,1,80,mean_rank,17,EEGNet
loso_s5,5,20260924,unflagged,2,2,51,mean_rank,17,EEGNet
loso_s5,5,20260924,unflagged,2,3,0,mean_rank,17,EEGNet
loso_s5,5,20260924,unflagged,2,4,0,mean_rank,17,EEGNet
loso_s5,5,20260924,unflagged,3,1,92,mean_rank,17,EEGNet
loso_s5,5,20260924,unflagged,3,2,46,mean_rank,17,EEGNet
loso_s5,5,20260924,unflagged,3,3,0,mean_rank,17,EEGNet
loso_s5,5,20260924,unflagged,3,4,0,mean_rank,17,EEGNet
loso_s5,5,20260924,unflagged,4,1,91,mean_rank,17,EEGNet
loso_s5,5,20260924,unflagged,4,2,45,mean_rank,17,EEGNet
loso_s5,5,20260924,unflagged,4,3,0,mean_rank,17,EEGNet
loso_s5,5,20260924,unflagged,4,4,0,mean_rank,17,EEGNet
loso_s5,5,20260924,flagged,1,1,8,mean_rank,17,EEGNet
loso_s5,5,20260924,flagged,1,2,3,mean_rank,17,EEGNet
loso_s5,5,20260924,flagged,1,3,0,mean_rank,17,EEGNet
loso_s5,5,20260924,flagged,1,4,0,mean_rank,17,EEGNet
loso_s5,5,20260924,flagged,2,1,8,mean_rank,17,EEGNet
loso_s5,5,20260924,flagged,2,2,5,mean_rank,17,EEGNet
loso_s5,5,20260924,flagged,2,3,0,mean_rank,17,EEGNet
loso_s5,5,20260924,flagged,2,4,0,mean_rank,17,EEGNet
loso_s5,5,20260924,flagged,3,1,4,mean_rank,17,EEGNet
loso_s5,5,20260924,flagged,3,2,2,mean_rank,17,EEGNet
loso_s5,5,20260924,flagged,3,3,0,mean_rank,17,EEGNet
loso_s5,5,20260924,flagged,3,4,0,mean_rank,17,EEGNet
loso_s5,5,20260924,flagged,4,1,4,mean_rank,17,EEGNet
loso_s5,5,20260924,flagged,4,2,4,mean_rank,17,EEGNet
loso_s5,5,20260924,flagged,4,3,0,mean_rank,17,EEGNet
loso_s5,5,20260924,flagged,4,4,0,mean_rank,17,EEGNet
loso_s5,5,20260925,all,1,1,64,mean_rank,17,EEGNet
loso_s5,5,20260925,all,1,2,80,mean_rank,17,EEGNet
loso_s5,5,20260925,all,1,3,0,mean_rank,17,EEGNet
loso_s5,5,20260925,all,1,4,0,mean_rank,17,EEGNet
loso_s5,5,20260925,all,2,1,62,mean_rank,17,EEGNet
loso_s5,5,20260925,all,2,2,82,mean_rank,17,EEGNet
loso_s5,5,20260925,all,2,3,0,mean_rank,17,EEGNet
loso_s5,5,20260925,all,2,4,0,mean_rank,17,EEGNet
loso_s5,5,20260925,all,3,1,66,mean_rank,17,EEGNet
loso_s5,5,20260925,all,3,2,78,mean_rank,17,EEGNet
loso_s5,5,20260925,all,3,3,0,mean_rank,17,EEGNet
loso_s5,5,20260925,all,3,4,0,mean_rank,17,EEGNet
loso_s5,5,20260925,all,4,1,60,mean_rank,17,EEGNet
loso_s5,5,20260925,all,4,2,84,mean_rank,17,EEGNet
loso_s5,5,20260925,all,4,3,0,mean_rank,17,EEGNet
loso_s5,5,20260925,all,4,4,0,mean_rank,17,EEGNet
loso_s5,5,20260925,unflagged,1,1,58,mean_rank,17,EEGNet
loso_s5,5,20260925,unflagged,1,2,75,mean_rank,17,EEGNet
loso_s5,5,20260925,unflagged,1,3,0,mean_rank,17,EEGNet
loso_s5,5,20260925,unflagged,1,4,0,mean_rank,17,EEGNet
loso_s5,5,20260925,unflagged,2,1,57,mean_rank,17,EEGNet
loso_s5,5,20260925,unflagged,2,2,74,mean_rank,17,EEGNet
loso_s5,5,20260925,unflagged,2,3,0,mean_rank,17,EEGNet
loso_s5,5,20260925,unflagged,2,4,0,mean_rank,17,EEGNet
loso_s5,5,20260925,unflagged,3,1,64,mean_rank,17,EEGNet
loso_s5,5,20260925,unflagged,3,2,74,mean_rank,17,EEGNet
loso_s5,5,20260925,unflagged,3,3,0,mean_rank,17,EEGNet
loso_s5,5,20260925,unflagged,3,4,0,mean_rank,17,EEGNet
loso_s5,5,20260925,unflagged,4,1,57,mean_rank,17,EEGNet
loso_s5,5,20260925,unflagged,4,2,79,mean_rank,17,EEGNet
loso_s5,5,20260925,unflagged,4,3,0,mean_rank,17,EEGNet
loso_s5,5,20260925,unflagged,4,4,0,mean_rank,17,EEGNet
loso_s5,5,20260925,flagged,1,1,6,mean_rank,17,EEGNet
loso_s5,5,20260925,flagged,1,2,5,mean_rank,17,EEGNet
loso_s5,5,20260925,flagged,1,3,0,mean_rank,17,EEGNet
loso_s5,5,20260925,flagged,1,4,0,mean_rank,17,EEGNet
loso_s5,5,20260925,flagged,2,1,5,mean_rank,17,EEGNet
loso_s5,5,20260925,flagged,2,2,8,mean_rank,17,EEGNet
loso_s5,5,20260925,flagged,2,3,0,mean_rank,17,EEGNet
loso_s5,5,20260925,flagged,2,4,0,mean_rank,17,EEGNet
loso_s5,5,20260925,flagged,3,1,2,mean_rank,17,EEGNet
loso_s5,5,20260925,flagged,3,2,4,mean_rank,17,EEGNet
loso_s5,5,20260925,flagged,3,3,0,mean_rank,17,EEGNet
loso_s5,5,20260925,flagged,3,4,0,mean_rank,17,EEGNet
loso_s5,5,20260925,flagged,4,1,3,mean_rank,17,EEGNet
loso_s5,5,20260925,flagged,4,2,5,mean_rank,17,EEGNet
loso_s5,5,20260925,flagged,4,3,0,mean_rank,17,EEGNet
loso_s5,5,20260925,flagged,4,4,0,mean_rank,17,EEGNet
loso_s5,5,20260926,all,1,1,135,mean_rank,17,EEGNet
loso_s5,5,20260926,all,1,2,9,mean_rank,17,EEGNet
loso_s5,5,20260926,all,1,3,0,mean_rank,17,EEGNet
loso_s5,5,20260926,all,1,4,0,mean_rank,17,EEGNet
loso_s5,5,20260926,all,2,1,134,mean_rank,17,EEGNet
loso_s5,5,20260926,all,2,2,10,mean_rank,17,EEGNet
loso_s5,5,20260926,all,2,3,0,mean_rank,17,EEGNet
loso_s5,5,20260926,all,2,4,0,mean_rank,17,EEGNet
loso_s5,5,20260926,all,3,1,135,mean_rank,17,EEGNet
loso_s5,5,20260926,all,3,2,9,mean_rank,17,EEGNet
loso_s5,5,20260926,all,3,3,0,mean_rank,17,EEGNet
loso_s5,5,20260926,all,3,4,0,mean_rank,17,EEGNet
loso_s5,5,20260926,all,4,1,129,mean_rank,17,EEGNet
loso_s5,5,20260926,all,4,2,15,mean_rank,17,EEGNet
loso_s5,5,20260926,all,4,3,0,mean_rank,17,EEGNet
loso_s5,5,20260926,all,4,4,0,mean_rank,17,EEGNet
loso_s5,5,20260926,unflagged,1,1,124,mean_rank,17,EEGNet
loso_s5,5,20260926,unflagged,1,2,9,mean_rank,17,EEGNet
loso_s5,5,20260926,unflagged,1,3,0,mean_rank,17,EEGNet
loso_s5,5,20260926,unflagged,1,4,0,mean_rank,17,EEGNet
loso_s5,5,20260926,unflagged,2,1,122,mean_rank,17,EEGNet
loso_s5,5,20260926,unflagged,2,2,9,mean_rank,17,EEGNet
loso_s5,5,20260926,unflagged,2,3,0,mean_rank,17,EEGNet
loso_s5,5,20260926,unflagged,2,4,0,mean_rank,17,EEGNet
loso_s5,5,20260926,unflagged,3,1,131,mean_rank,17,EEGNet
loso_s5,5,20260926,unflagged,3,2,7,mean_rank,17,EEGNet
loso_s5,5,20260926,unflagged,3,3,0,mean_rank,17,EEGNet
loso_s5,5,20260926,unflagged,3,4,0,mean_rank,17,EEGNet
loso_s5,5,20260926,unflagged,4,1,121,mean_rank,17,EEGNet
loso_s5,5,20260926,unflagged,4,2,15,mean_rank,17,EEGNet
loso_s5,5,20260926,unflagged,4,3,0,mean_rank,17,EEGNet
loso_s5,5,20260926,unflagged,4,4,0,mean_rank,17,EEGNet
loso_s5,5,20260926,flagged,1,1,11,mean_rank,17,EEGNet
loso_s5,5,20260926,flagged,1,2,0,mean_rank,17,EEGNet
loso_s5,5,20260926,flagged,1,3,0,mean_rank,17,EEGNet
loso_s5,5,20260926,flagged,1,4,0,mean_rank,17,EEGNet
loso_s5,5,20260926,flagged,2,1,12,mean_rank,17,EEGNet
loso_s5,5,20260926,flagged,2,2,1,mean_rank,17,EEGNet
loso_s5,5,20260926,flagged,2,3,0,mean_rank,17,EEGNet
loso_s5,5,20260926,flagged,2,4,0,mean_rank,17,EEGNet
loso_s5,5,20260926,flagged,3,1,4,mean_rank,17,EEGNet
loso_s5,5,20260926,flagged,3,2,2,mean_rank,17,EEGNet
loso_s5,5,20260926,flagged,3,3,0,mean_rank,17,EEGNet
loso_s5,5,20260926,flagged,3,4,0,mean_rank,17,EEGNet
loso_s5,5,20260926,flagged,4,1,8,mean_rank,17,EEGNet
loso_s5,5,20260926,flagged,4,2,0,mean_rank,17,EEGNet
loso_s5,5,20260926,flagged,4,3,0,mean_rank,17,EEGNet
loso_s5,5,20260926,flagged,4,4,0,mean_rank,17,EEGNet
loso_s6,6,20260924,all,1,1,5,mean_rank,15,EEGNet
loso_s6,6,20260924,all,1,2,9,mean_rank,15,EEGNet
loso_s6,6,20260924,all,1,3,78,mean_rank,15,EEGNet
loso_s6,6,20260924,all,1,4,52,mean_rank,15,EEGNet
loso_s6,6,20260924,all,2,1,2,mean_rank,15,EEGNet
loso_s6,6,20260924,all,2,2,24,mean_rank,15,EEGNet
loso_s6,6,20260924,all,2,3,67,mean_rank,15,EEGNet
loso_s6,6,20260924,all,2,4,51,mean_rank,15,EEGNet
loso_s6,6,20260924,all,3,1,4,mean_rank,15,EEGNet
loso_s6,6,20260924,all,3,2,8,mean_rank,15,EEGNet
loso_s6,6,20260924,all,3,3,62,mean_rank,15,EEGNet
loso_s6,6,20260924,all,3,4,70,mean_rank,15,EEGNet
loso_s6,6,20260924,all,4,1,0,mean_rank,15,EEGNet
loso_s6,6,20260924,all,4,2,6,mean_rank,15,EEGNet
loso_s6,6,20260924,all,4,3,76,mean_rank,15,EEGNet
loso_s6,6,20260924,all,4,4,62,mean_rank,15,EEGNet
loso_s6,6,20260924,unflagged,1,1,4,mean_rank,15,EEGNet
loso_s6,6,20260924,unflagged,1,2,5,mean_rank,15,EEGNet
loso_s6,6,20260924,unflagged,1,3,60,mean_rank,15,EEGNet
loso_s6,6,20260924,unflagged,1,4,40,mean_rank,15,EEGNet
loso_s6,6,20260924,unflagged,2,1,0,mean_rank,15,EEGNet
loso_s6,6,20260924,unflagged,2,2,20,mean_rank,15,EEGNet
loso_s6,6,20260924,unflagged,2,3,47,mean_rank,15,EEGNet
loso_s6,6,20260924,unflagged,2,4,45,mean_rank,15,EEGNet
loso_s6,6,20260924,unflagged,3,1,2,mean_rank,15,EEGNet
loso_s6,6,20260924,unflagged,3,2,2,mean_rank,15,EEGNet
loso_s6,6,20260924,unflagged,3,3,47,mean_rank,15,EEGNet
loso_s6,6,20260924,unflagged,3,4,52,mean_rank,15,EEGNet
loso_s6,6,20260924,unflagged,4,1,0,mean_rank,15,EEGNet
loso_s6,6,20260924,unflagged,4,2,2,mean_rank,15,EEGNet
loso_s6,6,20260924,unflagged,4,3,57,mean_rank,15,EEGNet
loso_s6,6,20260924,unflagged,4,4,51,mean_rank,15,EEGNet
loso_s6,6,20260924,flagged,1,1,1,mean_rank,15,EEGNet
loso_s6,6,20260924,flagged,1,2,4,mean_rank,15,EEGNet
loso_s6,6,20260924,flagged,1,3,18,mean_rank,15,EEGNet
loso_s6,6,20260924,flagged,1,4,12,mean_rank,15,EEGNet
loso_s6,6,20260924,flagged,2,1,2,mean_rank,15,EEGNet
loso_s6,6,20260924,flagged,2,2,4,mean_rank,15,EEGNet
loso_s6,6,20260924,flagged,2,3,20,mean_rank,15,EEGNet
loso_s6,6,20260924,flagged,2,4,6,mean_rank,15,EEGNet
loso_s6,6,20260924,flagged,3,1,2,mean_rank,15,EEGNet
loso_s6,6,20260924,flagged,3,2,6,mean_rank,15,EEGNet
loso_s6,6,20260924,flagged,3,3,15,mean_rank,15,EEGNet
loso_s6,6,20260924,flagged,3,4,18,mean_rank,15,EEGNet
loso_s6,6,20260924,flagged,4,1,0,mean_rank,15,EEGNet
loso_s6,6,20260924,flagged,4,2,4,mean_rank,15,EEGNet
loso_s6,6,20260924,flagged,4,3,19,mean_rank,15,EEGNet
loso_s6,6,20260924,flagged,4,4,11,mean_rank,15,EEGNet
loso_s6,6,20260925,all,1,1,9,mean_rank,15,EEGNet
loso_s6,6,20260925,all,1,2,3,mean_rank,15,EEGNet
loso_s6,6,20260925,all,1,3,42,mean_rank,15,EEGNet
loso_s6,6,20260925,all,1,4,90,mean_rank,15,EEGNet
loso_s6,6,20260925,all,2,1,5,mean_rank,15,EEGNet
loso_s6,6,20260925,all,2,2,14,mean_rank,15,EEGNet
loso_s6,6,20260925,all,2,3,26,mean_rank,15,EEGNet
loso_s6,6,20260925,all,2,4,99,mean_rank,15,EEGNet
