seed,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,cohen_kappa_mean,cohen_kappa_std
20260924,0.41512345679012347,0.1589429502113775,0.41512345679012347,0.15894295021137753,0.37158816373629683,0.19032455450156563,0.4542429501879693,0.18324952098830088,0.41512345679012347,0.1589429502113775,0.22016460905349794,0.21192393361517
20260925,0.42206790123456783,0.1584705362294133,0.4220679012345679,0.15847053622941332,0.3828094334398949,0.18690632299440182,0.4499325743564747,0.18707727761387888,0.42206790123456783,0.1584705362294133,0.22942386831275716,0.2112940483058844
20260926,0.4429012345679012,0.16688680043420137,0.44290123456790126,0.16688680043420137,0.4033775284840202,0.19429925627179584,0.4794064480605017,0.1937826308374581,0.4429012345679012,0.16688680043420137,0.2572016460905349,0.22251573391226853
