fold,subject,stage,inner_fold,seed,selected_epochs,selection_rule,epoch,train_ce,val_ce
loso_s8,8,full,,20260926,23,mean_rank,23,1.027701540125741,
loso_s9,9,full,,20260924,9,mean_rank,1,1.375079125165939,
loso_s9,9,full,,20260924,9,mean_rank,2,1.3116597632567089,
loso_s9,9,full,,20260924,9,mean_rank,3,1.2437813662820392,
loso_s9,9,full,,20260924,9,mean_rank,4,1.205674461192555,
loso_s9,9,full,,20260924,9,mean_rank,5,1.2020092035333316,
loso_s9,9,full,,20260924,9,mean_rank,6,1.182594207425912,
loso_s9,9,full,,20260924,9,mean_rank,7,1.1548931896686554,
loso_s9,9,full,,20260924,9,mean_rank,8,1.1467208804355726,
loso_s9,9,full,,20260924,9,mean_rank,9,1.1424481007787917,
loso_s9,9,full,,20260925,9,mean_rank,1,1.3814092559946909,
loso_s9,9,full,,20260925,9,mean_rank,2,1.34065823091401,
loso_s9,9,full,,20260925,9,mean_rank,3,1.2927682482533984,
loso_s9,9,full,,20260925,9,mean_rank,4,1.2348997626039715,
loso_s9,9,full,,20260925,9,mean_rank,5,1.192064634627766,
loso_s9,9,full,,20260925,9,mean_rank,6,1.180915504693985,
loso_s9,9,full,,20260925,9,mean_rank,7,1.161758681966199,
loso_s9,9,full,,20260925,9,mean_rank,8,1.1498736052049532,
loso_s9,9,full,,20260925,9,mean_rank,9,1.1287558062209024,
loso_s9,9,full,,20260926,9,mean_rank,1,1.3829419049951766,
loso_s9,9,full,,20260926,9,mean_rank,2,1.3402701218922932,
loso_s9,9,full,,20260926,9,mean_rank,3,1.2743658704890146,
loso_s9,9,full,,20260926,9,mean_rank,4,1.2263554980357487,
loso_s9,9,full,,20260926,9,mean_rank,5,1.2002679887745116,
loso_s9,9,full,,20260926,9,mean_rank,6,1.1736008756690557,
loso_s9,9,full,,20260926,9,mean_rank,7,1.1632742832104366,
loso_s9,9,full,,20260926,9,mean_rank,8,1.1421376607484288,
loso_s9,9,full,,20260926,9,mean_rank,9,1.1256102083457842,
