fold,stage,inner_fold,seed,epoch,train_ce,val_ce
loso_s4,inner,1.0,20260923,1,1.3817791431038469,1.3890091710620456
loso_s4,inner,1.0,20260923,2,1.3414002656936646,1.3956856727600098
loso_s4,inner,1.0,20260923,3,1.307936343881819,1.3999766839875116
loso_s4,inner,1.0,20260923,4,1.248990809475934,1.3787325421969097
loso_s4,inner,1.0,20260923,5,1.1976201291437503,1.334552804629008
loso_s4,inner,1.0,20260923,6,1.1527993480364482,1.295047144095103
loso_s4,inner,1.0,20260923,7,1.104602950590628,1.2689102093378704
loso_s4,inner,1.0,20260923,8,1.0617140112099823,1.301765011416541
loso_s4,inner,1.0,20260923,9,1.0505034658643935,1.2779676914215088
loso_s4,inner,1.0,20260923,10,1.0284527164918404,1.2077041533258226
loso_s4,inner,1.0,20260923,11,1.0233512311070054,1.2744383547041152
loso_s4,inner,1.0,20260923,12,0.9880986975298988,1.198197278711531
loso_s4,inner,1.0,20260923,13,0.9844467352937769,1.1716934674315982
loso_s4,inner,1.0,20260923,14,0.9777435185732665,1.2662726508246527
loso_s4,inner,1.0,20260923,15,0.9710248487967031,1.217775026957194
loso_s4,inner,1.0,20260923,16,0.960178878572252,1.202002935939365
loso_s4,inner,1.0,20260923,17,0.9483830873613004,1.1830455793274774
loso_s4,inner,1.0,20260923,18,0.9437726791258212,1.2346348795625899
loso_s4,inner,1.0,20260923,19,0.9398544872248614,1.2255594101217058
loso_s4,inner,1.0,20260923,20,0.933768817672023,1.5426841345098283
loso_s4,inner,1.0,20260923,21,0.9343351048451883,1.22754587398635
loso_s4,inner,1.0,20260923,22,0.929239566679354,1.2424067093266382
loso_s4,inner,1.0,20260923,23,0.9135773281256357,1.2232908109823863
loso_s4,inner,1.0,20260923,24,0.928844075512003,1.4376379152139027
loso_s4,inner,1.0,20260923,25,0.9232039661319168,1.2974153260389965
loso_s4,inner,1.0,20260923,26,0.9035666507703287,1.3128413160641987
loso_s4,inner,1.0,20260923,27,0.9102422451531446,1.348486214876175
loso_s4,inner,1.0,20260923,28,0.8971408285476543,1.2879802286624908
loso_s4,inner,1.0,20260923,29,0.8926733268631829,1.3730647299024794
loso_s4,inner,1.0,20260923,30,0.912627907814803,1.2360685500833724
loso_s4,inner,1.0,20260923,31,0.8865527400264034,1.2790466679467096
loso_s4,inner,1.0,20260923,32,0.8863180864740301,1.2580011155870225
loso_s4,inner,1.0,20260923,33,0.8835326709129192,1.2933874660068088
loso_s4,inner,1.0,20260923,34,0.8977289001146952,1.4172582692570157
loso_s4,inner,1.0,20260923,35,0.8816021592528732,1.2602194878790114
loso_s4,inner,1.0,20260923,36,0.8712210633136608,1.2417198022206624
loso_s4,inner,1.0,20260923,37,0.8718887346762197,1.2761162519454956
loso_s4,inner,1.0,20260923,38,0.8870531795201478,1.4599862032466464
loso_s4,inner,1.0,20260923,39,0.8646784369592313,1.2536686923768785
loso_s4,inner,1.0,20260923,40,0.877688072345875,1.2637585798899333
loso_s4,inner,2.0,20260923,1,1.3840467510399994,1.387026972240872
loso_s4,inner,2.0,20260923,2,1.33534096788477,1.402953651216295
loso_s4,inner,2.0,20260923,3,1.304115081274951,1.4318890571594238
loso_s4,inner,2.0,20260923,4,1.250451882680257,1.451999843120575
loso_s4,inner,2.0,20260923,5,1.1854892991207264,1.4709389408429463
