fold,subject,seed,model,stratum,n_train,n_test,n_classes_present,balanced_accuracy,accuracy,macro_f1,macro_precision,macro_recall,cohen_kappa,condition,selected_epochs
loso_s9,9,20260924,EEGNet,all,4608,576,4,0.5763888888888888,0.5763888888888888,0.5622912592981802,0.60578168767507,0.5763888888888888,0.43518518518518523,SOURCE_POOLED_WHITEN,7
loso_s9,9,20260924,EEGNet,unflagged,4608,501,4,0.5765585071707953,0.5728542914171657,0.5602183356448138,0.6013176141197925,0.5765585071707953,0.4308873176635455,SOURCE_POOLED_WHITEN,7
loso_s9,9,20260924,EEGNet,flagged,4608,75,4,0.5991541353383458,0.6,0.5837989529849995,0.6428075396825397,0.5991541353383458,0.46479543292102765,SOURCE_POOLED_WHITEN,7
