fold,subject,seed,model,stratum,n_train,n_test,n_classes_present,balanced_accuracy,accuracy,macro_f1,macro_precision,macro_recall,cohen_kappa,condition,selected_epochs
loso_s8,8,20260925,EEGNet,all,4608,576,4,0.41840277777777785,0.4184027777777778,0.3897624213516522,0.4165504634254634,0.41840277777777785,0.2245370370370371,SOURCE_GROUP_DRO,7
loso_s8,8,20260925,EEGNet,unflagged,4608,535,4,0.42183577083622137,0.4224299065420561,0.3933930688730588,0.4208345789440385,0.42183577083622137,0.2293689603251926,SOURCE_GROUP_DRO,7
loso_s8,8,20260925,EEGNet,flagged,4608,41,4,0.3704545454545455,0.36585365853658536,0.34471302691116934,0.3791666666666667,0.3704545454545455,0.16523101018010966,SOURCE_GROUP_DRO,7
