fold,subject,selected_epochs,selection_rule,selected_mean_rank,selection_seed,target_result_used
loso_s1,1,7,mean_rank,11.75,20260923,False
loso_s2,2,15,mean_rank,7.75,20260923,False
loso_s3,3,16,mean_rank,8.0,20260923,False
loso_s4,4,9,mean_rank,8.25,20260923,False
loso_s5,5,12,mean_rank,11.75,20260923,False
loso_s6,6,7,mean_rank,12.5,20260923,False
loso_s7,7,10,mean_rank,8.25,20260923,False
loso_s8,8,21,mean_rank,10.5,20260923,False
loso_s9,9,34,mean_rank,12.5,20260923,False
