subject,model,stratum,n_trials,n_classes_present,balanced_accuracy,accuracy,macro_f1,cohen_kappa,recall_class_1,recall_class_2,recall_class_3,recall_class_4
1,PSD44_LDA,all,576,4,0.42534722222222227,0.4253472222222222,0.3773571526512703,0.23379629629629628,0.6944444444444444,0.2916666666666667,0.6597222222222222,0.05555555555555555
1,PSD44_LDA,unflagged,554,4,0.42389628533832496,0.42418772563176893,0.3750078247261346,0.23220360337659063,0.6928571428571428,0.28776978417266186,0.6642335766423357,0.050724637681159424
1,PSD44_LDA,flagged,22,4,0.4720238095238095,0.45454545454545453,0.4369047619047619,0.2806539509536784,0.75,0.4,0.5714285714285714,0.16666666666666666
1,PSD44_LINEAR_SVM,all,576,4,0.4444444444444444,0.4444444444444444,0.39668435357366394,0.2592592592592593,0.7777777777777778,0.2777777777777778,0.6319444444444444,0.09027777777777778
1,PSD44_LINEAR_SVM,unflagged,554,4,0.43990215996944476,0.4404332129963899,0.3913606102037173,0.2536677791684049,0.7714285714285715,0.26618705035971224,0.635036496350365,0.08695652173913043
1,PSD44_LINEAR_SVM,flagged,22,4,0.5845238095238096,0.5454545454545454,0.5238095238095238,0.4037940379403794,1.0,0.6,0.5714285714285714,0.16666666666666666
