epoch,train_ce,val_ce
1,1.370252349310451,
2,1.310896775788731,
3,1.2229488376114104,
4,1.1859069615602493,
5,1.1647760222355525,
6,1.1467503408590953,
7,1.1343878590398364,
8,1.124699807829327,
